序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
11,基隆市私立文昌文理短期補習班,2020-07-01,基隆市中山區安一路72號2樓,"１、原申請核准班名「基隆市私立文昌文理短期補習班」，惟貴班對外懸掛招牌「文昌補習班」，且未於明顯處載核准立案之文號，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ２、立案證書未懸掛於明顯處，違反設立及管理規則第9條規定。 ３、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ４、收據未依設立及管理規則第27條規定，載明補習班名稱（全名）、班址、立案證號及退費規定等資訊。 ５、非採「按月收費」方式，未提供履約保證機制證明。 ６、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ７、原申請核准立案科目為國中英文科1班、國中數學科1班、國中自然科1班、國小數學科1班及國小英語科1班等計5班，學生入學資格為國小、國中，現場查無學生，尚符規定。 ８、貴班對外懸掛招生看板國小「國語、作文特攻班」、國中「總複習衝刺班」、珠算班、美術班、高中「英文、數學」，涉及未經核准即擅自增設科目，違反設立及管理規則第38條規定。",限期改善件次,2020-07-21,基府教終貳字第1090233613A號
12,基隆市私立筌易語文短期補習班,2020-07-01,基隆市暖暖區暖暖街232號,"１、僅申報1樓，夾層未申報。 ２、原申請核准班址「基隆市暖暖區暖暖街232號」，未經核准即擅自擴充班舍於「基隆市暖暖區暖暖街232號夾層（或屬2樓）」，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第38條規定。 ３、依設立及管理規則第23條規定，補習班置班主任一人，應為「專任」，綜理班務，查班主任楊達拯不常在班，請貴班申請變更班主任，以符相關規定。 ４、原申請核准班名「基隆市私立筌易語文短期補習班」，惟貴班對外懸掛招牌「基隆市私立筌易美語短期補習班」，且未於明顯處載核准立案之文號，違反設立及管理規則第17條規定。 ５、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ６、未提供收據。 ７、原申請核准立案科目為英文科2班、西班牙語科1班，班級數共計3班，現場1樓查有1間教室計7位國小學生自習未進行課程，故暫難判定是否違反相關規定；另一間教室1間教室5位國小學生進行英文課程，未符申請核准學則第16條「學生入學資格為國民小學畢業」。 ８、於未經核准即擅自擴充班舍之暖暖街232號夾層（或屬2樓），現場查有1間教室3位國小為休息時間、另2間教室共計16位國小學生進行英文課程，雖符申請核准科目，惟未符申請核准學則第16條，且涉及未經核准即擅自增設班級數，違反設立及管理規則第38條規定。",限期改善件次,2020-07-21,基府教終貳字第1090233613C號
13,基隆市私立給我美語文理短期補習班,2020-06-10,基隆市中山區中和路168巷5弄17號2樓,"１、原申請核准班名「基隆市私立給我美語文理短期補習班」，惟貴班對外懸掛招牌「給我美語」，且未於明顯處載核准立案之文號，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ２、採「按月收費」，雖不適用履約保險機制，未提供班內全數學生繳費收據。 ３、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ４、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ５、原申請核准立案科目為（國語、數學、英文）A班、（國語、數學、英文）B班、（國語、數學、英文）C班共計3班，學生入學資格為國小，現場查有1間教室計6位國小學生進行英文課程，尚符規定。 ６、查A教室計17位國小學生進行國語課程，雖符申請核准科目，惟學生人數超過規定容量（10人），違反設立及管理規則第38條規定。 ７、另查有8位國小學生於班舍接待區自習未進行課程，故暫難判定是否違反相關規定。",限期改善件次,2020-07-06,基府教終貳字第1090231053D號
14,基隆市私立小象文理短期補習班,2020-05-27,基隆市七堵區南興路86-1號2樓,"１、立案證書未懸掛於明顯處，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第9條規定。 ２、原申請核准班名「基隆市私立小象文理短期補習班」，惟貴班對外懸掛招牌「小象文理」，且未於明顯處載核准立案之文號，違反設立及管理規則第17條規定。 ３、收據未設立及管理規則第27條規定，載明補習班名稱（全名）、班址、立案證號、修業期間、收費項目、各項金額等資訊。 ４、收費項目車費，未將學生交通車駕駛資料未函報本府核備。 ５、原申請核准立案科目為國小英文科2班及國小文理科（國語、數學、自然、社會）5班共計7班，學生入學資格為國民小學，現場查有4間教室計55位國小學生進行數學課程、2間教室計20位國小學生進行英文課程、1間教室計10位國小學生進行國語課程，尚符規定。",限期改善件次,2020-06-18,基府教終貳字第1090227776D號
15,基隆市私立育德文理短期補習班,2020-05-27,基隆市暖暖區東碇路501號1樓、基隆市暖暖區暖碇路38巷96號1樓,"１、班址基隆市暖暖區東碇路501號1樓原申請核准教室數為3間，現已變更班內教室數4間。 ２、原申請核准班名「基隆市私立育德文理短期補習班」，惟貴班對外懸掛招牌「育德安親才藝學園」，且貴班核准立案之文號應為「基府教社參字第0990166620號」，非「基府教社字第0990166620號」，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ３、收據未依設立及管理規則第27條規定，載明補習班名稱（全名）、班址、立案證號、修業期間等資訊，且退費規定條號有誤。 ４、收費項目餐點費及有供餐事實，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。 ５、未將班內共計7位教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ６、原申請核准立案科目為國小文理科（國語、數學、生活）2班及國小文理科（國語、英語、數學、自然、社會）3班等計5班，學生入學資格為國民小學，現場查有5間教室計77位國小學生進行國語課程、1間教室12位國小學生進行數學課程，尚符規定；貴班雖符申請核准立案科目，惟上課班級數6班逾申請核准班級數5班，涉及未經核准即擅自增設班級，違反設立及管理規則第38條規定。",限期改善件次,2020-06-18,基府教終貳字第1090227776C號
16,基隆市私立多美文理短期補習班,2020-05-27,基隆市暖暖區暖暖街457號4、5樓,"１、未辦理建築物公共安全申報標準檢查。 ２、1樓增建違章建築將請暖暖區公所查報。 ３、未提供消防申報書，僅依現有設備檢查。 ４、立案證書未懸掛於明顯處，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第9條規定。 ５、未提供收據。 ６、貴班表示採「按月收費」，雖不適用履約保險機制，未提供班內全數學生繳費收據。 ７、未提供當年度公共意外責任險保險單。 ８、原申請核准立案科目為國小文理科(國語、英文、數學)2班、國小文理科(國語、英文、數學、自然、社會)2班，班級數共計4班，學生入學資格為國小，現場查無學生，尚符規定。",限期改善件次,2020-06-18,基府教終貳字第1090227776B號
17,基隆市私立學緣屋文理短期補習班,2020-05-06,基隆市中正區正義路2巷111號4樓、基隆市中正區正義路2巷112號4樓,"１、立案證書未懸掛於明顯處，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第9條規定。 ２、未製作正式收據，違反設立及管理規則第27條規定。 ３、採「按月收費」，雖不適用履約保險機制，未提供班內全數學生繳費收據。 ４、未提供及未使用教育部公告修正之定型化契約，違反設立及管理規則第34條規定。 ５、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ６、學生交通車駕駛資料未函報本府核備。 ７、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ８、原申請核准立案科目國語數學英語等計2班，學生入學資格為國民小學，現場查有4間教室計41位國小學生進行學校作業輔導，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。",限期改善件次,2020-05-22,基府教終貳字第1090223196B號
18,基隆市私立崧濤文理短期補習班,2020-05-06,基隆市中正區中正路199號2樓,"１、原申請核准教室數為1間，現已變更班內教室數2間。 ２、依基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第23條規定，補習班置班主任一人，應為「專任」，綜理班務，查班主任林家福僅假日有課才會到班，請貴班申請變更班主任，以符相關規定。 ３、原申請核准班名「基隆市私立崧濤文理短期補習班」，惟貴班對外懸掛招牌「崧濤短期補習班」，且未於明顯處載核准立案之文號，違反設立及管理規則第17條規定。 ４、收據未設立及管理規則第27條規定，載明補習班名稱（全名）、立案證號等資訊。 ５、收據繳費項目餐費涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。 ６、未提供及未使用教育部公告修正之定型化契約，違反設立及管理規則第34條規定。 ７、原申請核准立案科目為文理科（公民與道德、英語、數學及理化）等計2班，學生入學資格為國民中學，現場查有1間教室計9位國小學生進行數學課程，涉及未經核准即擅自增設辦理類科，違反設立及管理規則第38條規定；另1間教室計20位國小學生進行學校作業輔導，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。 ８、對外懸掛招牌明示「國小文理、兒童美語、小一正音、高中數學班」，涉及未經核准即擅自增設辦理類科，違反設立及管理規則第38條規定。",限期改善件次,2020-05-22,基府教終貳字第1090223196D號
19,基隆市私立孟溰麗文理短期補習班,2020-04-01,基隆市仁愛區延平街12巷16號3樓,"１、原申請核准立案證號「基府教社參字第1030250439號」，非申請變更文號「1060255628」。 ２、使用收費袋，未依設立及管理規則第27條規定，載明補習班名稱、班址、立案證號、修業期間、收費項目、各項金額、總額及退費規定。 ３、貴班表示採「按月收費」，雖不適用履約保險機制，未提供班內全數學生繳費收據。 ４、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ５、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ６、組織成員、受僱人或受服務人員人數達30人，未依性騷擾防治法第7條第2項規定，訂定「基隆市私立短期補習班性騷擾防治申訴及調查處理要點」。 ７、原申請核准立案科目為國小數學科1班、國小英文科1班、國中英文科1班及國中數學科1班等計4班，學生入學資格為國民中學、國民小學，現場查有1間教室計7位國小學生進行學校作業輔導，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。",限期改善件次,2020-04-28,基府教終貳字第1090219421B號
20,基隆市私立芝?街美語文理短期補習班,2020-04-01,基隆市仁愛區忠一路20號8樓,"１、原申請核准班名「基隆市私立芝?街美語文理短期補習班」，惟貴班對外懸掛招牌「芝?街美語」，且未於明顯處載核准立案之文號，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第17條規定。 ２、收據未依設立及管理規則第27條規定，載明補習班名稱（全名）、班址、立案證號等資訊。 ３、未提供當年度公共意外責任險保險單。 ４、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ５、原申請核准立案科目國小文理科（國語、數學）1班、國小文理科（國語、數學、社會、自然）4班、國小英文科2班、國中數學科1班、國中英文科1班、國中自然科1班、音樂科1班等計11班，學生入學資格為國小、國中，現場查有3間教室計38位國小學生進行國語課程、1間教室計1位國小學生進行音樂課程，尚符規定。",限期改善件次,2020-04-28,基府教終貳字第1090219421A號
21,基隆市私立佳垛文理才藝短期補習班,2020-04-01,基隆市仁愛區仁二路120號4樓,"１、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ２、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ３、組織成員、受僱人或受服務人員人數達30人，未依性騷擾防治法第7條第2項規定，訂定「基隆市私立短期補習班性騷擾防治申訴及調查處理要點」。 ４、原申請核准立案科目為國小英語科1班、國小文理科（國語、自然）2班、國中英文科1班、技藝數學科2班及音樂科1班等計7班，學生入學資格為學齡前、國小、國中，現場查有1間教室計4位國小學生進行英語課程，1間教室計4位國小學生進行國語課程、2間教室計4位學生進行技藝數學，尚符規定。",限期改善件次,2020-04-28,基府教終貳字第1090219421C號
22,基隆市私立英悅文理短期補習班,2020-04-01,基隆市仁愛區愛六路26號1、2樓,"１、3樓未經許可擴大營業，違反建築法第73條第2項規定，未經核准變更使用擅自使用建築物。 ２、擅自擴充班舍（址）於基隆市仁愛區愛六路26號3樓，違反基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第38條規定。 ３、立案證書未懸掛於明顯處，違反設立及管理規則第9條規定。 ４、收據未依設立及管理規則第27條規定，載明補習班名稱（全名）、班址、立案證號等資訊。 ５、收費項目餐點費及有供餐事實，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。 ６、未提供及未使用教育部公告修正之定型化契約，違反設立及管理規則第34條規定。 ７、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ８、原申請核准立案科目幼兒美語科1班、兒童美語科4班、國中美語科2班、成人美語科2班、國小文理科（國語、數學、生活）1班、國小文理科（國語、數學、自然、社會）2班共計12班，學生入學資格為學齡前幼兒、國民小學、國民中學、18歲以上，現場2樓查有1間教室7位國小學生進行國語課程，1間教室位國小學生進行兒童美語課程，尚符規定。 ９、另查2樓1間教室7位國小學生、3樓有2間教室共21位國小學生進行課業輔導，涉及兒童課後照顧服務中心業務（俗稱安親班），違反設立及管理規則第41條規定。",限期改善件次,2020-04-28,基府教終貳字第1090219421D號
23,基隆市私立嘉人文理短期補習班,2020-03-25,基隆市安樂區基金三路52之8號1-3樓、基隆市安樂區基金三路52之9號1-2樓,"１、未提供公共安全申報書，違反建築法第77條第3項規定，將依規裁處。 ２、使用接用自來水之固定飲用水設備，請貴班依飲用水連續供水固定設備管理相關規定自主辦理維護。 ３、未更新107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ４、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ５、未將所屬交通車AXB-6367報本府核備。 ６、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ７、組織成員、受僱人或受服務人員人數達30人，未依性騷擾防治法第7條第2項規定，訂定「基隆市私立短期補習班性騷擾防治申訴及調查處理要點」。 ８、原申請核准立案科目英文科16個班、國小文理科（國語、數學、自然、社會）4班等計20班，學生入學資格為國民小學，現場查有1間教室15位國小學生進行國語課程，2間教室23位國小學生進行數學課程，1間教室19位國小學生進行自然課程，尚符規定。 ９、查貴班201教室有11位幼兒刻正午睡，未符學則第16條學生入學資格，疑似涉及經營非屬短期補習教育之機構或業務（幼兒園），違反設立及管理規則第41條規定，業已移請權責單位卓處。",限期改善件次,2020-04-17,基府教終貳字第1090217059A號
24,基隆市私立品誠文理短期補習班,2020-03-25,基隆市安樂區基金一路135巷21弄25號1、2樓及基隆市安樂區基金一路135巷21弄1號1樓,"１、班址基隆市安樂區基金一路135巷21弄1號1樓滅火器未定期實施性能檢查。 ２、收據未依基隆市私立短期補習班設立及管理規則（以下簡稱設立及管理規則）第27條規定，載明補習班名稱（全名）、班址、立案證號等資訊。 ３、未更新107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ４、未訂定基隆市私立短期補習班個人資料檔案安全維護計畫及未完成基隆市私立補習班揭露學生個人資料查核表，違反設立及管理規則第40條規定。 ５、當年度公共意外責任險保單已逾期，保險期間至108年7月25日。 ６、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ７、組織成員、受僱人或受服務人員人數達30人，未依性騷擾防治法第7條第2項規定，訂定「基隆市私立短期補習班性騷擾防治申訴及調查處理要點」。 ８、原申請核准立案科目國小文理（國語、數學、自然、社會）4班、美語科1班級數共計5班，學生入學資格為國小，現場查有3間教室計38位國小學生進行國語課程、1間教室計16位國小學生進行美語課程，1間教室計16位國小學生進行數學課程，尚符規定。",限期改善件次,2020-04-17,基府教終貳字第1090217059B號
25,基隆市私立七堵小牛頓文理短期補習班,2020-02-19,基隆市七堵區明德一路186之1號2樓、基隆市七堵區明德一路186之1號8樓,"１、使用接用自來水之固定飲用水設備，請貴班依飲用水連續供水固定設備管理相關規定自主辦理維護。 ２、現場負責人表示，班址：基隆市七堵區明德一路186之1號8樓已出租作為民宅，業請貴班儘速向本府申請減班址（舍）。 ３、貴班表示採「按月收費」，雖不適用履約保險機制，未提供班內全數學生繳費收據。 ４、未提供及未使用107年4月19日公告修正之定型化契約，違反設立及管理規則第34條規定。 ５、未將班內全數教職員工（含設立人、班主任）相關資料登錄至直轄市及各縣市短期補習班資訊管理系統，違反短期補習班設立及管理準則第11條之1規定。 ６、組織成員、受僱人或受服務人員人數未達30人，未依性騷擾防治法第7條第2項規定，訂定申訴管道。 ７、原申請核准立案科目為英文科2班及數學科2班等計4班，學生入學資格為國小，現場查有1間教室13位國小學生進行國語課程，涉及未經核准即擅自增設辦理類科，違反設立及管理規則第38條規定。",限期改善件次,2020-03-13,基府教終貳字第1090210671D號
