序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
16,私立徐薇英文語文文理短期補習班,2019-07-01,宜蘭市泰山路143號1-3樓,立案證書未懸掛班舍明顯處；未提供107年新版定型化契約；廣告招牌不符合規定(立案字號有誤)；查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2019-07-08,府教多字第1080112383號
17,私立學穎文理短期補習班,2019-06-13,頭城鎮武營路131號1樓,未提供收據；未提供定型化契約；未提供個人資料檔案安全維護計畫；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；未完成性騷擾防治自主查核；查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2019-06-27,府教多字第1080104643號
18,私立群菁心算美語短期補習班,2019-06-13,頭城鎮開蘭路301號1-3樓,未提供收據；未提供定型化契約；未提供個人資料檔案安全維護計畫；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；未提供公共意外責任險保單；廣告招牌不符合規定(招牌沒有補習班3個字/未載明立案字號)；擅自增設類科(國小國語、自然、數學)；擅自增加1樓教室(1間)；查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2019-06-26,府教多字第1080104652號
19,私立陳韻如美食烹飪短期補習班,2019-06-05,宜蘭市中興路332號1樓,立案證書未懸掛班舍明顯處；未提供收據；未提供定型化契約；未提供個人資料檔案安全維護計畫；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；未完成性騷擾防治自主查核（只張貼性騷擾防治海報）；查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2019-06-11,府教多字第1080094914號
20,私立文鼎文理短期補習班,2019-05-23,宜蘭市女中路三段168號1-3樓,未換發新版立案證書；未提供收據；未提供定型化契約；未提供個人資料檔案安全維護計畫；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；未提供公共意外責任險保單；廣告招牌不符合規定(未載明立案字號/廣告有國小國語)；擅自增設類科(國小國語)；未完成性騷擾防治自主查核（僅張貼性騷擾防治海報）；查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2019-05-30,府教多字第1080088502號
21,私立高登日語短期補習班,2019-04-18,宜蘭市女中路2段309號2樓之1,未懸掛換發後立案證書；收據不符規定(收據未註明退費規定)；未提供定型化契約；未提供個人資料檔案安全維護計畫；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；未提供公共意外責任險保單；廣告招牌不符合規定(招牌沒有補習班3個字)；未完成性騷擾防治自主查核（只張貼性騷擾防治海報）；查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2019-04-24,府教多字第1080065988號
22,私立長春藤語文短期補習班,2019-04-11,宜蘭市陽明二路15號1樓,收據不符規定(收據有交通費)；未提供定型化契約；未提供個人資料檔案安全維護計畫；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；廣告招牌不符規定(招牌有中文課輔班、國小課輔；廣告有全美安親班、中文安親班/課輔班、國中小數學班)；擅自增設類科(國小國語、國小數學)；擅自擴充班舍(增建陽明二路15號1樓後方班舍)；查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2019-04-23,府教多字第1080064910號
23,私立加州柏克萊語文短期補習班,2019-04-11,宜蘭市校舍路29巷88弄55號2樓,立案證書未懸掛班舍明顯處；未提供收據；未提供定型化契約；未提供個人資料檔案安全維護計畫；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；廣告招牌不符規定(立案字號有誤)；擅自擴充班舍(擴充陽明一路69號班舍及校舍二路75號班舍)；未完成性騷擾防治自主查核(未提供性騷擾防治查核表)；尚未辦理因門牌整編變更班址(門牌整編前班址為：宜蘭市校舍路29巷88弄55號2樓；門牌整編後班址:宜蘭市校舍二路73號2樓)；查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2019-04-23,府教多字第1080064911號
24,私立學爾立美日語短期補習班,2018-12-12,宜蘭市負郭路三十巷四八號三樓,未換發新版立案證書；收據未註明退費規定/收據上班名有誤；未使用定型化契約；未建立個人資料檔案安全維護計畫；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；未提供公共意外責任險保單；廣告招牌不符規定(班名未依規定書寫/未載明立案字號)；擅自擴充班舍(擴充1樓班舍)；未完成性騷擾防治自主查核,限期改善件次,2018-12-19,府教多字第1070212649號
25,私立立升語文短期補習班,2018-12-05,五結鄉利寶路145號,立案證書未懸掛班舍明顯處、未提供收據、定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、公共意外責任險保單、廣告招牌不符規定(廣告有美語安親班、資優安親課輔班、英數自國中班)、擅自增加未核准科目之課業輔導(國語、數學)、擅自變更班址(遷移後地址:五結鄉五結路2段362號1-2樓)、未完成性騷擾防治自主查核、查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2018-12-22,府教多字第1070215947號
26,私立真善美文理短期補習班,2018-09-27,宜蘭縣蘇澳鎮中山路1段431號1-2樓,立案證書未懸掛班舍明顯處、收據不符規定(未載明退費規定)、未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、公共意外責任險保單、廣告招牌不符規定(廣告有語文創作、安親課輔、國中自然)、未完成性騷擾防治自主查核；查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2019-05-30,府教多字第1080088479號
27,私立聚星文理短期補習班,2018-09-17,員山鄉同樂村同新路227號1-3樓,未提供收據；未提供107年新版定型化契約；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書；廣告招牌不符規定(立案字號有誤）,限期改善件次,2018-10-08,府教多字第1070168695號
28,私立培傑珠心算短期補習班,2018-09-10,礁溪鄉和平路17號1樓,立案證書未懸掛於班舍明顯處所；未使用定型化契約；未建立個人資料檔案安全維護計畫；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；未提供公共意外責任險保單；廣告招牌不符合規定(廣告有美語、作文、美術班、應用數學)；未完成性騷擾防治自主查核,限期改善件次,2018-10-02,府教多字第1070164739號
29,私立方圓文理短期補習班,2018-09-05,宜蘭市民權新路105號1、2樓,"立案證書未懸掛於班舍明顯處所；收據未註明退費規定；未提供定型化契約；未提供個人資料檔案安全維護計畫；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；未提供公共意外責任險保單；廣告招牌不符規定(廣告有傑生英文教室、國中英文班、 兒童美語班)；擅自增設類科(英文)",限期改善件次,2018-09-13,府教多字第1070154485號
30,私立培爾傑特美語會話短期補習班,2018-08-29,宜蘭市民族路582號2樓,立案證書未懸掛班舍明顯處；未提供107年新版定型化契約；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；疑似經營非屬短期補習教育之機構或業務(稽查當時，現場非為美語課程，疑似作業輔導)；擅自增加教室(核定9間，但稽查有12間)、未完成性騷擾防治自主查核,限期改善件次,2018-09-07,府教多字第1070150642號
31,私立加雅音樂學苑技藝短期補習班,2018-07-18,羅東鎮公正路171巷12號1-2樓,立案證書未懸掛於班舍明顯處所、未提供收據、定型化契約、補習班個人資料檔案安全維護計畫、廣告招牌不符規定(未依規定書寫、未載明立案字號)、未完成性騷擾防治自主查核、查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2018-12-05,府教多字第1070204032號
32,私立層階資優數學心珠算短期補習班,2018-07-18,羅東鎮民權路200號1樓,收據不符合規定(未註明退費規定)、未提供定型化契約、補習班個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、公共意外責任險保單、廣告招牌不符規定(招牌未載明立案字號)、未完成性騷擾防治自主查核、查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2018-12-28,府教多字第1070219846號
33,私立小海豚學園文理短期補習班,2018-05-30,礁溪鄉礁溪路一段302巷28弄30號1-3樓,現場為一般住家已非補習班,限期改善件次,2018-08-24,府教多字第1070141122號
34,私立育立愛兒村文理短期補習班,2018-05-30,頭城鎮公園路30號1-4樓,未申請補習班立案證書換發、收據不符規定(現場未提供收據)、未提供定型化契約(現場未提供定型化契約)、未提供補習班個人資料檔案安全維護計畫、未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符合規定(立案字號有誤)、擅自增加教室(擅自1樓增加教室)、未完成性騷擾防治自主查核；查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2018-11-08,府教多字第1070188566號
35,私立何嘉仁語文短期補習班,2018-05-09,宜蘭市女中路三段319號3樓,未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明（不齊全）、未提出班主任變更申請,限期改善件次,2018-05-17,府教多字第1070080748號
36,私立菁菁文理短期補習班,2018-05-09,宜蘭市陽明二路128號1-2樓,收據未註明退費規定及未載明班名資料、未提供新版定型化契約、未提供補習班個人資料檔案安全維護計畫、未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、未提供投保公共意外責任險資料、廣告有安親課輔班、正音閱讀班、美語、自然、KK發音班、未完成性騷擾防治自主查核,限期改善件次,,
37,私立希望種子文理短期補習班,2018-05-02,羅東鎮樹林里學府街33巷3號2樓,收據不符規定(未註明退費規定及班明等資訊)、未提供定型化契約、補習班個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(未載明立案核准字號)、擅自經營非屬補習班之業務(非立案科目之課業輔導)、未完成性騷擾防治自主查核、查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2018-11-22,府教多字第1070197020號
38,私立羅東格林短期補習班,2018-05-02,羅東鎮開羅街32號1-2樓,未使用新版定型化契約、未提供完整補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、補習班個人資料檔案安全維護計畫、廣告招牌不符規定(立案字號有誤)、擅自增加教室(2樓增加1間)、未完成性騷擾防治自主查核、查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2018-11-22,府教多字第1070197025號
39,私立貝登堡文理短期補習班,2018-05-02,羅東鎮開羅街40號1樓,未使用新版定型化契約、未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(立案字號有誤)、查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2018-11-22,府教多字第1070197024號
40,私立樂享技藝短期補習班,2018-04-24,羅東鎮公正路284巷1-1號2樓,未換發新版立案證書；未提供收據；未使用定型化契約；未建立個人資料檔案安全維護計畫；未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明；擅自增設類科(國中理化)；未完成性騷擾防治自主查核,限期改善件次,,
41,私立蒲公英文理短期補習班,2018-04-18,羅東鎮復興路二段199號1-3樓,擅自增加未核定類科之作業輔導(國小自然課業輔導)、未完成性騷擾防治自主查核、查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2018-11-09,府教多字第1070189183號
42,私立育橋文理短期補習班,2018-03-15,五結鄉二結路252號1-3樓,未懸掛換發後新版立案證書、未使用新版定型化契約、未提供補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(立案字號有誤)、擅自進行非授課科目之作業輔導、查貴班尚未於直轄市及各縣市短期補習班資訊管理系統(http://bsb.edu.tw)確認或修改教師與職員工資料,限期改善件次,2018-11-07,府教多字第1070188019號
43,私立米那米文理短期補習班中華分班,2018-01-31,宜蘭市東港路15之11號1-2樓,立案證書未懸掛班舍明顯處、收據不符規定(未載明退費規定及班名等資訊)、未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、公共意外責任險保單、廣告招牌不符規定(未依規定書寫、未載明立案字號、廣告有國小數學、國小兒童美語及國中英語、廣告招牌所列教師名稱未揭露其真實姓名)、擅自增設類科(國中英文)、擅自擴充班舍(擴充東港路15之13號班舍)、擅自增加教室(1樓)、未完成性騷擾防治自主查核,限期改善件次,2018-02-23,府教多字第1070030197號
44,私立宸安文理短期補習班,2018-01-31,宜蘭市東港路32-11號1-2樓,立案證書未懸掛班舍明顯處、退費說明不符規定、未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、未完成性騷擾防治自主查核,限期改善件次,2018-04-12,府教多字第1070058839號
45,私立立升語文短期補習班,2017-11-29,五結鄉利寶路145號,擅自變更班址(遷移後地址:五結鄉五結路2段362號1-2樓),停止招生及上課至改善為止,2018-12-22,府教多字第1070215947號函
46,私立一橋文理才藝短期補習班,2017-09-28,礁溪鄉和平路54號1樓,未換發新版立案證書、收據退費說明不符規定,限期改善件次,,
47,私立康喬文理短期補習班,2017-09-28,礁溪鄉龍潭村育龍路133號1-2樓,立案證書未懸掛班舍明顯處、未提供收據、定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、性騷擾防治自主查核表未留班備查,限期改善件次,,
48,私立成名文理短期補習班,2017-09-28,礁溪鄉復興街15號1-4樓,未提供收據、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、性騷擾防治自主查核表未留班備查,限期改善件次,,
49,私立全人文理短期補習班,2017-09-26,羅東鎮北成路一段170號1-3樓,未換發新版立案證書、未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(未載明核准立案字號、廣告有國小課輔班及國中資優家教班)、擅自增設類科(國中英文、國中數學、國小美術)、未完成性騷擾防治自主查核,限期改善件次,,
50,財團法人天主教蘭陽青年會附設舞蹈文理短期補習班,2017-09-26,羅東鎮北成路1段189號1樓,立案證書未懸掛班舍明顯處、收據未載明退費規定及正確之補習班班名與其他應載明資訊、未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(未載明核准立案字號)、擅自經營非屬補習班之業務、擅自擴充2樓班舍及教室、性騷擾防治自主查核表未留班備查,限期改善件次,,
51,私立佳昕文理短期補習班,2017-09-26,羅東鎮北成路1段282號1-3樓,未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、未完成性騷擾防治自主查核,限期改善件次,,
52,私立磊哥頂尖數學文理短期補習班,2017-09-21,宜蘭市文化路13號1-3樓,未換發新版立案證書、未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(廣告有國小資優數學、兒童美語、自然、國文、全科班、理化、洪婷英文)、擅自增設類科(國中自然、國小英文、國小數學)、擅自擴充班舍(擴充復興路2段73號2-3樓、文化路13號1樓教室配置與原申請不符)、未完成性騷擾防治自主查核、未至補習班資訊管理系統新增教師資料,限期改善件次,2017-11-15,府教多字第1060187741號
53,私立田春木高中數學文理短期補習班,2017-09-21,宜蘭市女中路2段427號1-2樓,未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(班名未依規定書寫)、未完成性騷擾防治自主查核,限期改善件次,,
54,私立楓橋美語文理短期補習班,2017-09-20,羅東鎮純精路三段107號2樓及樹人路52號1-3樓,未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、缺外師之警察刑事紀錄證明、未提供加保後公共意外責任險保單、廣告招牌不符規定(招牌班名未依規定書寫、未載明核准立案字號、廣告有國中數學、幼兒美語)、擅自增設類科(國中數學、幼兒美語)、擅自增加教室(純精路班址增加2間教室)、性騷擾防治自主查核表未留班備查,限期改善件次,,
55,私立愛得生文理短期補習班,2017-09-20,羅東鎮純精路三段190號1樓,未提供收據、定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、公共意外責任險保單、未完成性騷擾防治自主查核,限期改善件次,,
56,私立無尾熊文理短期補習班,2017-09-20,羅東鎮純精路一段85號1-3樓,立案證書未懸掛班舍明顯處、未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、公共意外責任險保單、未完成性騷擾防治自主查核,限期改善件次,,
57,私立無尾熊英文短期補習班,2017-09-20,羅東鎮純精路一段85號4-5樓,立案證書未懸掛班舍明顯處、未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、公共意外責任險保單、未完成性騷擾防治自主查核,限期改善件次,,
58,私立正賦文理短期補習班,2017-09-20,羅東鎮純精路2段262號1-2樓,未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(未載明核准立案字號)、擅自擴充班舍(擴充3樓班舍)、未完成性騷擾防治自主查核,限期改善件次,,
59,私立小星星文理短期補習班,2017-09-14,羅東鎮民生路129號1-3樓,未提供個人資料檔案安全維護計畫、&lt;補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明&gt;未齊全、廣告招牌不符規定(有全科班),限期改善件次,,
60,私立史麥爾美語文理短期補習班,2017-09-14,羅東鎮中華路45號1-2樓,未提供收據、未提供新版定型化契約、補習班教職員名冊、設立人、班主任暨教職員任職切結書、缺外師及負責人之警察刑事紀錄證明、廣告招牌不符規定(未載明核准立案字號、廣告有數學班及作文班)、擅自增設類科(國小數學、國小作文)、未完成性騷擾防治自主查核,限期改善件次,,
61,私立布萊恩美語短期補習班,2017-09-12,宜蘭市校舍一路87號1樓,未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(廣告有&lt;長進國中國小數學&gt;、&lt;米那米、長進高中職數學、長進國中數學&gt;)、未完成性騷擾防治自主查核,限期改善件次,,
62,私立金育文理短期補習班,2017-09-12,宜蘭市陽明三路38號1樓,廣告招牌不符規定、擅自增設類科(國中自然)、未完成性騷擾防治自主查核,限期改善件次,,
63,私立傑耀文理短期補習班,2017-09-12,宜蘭市校舍二路22號1樓,收據未載明退費規定、未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、未完成性騷擾防治自主查核,限期改善件次,,
64,私立立耀文理短期補習班,2017-09-12,宜蘭市黎明三路446號1-3樓,收據未載明退費規定、未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、公共意外責任險保單、廣告招牌不符規定(廣告有國小課輔班、安親課輔班、閱讀寫作班、兒童美術班)、擅自增設類科(閱讀寫作班、兒童美術班)、未完成性騷擾防治自主查核、擅自經營非屬短期補習班之業務(安親課輔班),限期改善件次,,
65,私立格林文理短期補習班,2017-09-06,羅東鎮忠孝路147號1-3樓,收據未載明班名等、未使用新版定型化契約、未提供個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、公共意外責任險保單、廣告招牌不符規定(廣告招牌有未核准之類科及安親字樣)、擅自增設類科(作文、國語正音、鋼琴)、擅自增加教室(鋼琴教室1間)、未完成性騷擾防治自主查核,限期改善件次,,
66,私立澳斯汀美語短期補習班,2017-09-06,羅東鎮忠孝路149號1-4樓,立案證書未懸掛班舍明顯處、收據退費說明不符規定及未用核准班名、未提供定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(廣告有暑期安親班、安親課輔班、國中英文班)、擅自增設類科(國中英文、高中英文)、未完成性騷擾防治自主查核、擅自經營非屬補習班之業務,限期改善件次,,
67,私立飛揚文理短期補習班,2017-09-06,羅東鎮忠孝路22號,未換發後新版立案證書、未提供收據、定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(未載明立案核准字號)、擅自增設類科(國小數學)、未完成性騷擾防治自主查核,限期改善件次,,
68,私立創新心珠算短期補習班,2017-08-24,羅東鎮站前路46巷3號1樓,立案證書未懸掛班舍明顯處、未提供收據、定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、公共意外責任險保單、廣告招牌不符規定、未完成性騷擾防治自主查核,限期改善件次,,
69,私立三元及第文理短期補習班,2017-08-24,羅東鎮站前路32-1、32-2號1-2樓,未提供收據、定型化契約、個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、廣告招牌不符規定(未載明核准立案字號)、未完成性騷擾防治自主查核,限期改善件次,,
70,私立快樂地文理短期補習班,2017-08-24,羅東鎮站前南路151號3樓,立案證書未懸掛班舍明顯處、未提供收據、定型化契約、個人資料檔案安全維護計畫、補習班設立人、班主任暨教職員警察刑事紀錄證明、公共意外責任險保單、廣告招牌不符規定(廣告招牌未載明核准立案字號、廣告有安親課輔、正音班、理化、作文)、未完成性騷擾防治自主查核,限期改善件次,,
71,私立張令宜珠心算文理短期補習班,2017-08-24,羅東鎮站前南路144號1-2樓,未提供個人資料檔案安全維護計畫、補習班教職員名冊、設立人、班主任暨教職員任職切結書、警察刑事紀錄證明、公共意外責任險加保批單未留班備查、廣告招牌不符規定(招牌立案字號有誤)、未完成性騷擾防治自主查核,限期改善件次,,
