序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
264,私立建國文理短期補習班,2009-04-10,400台中市中區三民路2段46號4樓*民眾檢舉,1.廣告物未申請設立許可2.未依照規定收費.製作收據3.未出示補習服務契約書.,限期改善件次,2009-04-17,0980090309
265,私立新階美語會話短期補習班,2009-04-09,402台中市南區美村南路13號1~3樓及台中市南區新和街98號1-2F,廣告物未申請設立許可,限期改善件次,2009-04-20,0980089041
266,頂尖心算美術班,2009-04-07,404台中市北屯區興安路1段144號1-3樓*稽查未立案,檢查時大門深鎖未營業,限期改善件次,2009-04-13,0980089582
267,私立威登美語會話短期補習班,2009-04-07,403台中市西區五廊街36號4樓*待查,停業中文到二週內申請暫停招生或註銷立案,限期改善件次,2009-04-15,0980090517
268,私立歌德美語會話短期補習班,2009-03-30,403台中市西區林森路196號2~4樓,1.消防安全設備不符規定2.未依規定辦理消防安全設備檢修申報3.防火管理人，消防防護計畫未依規定辦理3未依照規定與學生或其法定代理人簽訂補習服務契約書.,限期改善件次,2009-04-07,0980082600
269,私立精華大業文理短期補習班,2009-03-26,408台中市南屯區大昌街528號1~2樓、東興路3段257號3樓之2,1.未維護建築物構造及設備安全2.廣告物未申請設立許可3.2-3樓防火區劃破壞3F避難逃生通道阻塞,限期改善件次,2009-04-07,0980082598
270,私立童畫世界美術音樂附設美語會話短期補習班,2009-03-26,402台中市南區美村南路107巷26號1~4樓*民眾檢舉學生噪音太大,廣告物未申請設立許可,限期改善件次,2009-04-07,0980082599
271,私立雲門園道舞蹈造型藝術英語會話短期補習班,2009-03-25,404台中市北區館前路19號2樓之1~2,1.廣告物未申請設立許可2.未經核准擅自增設班級3.未出示公共意外險保單,限期改善件次,2009-04-07,0980082584
272,私立亞米格英語會話短期補習班,2009-03-25,407台中市西屯區大隆路66號1~2樓*會同督學,1.廣告物未申請設立許可2.未依照規定辦理電腦處理個人資料,限期改善件次,2009-04-07,0980082595
273,私立道禾美語會話短期補習班,2009-03-25,408台中市南屯區大墩十八街13、15號1樓*會同督學,1.違規使用建築物2.11號擴大使用,限期改善件次,2009-04-07,0980082583
274,私立旌旗美語會話短期補習班　　,2009-03-24,406台中市北屯區軍福19路36號1-4樓*民眾檢舉擅自增設類科,未依照規定招收3-6歲幼兒應即停止2.未出示收費收據3.未經核准擅自增設&amp;#38954;科4.未依規定與學生簽訂補習服務契約書.,限期改善件次,2009-03-30,0980072055
275,私立李安文理短期補習班,2009-03-24,406台中市北屯區軍功路1段375號1-2樓、377號1-2樓,1.未依照規定收費.製作收據2.未出示公共意外險保單3未依照規定與學生或其法定代理人簽訂補習服務契約書.,限期改善件次,2009-03-31,0980072129
276,私立學成文理短期補習班,2009-03-24,404台中市北區漢口路4段95號1-3樓,1.未出示收費收據2.未出示投保公共意外責任險3.未依規與學生簽訂補習服務契約書,限期改善件次,2009-03-30,0980072338
277,私立啄木鳥美術附設美語會話短期補習班,2009-03-23,408台中市南屯區大墩十街331號1~2樓,1.違規使用建築物2.廣告物未申請設立許可3.未依照規定收費.製作收據,限期改善件次,2009-04-07,0980082579
278,私立小儒林文理短期補習班,2009-03-23,400台中市中區民權路106號1樓、2樓之2及3樓之2*科長交辦,NO,限期改善件次,2009-04-07,0980082581
279,私立翔宇文理短期補習班,2009-03-19,401台中市東區復興路4段231之2號8樓*檢舉增加美設科學生超多再查,1.違規使用建築物2.未維護建築物構造及設備安全3.廣告物未申請設立許可4.增建違章建築5.檢查時未發現陳揚設計美術中心1F為櫃檯夾層為辦公室2F設視聽教室,限期改善件次,2009-04-08,0980082577
280,私立瀚文英語會話短期補習班,2009-03-17,407台中市西屯區甘肅路1段117號1~2樓,1.廣告物未申請設立許可2.增建違章建築,限期改善件次,2009-04-08,0980082569
281,私立學林文理短期補習班,2009-03-17,台中市西屯區407重慶路273號2樓之1,檢查時大門深鎖未營業,限期改善件次,2009-04-07,0980082573
282,私立邱文資優英文短期補習班,2009-03-16,406台中市北屯區文昌東五街22-1號1-3樓*民眾檢舉未設立消防設備,1.廣告物未申請設立許可2.未出示公共意外險保單,限期改善件次,2009-04-07,0980082567
283,私立邱文資優英文短期補習班文華分班,2009-03-16,407台中市西屯區重慶路270號1-4樓*民眾檢舉未設立消防設備,1.廣告物未申請設立許可2.未出示公共意外險保單,限期改善件次,2009-04-07,0980082566
284,私立精英文理短期補習班,2009-02-25,台中市南區402台中路26號6~9樓*2/10,擅自擴充班舍與立案不符經本府98.01.21及98.02.25稽查及複查時仍未改善。,停止招生三個月,2009-03-23,0980062375
285,私立文棚文理短期補習班,2009-02-17,407台中市西屯區福泰街92號1-4樓*市信*超收人數及變更裝修,不得超收學生人數,限期改善件次,2009-04-13,0980080378
286,私立育群美語會話短期補習班,2009-02-16,407台中市西屯區福科路467號1-3樓,1.廣告物未申請設立許可2.未依照規定收費製作收據,限期改善件次,2009-02-23,0980038910
287,私立聖大才藝中心,2009-02-16,403台中市西區樂群街21號1~4樓,1.未維護建築物構造及設備安全2.廣告物未申請設立許可3增建違章建築.,限期改善件次,2009-02-23,0980038914
288,私立育群美語會話短期補習班福雅分班,2009-02-16,407台中市西屯區福雅路49號1~4樓,1.廣告物未申請設立許可2.未依照規定招生，收費數據,限期改善件次,2009-02-23,0980038905
289,私立愛德華文理短期補習班,2009-02-11,406台中市北屯區興安路1段122號1-3樓,廣告物未申請設立許可,限期改善件次,2009-02-17,0980034420
290,私立翰林短期補習班,2009-02-11,406台中市北屯區興安路1段41號1~4樓,廣告物未申請設立許可,限期改善件次,2009-02-17,0980034418
291,私立正新文理短期補習班,2009-02-11,400台中市中區民權路52號1~3樓*地下一樓,1.廣告物未申請設立許可2.增建違章建築3未依照規定收費.製作收據4.未出示公共意外險保單,限期改善件次,2009-02-17,0980034416
292,私立普立資美語會話短期補習班,2009-02-09,404台中市北區陝西路88號1~2F、B1,廣告物未申請設立許可,限期改善件次,2009-02-17,0980034419
293,私立提卡美術短期補習班,2009-02-05,404台中市北區漢口路4段303號1~2樓,1.廣告物未申請設立許可,限期改善件次,2009-02-11,0980028161
294,私立傑米鹿美語短期補習班,2009-02-05,406台中市北屯區河北路2段82號1~2樓,廣告物未申請設立許可,限期改善件次,2009-02-11,0980028160
295,私立龍群文理短期補習班,2009-02-05,404台中市北區博館路117號2樓,檢查時大門深鎖未營業,限期改善件次,2009-02-11,0980028162
296,私立慧鴻舞蹈短期補習班,2009-02-02,404台中市北區五權路228號8樓,1.廣告物未申請設立許可2.消防安全設備不符規定3.未出示公共意外險保單,限期改善件次,2009-02-10,0980028143
297,私立元群國語文附設作文美術短期補習班,2009-01-22,台中市西區向上北路240號1-3樓,未出示公共意外險保單2.未出示教職員學員名冊,限期改善件次,2008-02-11,0980028152
298,私立儒苑文理短期補習班,2009-01-19,404台中市北區三民路3段217號7樓之11~13**1/17稽徵所移,NO,限期改善件次,2009-02-11,0980028156
299,私立展宏文理短期補習班,2009-01-19,404台中市北區尊賢街7號5樓*1/17國稅局移,未經核准擅自擴充班舍,限期改善件次,2009-02-11,0980028153
300,私立精英文理短期補習班,2009-01-15,台中市南區402台中路26號6~7樓、11樓夾層,消防安全設備不符規定2.未經核准擅自擴充班舍、班級,限期改善件次,2009-01-21,0980017558
301,私立科迪美語會話短期補習班,2009-01-15,408台中市南屯區向心路88、90號1樓,廣告物未申請設立許可,限期改善件次,2009-01-21,0980018084
302,私立格蘭英語會話短期補習班,2009-01-14,407台中市西屯區重慶路99號3樓之3,違規使用建築物2.未維護建築物構造及設備安全3廣告物未申請設立許可4.未依規定辦理消防安全設備檢修申報.5.未經核准擅自擴充班級6.未依照規定收費.製作收據7未與學生簽定補習服務契約書.,限期改善件次,2009-01-21,0980017537
303,私立伊登美語短期補習班,2009-01-12,403台中市西區五權一街116號1~2樓,未依照規定收費.製作收據,限期改善件次,2009-01-19,0980013649
304,私立道禾美語會話短期補習班,2009-01-12,408台中市南屯區大墩十八街13、15號1樓,1.違規使用建築物2.未經核准擅自擴充班舍2.未依照規定收費.製作收據,限期改善件次,2009-01-16,0980013651
305,私立歐森英語短期補習班,2009-01-09,402台中市南區福田路82號1樓*教師打學生,1.收費收據不符2.未與學生簽定補習服務契約書。,限期改善件次,2009-01-21,0980016969
306,私立登楓英語會話短期補習班-佳音英語,2009-01-08,北區漢口路4段102號1-2樓*複查,廣告物未申請設立許可,限期改善件次,2009-01-19,0980013646
307,私立聖元電腦附設美語短期補習班,2009-01-07,406台中市北屯區東山路1段220之8號1~3樓*@,1.廣告物未申請設立許可2.消防安全設備不符規定3未經核准擅自增設班級.,限期改善件次,2009-01-22,0980017303
308,私立勗晟文理短期補習班,2008-12-31,403台中市西區大全街8號1-2樓及403台中市西區大全街7號1樓,1.廣告物未申請設立許可,限期改善件次,2009-01-09,0980000017
309,私立小儒林文理短期補習班,2008-12-25,400台中市中區民權路106號1樓、2樓之2及3樓之2*檢舉招生國中,1.廣告物未申請設立許可2.立案證書及未依規定懸掛3未出示教職員及學員名冊.4收費收據不符5.未與學生或法定代理人簽定補習服務契約書,限期改善件次,2009-01-14,0980009099
310,私立育儒文理短期補習班,2008-12-24,407台中市西屯區中工三路285號1~2樓,1.廣告物未申請設立許可2.增建違章建築3.未依照規定與學生或其法定代理人簽訂補習服務契約書4.招牌不符請改善,限期改善件次,2009-01-12,0980000019
311,私立震宏文理短期補習班,2008-12-24,407台中市西屯區福泰街102號1-4樓及407台中市西屯區福科路340巷15號1-2樓,1.廣告物未申請設立許可2.增建違章建築3.未依照規定與學生或其法定代理人簽訂補習服務契約書,限期改善件次,2009-01-12,0980000020
312,私立楊久美瑜珈短期補習班,2008-12-24,403台中市西區五權路2之143號8樓,1.廣告物未申請設立許可2.未依規定辦理消防安全設備檢修申報3.防火管理人，消防防護計畫未依規定辦理4.未依照規定招生，收費，退費或招生行為不當者5.未出示公共意外險保單6.未依照規定與學生或其法定代理人簽訂補習服務契約書,限期改善件次,2009-01-12,0980000018
313,私立中國青年反共救國團台中市團委會附設文理、技藝短期補習班,2008-12-23,404台中市北區大雅路58號9樓之1、2*長官交查蘋果日報,1.未依照規定收費.製作收據2.未與學生或法定代理人簽定補習服務契約書,限期改善件次,2009-01-19,0980015809
314,私立吉宏美術附設自然科學短期補習班,2008-12-23,406台中市北屯區綏遠路2段209號1~3樓*待查,1.廣告物未申請設立許可2.收費收據不符,限期改善件次,2009-01-06,0980000093
315,私立精華大業文理短期補習班,2008-12-22,408台中市南屯區大昌街528號1~2樓、東興路3段257號3樓之2,1.未維護建築物構造及設備安全2.廣告物未申請設立許可3.未出示教師與學生名冊4.未依照規定製作收費收據,限期改善件次,2009-01-12,0980000012
316,私立哥倫比亞美語短期補習班,2008-12-22,403台中市西區五權西五街129號1~2樓,1.廣告物未申請設立許可2.消防安全設備不符規定,限期改善件次,2009-01-06,0980000014
317,私立萬翔航空英日語會話短期補習班,2008-12-19,404台中市北區三民路三段52之4號1-4樓*複查,97.9.11巳停止招生三個月查時貼出公告(預計971215開始招生),限期改善件次,2008-11-05,0970258533
318,私立一二三文理短期補習班,2008-12-18,南區忠明南路546號1~2樓*近年內稽查,1.廣告物未申請設立許可2.未出示教職員及學員名冊、另544巷8號懸掛123數理美語課輔,限期改善件次,2008-12-26,0970313421
319,私立英皇文理短期補習班,2008-12-18,408台中市南屯區文心南二路156號1樓*2v2192,廣告物未申請設立許可,限期改善件次,2008-12-29,0970313402
320,私立四季美語短期補習班,2008-12-18,408台中市南屯區大墩十一街463號2-3樓,1.增建違章建築2.學生人數超過規定容量,限期改善件次,2008-12-26,0970313396
321,柏學數學補習班,2008-12-17,西屯區重慶路10號1-3樓*12/6初查,廣告物未申請設立許可,限期改善件次,2008-12-26,0970313316
322,私立宏霖英語會話短期補習班,2008-12-10,台中市北屯區406興安路1段249號1~2樓,1.廣告物未申請設立許可2.防火管理人，消防防護計畫未依規定辦理3.學生人數超過規定容量,限期改善件次,2008-12-23,0970303259
323,私立台中佳音英語會話短期補習班,2008-12-10,401台中市東區信義街39、41號1~2樓,1.廣告物未申請設立許可2.消防安全設備不符規定3.學生人數超過規定容量,限期改善件次,2008-12-23,0970303261
324,私立光翟文理短期補習班,2008-12-09,407台中市西屯區中港路3段134-6號1-4樓*市信隔間不符.1樓增建教室.3-4樓逃生封死.招牌不符.未設自然科,1.增建違章建築2.未出示檢修申報及防火管理資料3.立案證書未依規定懸掛及招牌不符,限期改善件次,2008-12-23,0970300559
325,私立台大文理短期補習班,2008-12-08,北屯區東山路1段225之5號*三年未查,1.廣告物未申請設立許可2.增建違章建築,限期改善件次,2008-12-18,0970303256
326,私立益智文理短期補習班,2008-12-03,407台中市西屯區中康街89號1~4樓*,廣告物未申請設立許可,限期改善件次,2008-12-15,0970296814
327,私立萊蕥時尚美容美髮短期補習班,2008-12-01,406台中市北屯區大連路1段198號1~2樓,廣告物未申請設立許可,限期改善件次,2008-12-08,0970296810
328,私立波士頓美語會話短期補習班,2008-12-01,404台中市北區忠明二街7號1~2樓*,1.廣告物未申請設立許可2.未依照規定收費收據,限期改善件次,2008-12-08,0970296811
329,私立超凡文理短期補習班,2008-11-28,"407台中市西屯區福科路673號1-4樓 *計畫室拆除圍牆待查(民眾檢1樓為停車場改為辦公室及班主任學歷不符教理化及未經核准增加班級數)",1.未維護建築物構造及設備安全2.廣告物未申請設立許可3.增建違章建築4.消防安全設備不符規定5未依照規定製作收據6.立案證書未依規定懸掛,限期改善件次,2008-12-02,0970290180
330,私立卡維爾美語會話短期補習班,2008-11-27,408台中市南屯區三和街33號1-2樓*民檢,1.廣告物未申請設立許可2.學生人數超過規定容量,限期改善件次,2008-12-08,0970296809
331,私立北一文理短期補習班,2008-11-26,402台中市南區復興路3段386號1-2樓及380號11-12樓,1.廣告物未申請設立許可2.增建違章建築3.未出示公共意外險保單,限期改善件次,2008-12-02,0970290155
332,私立喬治亞美語會話短期補習班,2008-11-24,408台中市南屯區向上南路1段288-1號1至3樓*民眾檢舉,1.未維護建築物構造及設備安全2.增建違章建築3未依規定辦理消防安全設備檢修申報.,限期改善件次,2008-12-08,0970296800
333,私立美加英語會話短期補習班,2008-11-17,402台中市南區復興路3段388之7號8樓A棟、388之9號10樓A棟*9/15查,97.09.23查時擅自擴充班舍97.11.17複查時仍未改善處停止招生3個月97.12.01至98.02.28止,停止招生三個月,2008-12-01,0970286101
334,魔力美語,2008-11-17,南區復興路4段76號*遷址,1.廣告物未申請設立許可2.未立案擅自設班招生、收費、授課,限期改善件次,2008-11-26,0970281897
335,私立知多美語會話短期補習班,2008-11-17,407台中市西屯區上安路78號1~3樓*9/10查,廣告物未申請設立許可,限期改善件次,2008-11-26,0970281830
336,私立劉蔚文理短期補習班,2008-11-13,408台中市南屯區大昌街473號1~3樓及台中市南屯區大墩14街155號1-3樓,1.廣告物未申請設立許可2.末出示教職員名冊,限期改善件次,2008-11-26,0970281820
337,私立童琳音樂短期補習班,2008-11-13,403台中市西區精誠八街10巷1號1~2樓,1.廣告物未申請設立許可2.增建違章建築3未出示公共意外險保單.,限期改善件次,2008-11-26,0970281805
338,萊恩美語,2008-11-10,台中市南區大墩六街228號*民眾檢舉**萊恩美218號?,1.廣告物未申請設立許可2.增建違章建築,限期改善件次,2008-11-20,09700281662
339,私立惠承文理短期補習班,2008-11-06,南屯區黎明路2段606巷25號1-3樓*信件遭退.疑似遷址*市政南二路199號1-3樓,1.未維護建築物構造及設備安全2.廣告物未申請設立許可3.未依規定辦理消防安全設備檢修申報4.防火管理人，消防防護計畫未依規定辦理,限期改善件次,2008-11-20,0970281709
340,私立致學文理短期補習班,2008-11-06,西屯區逢甲路301巷22弄17號1-3樓*信件遭退.疑似遷址*至善路65巷42號1~3樓,查時門牌整編,限期改善件次,2008-11-24,0970281663
341,私立今日英語會話短期補習班(百世資資數學漢口分校),2008-11-05,404台中市北區漢口路3段1之3號3樓之1,1.違規使用建築物2.廣告物未申請設立許可3.消防安全設備不符規定4未依規定辦理消防安全設備檢修申報5.防火管理人，消防防護計畫未依規定辦理6.未立案擅自設班招生、收費、授課,限期改善件次,2008-11-17,0970276869
342,私立夏爾國際語言短期補習班,2008-11-05,404台中市北區大雅路236號10樓-1,1.未依規定辦理消防安全設備檢修申報2.防火管理人，消防防護計畫未依規定辦理3未依照規定製作收據.,限期改善件次,2008-11-17,0970276821
343,私立非常文理短期補習班,2008-11-05,406台中市北屯區北屯路437巷2弄7號1~2樓(門牌整編為僑孝街43號)*信件遭退.疑似遷址,廣告物未申請設立許可,限期改善件次,2008-11-17,0970276845
344,私立百世文理短期補習班西屯分校,2008-11-03,407台中市西屯區青海路2段297號1~3樓,未立案擅自設班招生、收費、授課,限期改善件次,2008-11-17,0970276806
345,私立英法文理短期補習班,2008-11-03,408台中市南屯區大墩十二街640號1~2樓、台中市408河南路4段425號1~3樓*信件遭退疑似遷址,1.增建違章建築2.大墩十二街班舍巳無使用請減班,限期改善件次,2008-11-17,0970276778
346,私立普民電腦短期補習班,2008-10-29,400台中市中區綠川西街85號11樓之1*已無營業,檢查時大門深鎖未營業,限期改善件次,2008-11-06,0970265062
347,私立正冠林文理短期補習班,2008-10-29,400台中市中區自由路2段8號9樓,廣告物未申請設立許可,限期改善件次,2008-11-05,0970265063
348,私立長玟美語數學短期補習班,2008-10-28,"北屯區北平路4段192號1~3樓 *複查200號鐵皮屋",1.未出示補習班收費收據2.未出示與學生簽訂補習服務契約書3增建違章建築.,限期改善件次,2008-11-05,0970265766
349,長頸鹿美語-私立數位文理短期補習班,2008-10-27,台中市河南路4段161號*民眾檢舉,1.廣告物未申請設立許可2.增建違章建築,限期改善件次,2008-11-05,0970265067
350,私立城市悅讀美語短期補習班,2008-10-27,401台中市東區復興路4段231之1號5樓*班主任不符,1.未經核准擅自班主任者2.未出示公共意外險保單,限期改善件次,2008-11-05,0970265066
351,大領航國際文化事業有限公司附設臺中市私立金東海法商短期補習班北屯分班,2008-10-24,406台中市北屯區北屯路167號1-2F*交查,1.未出示教職員名冊及學生名冊2.未出示補習班收費收據3.未出示與學生簽定補習班服務契約書4.廣告物未申請設立許可5.未出示公共意外險保單,限期改善件次,2008-11-05,0970258688
352,志光文理法商短期補習班,2008-10-23,400台中市中區建國路85號1樓、2樓之1*民眾檢舉,廣告物未申請設立許可,限期改善件次,2008-10-29,0970258614
353,私立妙光文理短期補習班,2008-10-20,407台中市西屯區大有五街47號1-3樓*國稅局台中市分局通報有課後托育,1.廣告物未申請設立許可2.增建違章建築3未經核准擅自增設&amp;#38954;科課輔班,限期改善件次,2008-10-29,0970258617
354,私立錦信才藝中心,2008-10-15,402台中市工學路58巷6號(娃娃車超載),違規使用建築物2.未經核准擅自增設&amp;#38954;科、擴充班舍至8號1-2樓3.未出示公共意外險保單,限期改善件次,2008-10-28,0970258611
355,私立學文文理短期補習班,2008-10-15,402台中市南區復興路2段71巷7之4號1~2樓,檢查時巳無營業詢問對面學聞補習班教師聲稱將註銷學文文理,限期改善件次,2008-10-23,0970251883
356,私立今日英語會話短期補習班,2008-10-14,404台中市北區漢口路3段1之3號3樓之1*稅處民權通報,1.廣告物未申請設立許可2.未經核准擅自增設&amp;#38954;科,限期改善件次,2008-10-27,0970258543
357,私立諾貝爾文理短期補習班,2008-10-14,403台中市西區五權西六街168號1-2樓*稅處查報,廣告物未申請設立許可2.招牌不得書寫安親請改善,限期改善件次,2008-10-27,0970258538
358,私立學理珠心算短期補習班,2008-10-07,403台中市西區金山路52號1~2樓*擴班複查,1.未維護建築物構造及設備安全2.未維護建築物構造及設備安全3.未依照規定製作收據,限期改善件次,2008-10-16,0970246399
359,大南海文化事業有限公司附設台中市私立新東海法商短期補習班,2008-10-03,408台中市南屯區五權西路2段385號1-3樓*主交查,1.廣告物未申請設立許可2.班(園)名、招牌及立案字號未照規定書寫者,限期改善件次,2008-10-24,0970257320
360,私立威爾斯英語會話短期補習班,2008-09-30,"北區雙十路2段40巷52號1~4樓 *民電檢舉 廣告不實",1.廣告物未申請設立許可2.增建違章建築3.消防安全設備不符規定,限期改善件次,2008-10-13,0970245528
361,私立馬禮蘭美語會話短期補習班梅川分班,2008-09-25,406台中市北屯區梅川東路5段486號1~3樓*調整交通費不符,1.違規使用建築物2.增建違章建築3未經核准擅自增設班級.,限期改善件次,2008-10-03,0970234427
362,私立千輝中國語文短期補習班,2008-09-24,407台中市西屯區西屯路二段231號1~3樓*近年未查,廣告物未申請設立許可,限期改善件次,2008-10-02,0970234411
363,私立半日通電腦短期補習班,2008-09-23,408台中市南屯區大昌街525號1~2樓*複檢公告註銷,本府97.06.17及97.09.23二度聯合安檢稽查發現現址無招牌及教室設備巳無營業跡象,公告撤銷立案,2008-10-16,0970245533
364,台中市私立明道普霖斯頓國民小學附設美語會話短期補習班,2008-09-17,406台中市北屯區河北一街26號1-4,未經核准擅自擴充班舍供國小使用,限期改善件次,2008-09-25,0970228213
365,私立美加英語會話短期補習班,2008-09-15,南區復興路3段388之7號8樓A棟、388之9號10樓A棟,未經核准擅自擴充班舍,停止招生,2008-09-23,0970228215
366,私立宏林文理短期補習班,2008-09-12,"南屯區東興路2段351號1~4樓 *複查違規使用班舍",1.廣告物未申請設立許可2.增建違章建築,限期改善件次,2008-09-19,0970226697
367,私立正一文理短期補習班,2008-09-11,406台中市北屯區興安路2段387號2樓*9/2消防查報,1.廣告物未申請設立許可2.未出示公共意外險保單,限期改善件次,2008-09-23,0970228221
368,私立連勝文理短期補習班,2008-09-10,404台中市北區崇德路1段93號1-4樓,1.違規使用建築物2.廣告物未申請設立許可3.增建違章建築4.未經核准擅自增設擴充班舍至崇德路1段93號1-4樓,限期改善件次,2008-09-26,0970230703
369,私立知多美語會話短期補習班,2008-09-10,407台中市西屯區上安路76號*@消防查報,1.違規使用建築物2.未經核准擅自至安路76號,限期改善件次,2008-09-24,0970228218
370,私立萬翔航空英日語會話短期補習班,2008-09-09,"北區三民路3段52之4號1-4樓 *",刊登、傳播、印發貨張貼誇大不實之招生宣傳文字,停止招生三個月,2008-09-11,0970218754
371,劉鎮補習班(登雲),2008-09-08,"北區尊賢街7號8樓 *民電檢舉 騷擾電話",1.違規使用建築物2.未維護建築物構造及設備安全3.未依規定使用防焰物品(地毯)4.未出示公共意外險保單,限期改善件次,2008-09-19,0970218743
372,私立天下美語短期補習班,2008-09-05,"南屯區向上南路1段295號1-3F *民電檢舉 違法變更班址 移至南屯區大英西一街63號",1.違規使用建築物2.未維護建築物構造及設備安全3.消防安全設備不符規定4.未依規定辦理消防安全設備檢修申報5.未依規定辦理消防安全設備檢修申報6.未經核准擅自變更班址,限期改善件次,2008-09-19,0970226768
373,私立大立工商管理短期補習班,2008-09-03,"東區復興路4段82號3-4樓 *班主任捲款 積欠學費",1.未依規定辦理消防安全設備檢修申報2.防火管理人，消防防護計畫未依規定辦理3未出示公共意外險保單.,限期改善件次,2008-09-09,0970215712
374,私立學誼文理短期補習班,2008-09-03,406台中市北屯區旅順路1段171號1-2樓及177號1-2,廣告物未申請設立許可,限期改善件次,2009-09-09,0970215709
375,私立中敦煌音樂舞蹈短期補習班,2008-09-03,406台中市北屯區旅順路1段142號2~3樓*@,廣告物未申請設立許可,限期改善件次,2009-09-09,0970215708
376,私立楊氏速讀附設英文短期補習班,2008-09-03,404台中市北區育才街3之3號*@,1.廣告物未申請設立許可,限期改善件次,2008-09-12,0970215711
377,私立菁穩美語短期補習班,2008-08-27,403台中市西區康樂街20-1號1-4樓,檢查時大門深鎖未營業,限期改善件次,2008-09-11,0970215719
378,大南海文化事業有限公司附設台中市私立大鴻海法商短期補習班,2008-08-27,"北區崇德路1段294號1樓 *長官交辦 稽查是否違規",廣告物未申請設立許可,限期改善件次,2008-09-11,0970215717
379,私立嘉勝英日語會話短期補習班,2008-08-27,406台中市北屯區文心路4段458號1~4樓*@,1.廣告物未申請設立許可2.未經核准擅自增設班級3.學生人數超過規定容量,限期改善件次,2008-08-27,0970215716
380,私立蒲公英文理短期補習班,2008-08-25,"北屯區崇德六路1段107號1-4號 *消防安全問題",1.廣告物未申請設立許可2.增建違章建築,限期改善件次,2009-09-09,0970215706
381,私立高飛群英數學短期補習班,2008-08-21,407台中市西屯區甘肅路1段116號1~2樓,1.廣告物未申請設立許可2.增建違章建築3未出示公共意外險保單.,限期改善件次,2009-09-09,0970203080
382,私立建達美語會話短期補習班,2008-08-20,"北屯區崇德六路1段105號1~3樓 *查報單 逃生通道堵塞",廣告物未申請設立許可,限期改善件次,2008-08-26,0970201334
383,私立高足美語會話短期補習班,2008-08-20,"北屯區昌平路2段4巷102號1~4樓 *複查授課不符 民眾檢舉持續招生",擅自增設科目2次稽查仍未改善處停止3個月,停止招生三個月,2008-08-27,0970203091
384,私立必勝文理短期補習班,2008-08-20,"北屯區旅順路1段164號1-4樓 *消基會 消費糾紛 疑似未營業",檢查時大門深鎖未營業,限期改善件次,2008-08-26,0970201337
385,私立上揚文理短期補習班,2008-08-19,407台中市西屯區東興路3段33號B1之一*近年未查,檢查時大門深鎖未營業,限期改善件次,2008-09-05,0970199678
386,私立大詠美語附設電腦短期補習班,2008-08-18,"西區五權西六街159號1-2樓 *近年未查",廣告物未申請設立許可,限期改善件次,2008-08-21,0970200054
387,私立阿奇米得美語附設書法短期補習班,2008-08-18,"西區五權西六街148號1-2樓、150號1-2樓 *近年未查",廣告物未申請設立許可,限期改善件次,2008-08-21,0970200062
388,私立瑪德兒才藝中心,2008-08-18,"西區五權西六街140、142號1~2樓 *近年未查",廣告物未申請設立許可,限期改善件次,2008-08-21,0970200073
389,私立翰成文理短期補習班,2008-08-14,"北區健行路375之3之1號 *科長交辦 電話騷擾",廣告物未申請設立許可,限期改善件次,2008-08-21,0970197404
390,私立溫莎堡美語會話短期補習班,2008-08-14,406台中市北屯區崇德二路2段62號1~2樓*班主任會議未參加,廣告物未申請設立許可,限期改善件次,2008-08-21,0970197387
391,私立長玟美語數學短期補習班,2008-08-12,"北屯區北平路四段192號1~3樓  *複查5樓違建",1.違規使用建築物(4樓擴大使用)2.增建違章建築(頂樓)3.未經核准擅自增設&amp;#38954;科、擴充班舍、班級或變更班址、負責人、班主任者,限期改善件次,2008-08-18,0970194452
392,佳麗世界企業有限公司附設台中市私立佳儷舞蹈短期補習班,2008-08-11,408台中市南屯區五權西路2段232號2~3樓*7/9申請複查,1.廣告物未申請設立許可2.消防安全設備不符規定3.未出示公共意外險保單,限期改善件次,2008-08-20,0970196960
393,私立威爾斯英語會話短期補習班,2008-08-07,404台中市北區雙十路2段40巷52號1~4樓*班主任會議未參加,1.廣告物未申請設立許可2.消防安全設備不符規定,限期改善件次,2008-08-19,0970190794
394,私立邱素貞瑜珈短期補習班,2008-08-06,400台中市中區建國路123號7樓之1,1.廣告物未申請設立許可2.消防安全設備不符規定,限期改善件次,2008-08-18,0970190796
395,私立前程文理短期補習班,2008-08-05,408台中市南屯區河南路4段385號1-4樓*會議未參加,1.廣告物未申請設立許可2.未出示公共意外險保單,限期改善件次,2008-08-13,0970191964
396,私立新奧林匹亞文理短期補習班民權分班,2008-08-04,403台中市西區民權路67號1、4樓*,1.廣告物未申請設立許可2.違規使用建築物,限期改善件次,2008-08-14,0970186810
397,私立芝?家族文理短期補習班,2008-08-04,403台中市西區五權七街165號1~2樓、五權西六街175號1~2樓,未維護建築物構造及設備安全,限期改善件次,2008-08-15,0970187174
398,私立中儒林文理短期補習班,2008-07-31,404台中市北區三民路3段125號6樓*教師不符,1.消防安全設備不符規定(緩降機缺一具)2.防火管理人，消防防護計畫未依規定辦理3學生人數超過規定容量.,限期改善件次,2008-08-06,09701184331
399,私立林文也音樂短期補習班,2008-07-31,403台中市西區五權路1之138號1~2樓*班主任會議未參加,1.未出示廣告物使用許可證2.消防安全設備不符規定,限期改善件次,2008-08-06,0970184335
