地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間
新竹縣政府,新竹縣私立聰明的蘋果文理短期補習班,574,bearyy82@gmail.com,文理類,竹北市成功八路237號1-2樓,2020-11-20
新竹縣政府,希格瑪文教事業股份有限公司附設新竹縣私立希格瑪8號文理短期補習班,463,,文理類,新竹縣竹北市中華路348號3樓、新竹縣竹北市三民路548號3樓,2017-03-21
新竹縣政府,臺師菁英文教事業股份有限公司附設新竹縣私立臺師1號文理短期補習班,74,,文理類,竹北市中正西路111號1.2樓,2002-03-07
新竹縣政府,新竹縣私立益程文理短期補習班,535,,文理類,竹東鎮莊敬路78號2樓,2019-09-09
新竹縣政府,新竹縣私立沐風文理短期補習班,331,,文理類,竹東鎮健行路8號1-2樓,2012-03-30
新竹縣政府,新竹縣私立小博士科學才藝文理短期補習班,237,,文理類,竹北市莊敬北路148號1樓及夾層,2018-05-01
新竹縣政府,新竹縣私立育成文理短期補習班,578,,文理類,橫山鄉新興村巨群街7巷3號1樓,2021-02-02
新竹縣政府,新竹縣私立黃羽文理短期補習班,546,,文理類,新竹縣竹北市莊敬六街167號1樓,2019-12-25
新竹縣政府,新竹縣私立極上教育諮詢股份有限公司附設新竹縣私立興拓文理短期補習班短期補習班,577,,文理類,竹北市成功八路38、40號1樓及夾層,2021-02-02
新竹縣政府,新竹縣私立哈柏露塔技藝文理短期補習班,64,,外語類,竹北市光明六路257號2.3樓,2001-09-12
新竹縣政府,新竹縣私立天籟文理技藝短期補習班,310,,文理類,新竹縣新豐鄉松林街88號1-4樓、新竹縣新豐鄉松林街86號1-3樓,2011-03-28
新竹縣政府,臺師菁英文教事業股份有限公司附設新竹縣私立臺師9號文理短期補習班,82,,文理類,"竹北市三民路192號1,2,3,4樓",2002-07-31
新竹縣政府,新竹縣私立劍橋文理短期補習班,318,,文理類,新竹縣竹東鎮中豐路三段126-2號2樓,2011-08-10
新竹縣政府,私立橡樹語文短期補習班,133,,外語類,新竹縣竹北市褔興路438號2樓,2005-06-09
新竹縣政府,史丹佛文教事業股份有限公司附設新竹縣私立史丹佛文理短期補習班,540,,文理類,竹北市十興一街8號1樓,2019-10-14
新竹縣政府,新竹縣私立易成文理短期補習班,347,ichen29@yahoo.com.tw,文理類,竹東鎮光明路29號1-2樓,2012-08-10
新竹縣政府,新竹縣私立育青文理短期補習班,367,tiner590320@gmail.com.tw,文理類,湖口鄉吉祥街26號1樓,2013-05-14
新竹縣政府,私立宏儒文理短期補習班,72,,文理類,竹北市中正西路105號1至3樓,2002-02-19
新竹縣政府,新竹縣私立喬艾文理短期補習班,550,elviraluenglish@gmail.com,外語類,竹北市六家五路二段188號1樓,2020-03-04
新竹縣政府,新竹縣私立勁權文教事業有限公司附設新竹縣私立勁權文理短期補習班短期補習班,547,cg91@meikoschool.com.tw,文理類,"新竹縣竹北市成功九街91號1-2 樓",2020-02-17
新竹縣政府,新竹縣私立葉子畫室才藝短期補習班,576,mapart@gmail.com,美術、書法、攝影、美工設計、圍棋類,竹北市文化街60號1-2樓,2021-01-08
新竹縣政府,新竹縣私立愛林文理短期補習班,464,,文理類,竹北市科大一路63號2樓,2017-04-17
新竹縣政府,新竹縣私立資優文理短期補習班,4,,外語類,竹北市新社里14鄰國盛街321號2樓,1985-11-27
新竹縣政府,私立康乃薾美語短期補習班,227,timt_tu@korrnell.com.tw,外語類,竹北市縣政二路南段1號1樓,2008-09-09
新竹縣政府,新竹縣私立宏潤文理短期補習班,572,,文理類,湖口鄉民族街175號1-3樓,2020-09-28
新竹縣政府,新竹縣私立勁棋文教事業有限公司附設新竹縣私立勁棋文理短期補習班,548,DX147@meikoschool.com.tw,文理類,新竹縣竹北市嘉豐七街147號1樓,2020-02-17
新竹縣政府,私立傅老師美語東寧分校短期補習班,192,,外語類,新竹縣竹東鎮康寧街103號1樓,2007-07-18
新竹縣政府,新竹縣私立詠齡文理技藝短期補習班,568,,文理類,竹北市勝利十一路137號3樓,2020-08-06
新竹縣政府,新竹縣私立新創造文理短期補習班,516,,文理類,竹東鎮民德路148號4樓,2019-03-07
新竹縣政府,極上教育諮詢股份有限公司附設新竹縣私立劉欣英文邱天數理山崎文理短期補習班,483,,文理類,新豐鄉學府街70號1~2樓,2017-11-16
新竹縣政府,新竹縣私立雲開文理短期補習班,226,,文理類,湖口鄉新湖路53號1-3樓,2008-08-27
新竹縣政府,新竹縣私立愛丁堡文理才藝短期補習班,157,edinburghtw@yahoo.com.tw,外語類,新豐鄉孝三街26號2至3樓,2005-11-21
新竹縣政府,極上教育諮詢股份有限公司附設新竹縣私立劉欣英文邱天數理光明文理短期補習班,270,,文理類,新豐鄉光明街9號1-2樓,2010-02-24
新竹縣政府,極上教育諮詢股份有限公司附設新竹縣私立劉欣英文邱天數理松林文理短期補習班,271,,文理類,新豐鄉松林街90號1-3樓,2010-03-05
新竹縣政府,新竹縣私立正澤語文短期補習班,526,,外語類,竹北市嘉豐南路二段69號4樓,2019-06-11
新竹縣政府,新竹縣私立王牌文理短期補習班,323,,文理類,竹北市復興三路一段16號1-3樓,2011-10-20
新竹縣政府,新竹縣私立康寧竹東文理才藝短期補習班,6,alex.wen@kangning.com.tw,外語類,竹東鎮公園路39號2-3樓,1986-07-14
新竹縣政府,新竹縣私立悠遊藝術文理技藝短期補習班,443,yoyo.art@msa.hinet.net,文理類,竹北市光明九路88號1樓,2016-04-25
新竹縣政府,怡學教育股份有限公司附設新竹縣私立怡學美語短期補習班,395,livelyeducation@gmail.com,外語類,竹北市文興路163號1樓及夾層,2014-05-15
新竹縣政府,新竹縣私立育德文理短期補習班,527,,文理類,"竹北市嘉豐六路一段116號 1樓、復興六路65號2樓",2019-06-20
新竹縣政府,新竹縣私立莉蒂亞文理才藝短期補習班,403,,文理類,竹北市文興路55號1樓,2014-07-08
新竹縣政府,新竹縣私立孜縈英文短期補習班,544,,外語類,新竹縣竹北市文興路195號1樓及夾層,2019-12-10
新竹縣政府,新竹縣私立探索文理短期補習班,573,,文理類,竹北市莊敬六街252號1-2樓,2020-10-23
新竹縣政府,新竹縣私立康寧中興文理才藝短期補習班,115,,外語類,竹東鎮中興路三段392號1至2樓,2004-07-20
新竹縣政府,新竹縣私立瑪奇朵文理短期補習班,475,,文理類,湖口鄉民族街220號2至3樓,2017-08-25
新竹縣政府,新竹縣私立菲翌術文理技藝短期補習班,449,,文理類,竹北市興學街36號1樓及夾層,2016-08-24
新竹縣政府,翻轉文化有限公司附設新竹縣私立翻轉美語短期補習班,542,flip.over.english@gmail.com,外語類,竹北市隘口一街11號1樓及夾層,2019-10-24
新竹縣政府,私立三方美語短期補習班,148,,外語類,關西鎮石光里312號2樓,2005-10-24
新竹縣政府,新竹縣私立藝果美語短期補習班,382,,文理類,新竹縣竹北市國興街20號1至2樓、20-1號1至2樓,2013-11-13
新竹縣政府,私立竹慶語文短期補習班,125,hs1050@hess.com.tw,外語類,竹北市光明一路336號4樓,2004-10-28
新竹縣政府,新竹縣私立知育文理短期補習班,528,,文理類,竹北市新光街25號2樓,2019-06-20
新竹縣政府,新竹縣私立JF太鼓技藝短期補習班,532,jftaiko2018@gmail.com,音樂、舞蹈類,竹北市嘉豐七街139號6樓,2019-08-21
新竹縣政府,新竹縣私立趙老師書法教室技藝短期補習班,514,,美術、書法、攝影、美工設計、圍棋類,竹北市華興街167號1-2樓,2019-01-11
新竹縣政府,新竹縣私立捷登技藝短期補習班,517,,商類：珠算、心算、會計,竹北市勝利十三街71號1樓夾層,2019-03-20
新竹縣政府,新竹縣私立極上教育諮詢股份有限公司附設新竹縣私立東拓文理短期補習班短期補習班,549,,文理類,竹北市新竹縣竹北市嘉豐七街145號6樓,2020-02-18
新竹縣政府,新竹縣私立舞藝學文創有限公司附設新竹縣私立舞藝學竹北技藝短期補習班,564,,音樂、舞蹈類,竹北市光明九路38號1-2樓,2020-06-10
新竹縣政府,新竹縣私立樂智文理短期補習班,513,,文理類,竹北市三民路160號1-2樓,2019-01-04
新竹縣政府,新竹縣私立捷昇文理短期補習班,534,andy.yi.lu.tsai@gmail.com,文理類,竹北市仁孝街51號2-4樓,2019-08-30
新竹縣政府,星研國際有限公司附設新竹縣私立星苗國際美語短期補習班,512,maggie_star@korrnell.com.tw,外語類,竹北市福興路669號1樓,2018-12-28
新竹縣政府,新竹縣私立快樂轉圈圈技藝短期補習班,520,,美術、書法、攝影、美工設計、圍棋類,竹北市文化街213號2~3樓,2019-04-09
新竹縣政府,新竹縣私立藝家北畫社文理技藝短期補習班,524,littlesweet122@yahoo.com.tw,文理類,竹北市華興街164號1-2樓,2019-05-28
新竹縣政府,新竹縣私立敲敲美語短期補習班,511,,外語類,竹北市嘉豐七街139號2樓,2018-11-30
新竹縣政府,新竹縣私立卓越文理短期補習班新社分班,531,,文理類,竹北市國興街36-1號1-2樓,2019-08-02
新竹縣政府,新竹縣私立惠歆音樂社才藝短期補習班,561,,音樂、舞蹈類,竹北市民權街17巷9號1-2樓,2020-05-04
新竹縣政府,新竹縣私立升傑文理短期補習班,541,,文理類,竹北市華興街248號1-3樓,2019-10-14
新竹縣政府,新竹縣私立達文西文理短期補習班,553,myydin@yahoo.com.tw,文理類,竹北市勝利十街58號1-3樓,2020-03-31
新竹縣政府,新竹縣私立掄宇文理短期補習班,555,,文理類,竹北市勝利十三街85號,2020-04-08
新竹縣政府,新竹縣私立安妮文理短期補習班,562,,文理類,竹北市文化街94號1樓,2020-06-02
新竹縣政府,新竹縣私立朵瑞絲文理短期補習班,560,,文理類,竹北市莊敬六街250號1-2樓,2020-04-14
新竹縣政府,新竹縣私立綠光科學教室文理短期補習班,563,,文理類,竹北市嘉豐七街10號1-2樓,2020-06-08
新竹縣政府,新竹縣私立千虹文理技藝短期補習班,565,,文理類,竹北市勝利十二街286號2-3樓,2020-06-11
新竹縣政府,新竹縣私立昇格文理短期補習班,515,,文理類,竹北市成功九街93號1-2樓,2019-02-18
新竹縣政府,新竹縣私立六佳英語短期補習班,559,,外語類,竹北市嘉豐五路一段166號1-2樓,2020-04-13
新竹縣政府,新竹縣私立牛津文理短期補習班,533,,文理類,新豐鄉建興路二段792巷1號1-3樓、新竹縣新豐鄉建興路二段796號1、2樓,2019-08-21
新竹縣政府,新竹縣私立新向文理短期補習班,525,,文理類,新豐鄉建興路二段804號1-2樓,2019-06-10
新竹縣政府,私立富錦文教股份有限公司附設新竹縣私立富錦文理短期補習班短期補習班,556,,文理類,竹東鎮中山路30號1-2樓、中山路26巷1號1-2樓,2020-04-09
新竹縣政府,新竹縣私立展翅文理短期補習班,518,,文理類,寶山鄉三峰路二段619號1-2樓,2019-04-03
新竹縣政府,新竹縣私立學勝文理短期補習班,519,,文理類,湖口鄉中正路二段202號1-2樓,2019-04-08
新竹縣政府,新竹縣私立登峰文理短期補習班,529,,文理類,湖口鄉達生八街2號2-3樓,2019-06-26
新竹縣政府,新竹縣私立句欣音樂短期補習班,543,ju16888809@yahoo.com.tw,音樂、舞蹈類,"竹北市光明九路150巷5號1- 2樓",2019-12-16
新竹縣政府,新竹縣私立智冠文理短期補習班,558,,文理類,竹北市中正西路332號2樓,2020-04-09
新竹縣政府,極上教育諮詢股份有限公司附設新竹縣私立極上塾成功文理短期補習班,567,,文理類,竹北市成功八路32號1樓夾層、成功八路36號1樓夾層,2020-07-23
新竹縣政府,爾思有限公司附設新竹縣私立爾思文理短期補習班,523,,外語類,竹北市勝利十一路67號3樓,2019-04-17
新竹縣政府,新竹縣私立藝向技藝短期補習班,551,,美術、書法、攝影、美工設計、圍棋類,竹北市自強五路141號1樓及夾層,2020-03-10
新竹縣政府,新竹縣私立王浩文理短期補習班,536,,文理類,湖口鄉新湖路37號1-2樓,2019-09-24
新竹縣政府,新竹縣私立上靖文理短期補習班,538,,文理類,新竹縣竹北市四維街106號1樓,2019-09-24
新竹縣政府,新竹縣私立澄果文理短期補習班,569,,文理類,竹東鎮中興路三段97號2樓,2020-09-03
新竹縣政府,新竹縣私立部落森數位文創有限公司附設新竹縣私立新北聯文教文理短期補習班,545,,文理類,新竹縣竹北市復興三路一段157號2樓,2019-12-25
新竹縣政府,新竹縣私立親兒園文理短期補習班,539,j263356@gmail.com,文理類,湖口鄉達生二街165號1-2樓,2019-10-14
新竹縣政府,新竹縣私立康寧二重文理才藝短期補習班,462,knes@kangning.com.tw,文理類,竹東鎮中興路三段129號3樓,2017-03-10
新竹縣政府,私立上上文理短期補習班,25,,文理類,北埔鄉中正路58號1，2樓,1996-03-27
新竹縣政府,新竹縣私立文星文理短期補習班,236,,外語類,關西鎮大德街86號2至3樓,2009-01-14
新竹縣政府,新竹縣私立薇格文理短期補習班,145,,文理類,竹北市勝利三街21號1-4樓,2012-10-24
新竹縣政府,新竹縣私立知欣文理短期補習班,282,,文理類,竹北市福興東路一段142號及146號1-2樓及竹北市自強三路3號1-2樓,2010-06-09
新竹縣政府,新竹縣私立東昇文理短期補習班,506,ts6688322@gmail.com,文理類,竹北市嘉豐七街145號7樓,2018-09-26
新竹縣政府,私立米芝霓美語會話短期補習班,130,,外語類,新竹縣新豐鄉泰安街109號1至3樓,2004-12-31
新竹縣政府,新竹縣私立華聖頓文理短期補習班,96,ny.chupei@gmail.com,外語類,竹北市縣政十一街112號1，2，3，4樓及光明三路55號1至4樓,2003-07-25
新竹縣政府,新竹縣私立米朵文理短期補習班,455,jh20161314@gmail.com,文理類,竹北市六家五路二段180號1-2樓,2016-12-28
新竹縣政府,私立百奕文理短期補習班,204,,文理類,竹北市華興一街20號1.2樓,2008-01-04
新竹縣政府,私立科林美語短期補習班,52,m620226@yahoo.com.tw,外語類,竹北市光明三路188號2.3樓,2000-04-11
新竹縣政府,新竹縣私立安妮卡文理短期補習班,500,,文理類,竹北市嘉興路84-1號1-2樓,2018-07-26
新竹縣政府,新竹縣私立英翰文理短期補習班,499,,文理類,竹北市嘉豐一街169號1-3樓,2018-07-07
新竹縣政府,新竹縣私立康寧興隆文理才藝短期補習班,452,,文理類,竹北市興學街8號1樓及夾層,2016-10-14
新竹縣政府,新竹縣私立康寧安興文理才藝短期補習班,457,peter.lin@kangning.com.tw,文理類,竹北市勝利十三街55號1樓及夾層,2017-01-03
新竹縣政府,新竹縣私立哥倫比亞文理短期補習班,413,daton.hc@eagletw.com,文理類,竹東鎮興農街101巷6號1至2號、103號1至2號,2014-11-18
新竹縣政府,私立科建美語短期補習班,118,,外語類,竹東鎮中豐路二段326號,2004-08-25
新竹縣政府,私立艾倫英語短期補習班,124,,外語類,湖口鄉明德街336號1樓,2004-10-21
新竹縣政府,私立鉅林文理短期補習班,167,g5120033@yahoo.com.tw,文理類,芎林鄉文昌街222號1至3樓,2006-07-19
新竹縣政府,私立常春藤美語文理短期補習班,80,,文理類,竹北市光明三路180號3樓(含182號1至3樓原教室),2002-07-22
新竹縣政府,新竹縣私立艾葳教育文理短期補習班,566,rabbit188@gmail.com,文理類,竹北市勝利十二街195號1樓及夾層,2020-06-29
新竹縣政府,私立予恩語文短期補習班,251,shane.hc4@gmail.com,外語類,新竹縣竹北市光明九路173號1至4樓,2009-08-13
新竹縣政府,道禾三代塾教育文化事業股份有限公司附設新竹縣私立道禾三代塾文理技藝短期補習班,509,nw.awensin@gmail.com,文理類,竹北市文興路207號3、4樓,2018-11-12
新竹縣政府,新竹縣私立小太陽文理美語短期補習班,300,lovepien@hotmail.com,文理類,寶山鄉雙園路二段353號1-2樓,2010-11-18
新竹縣政府,新竹縣私立弘承文理短期補習班,371,nikky1367@kimo.com,文理類,新竹縣湖口鄉愛勢村11鄰民族街226號1-2樓,2013-06-03
新竹縣政府,新竹縣私立學言文理短期補習班,355,kaotieh.hc@eagletw.com,文理類,竹北市東平里7鄰六家五路二段15.17號1-4樓,2012-11-15
新竹縣政府,新竹縣私立Sunny向日葵文理短期補習班,324,,文理類,"竹東鎮二重里光明路98巷8號1-2樓 ",2011-11-23
新竹縣政府,新竹縣私立開心文理短期補習班,557,,文理類,竹北市勝利二路128號2樓,2020-04-09
新竹縣政府,新竹縣私立小原田音樂才藝短期補習班,554,,音樂、舞蹈類,竹北市勝利五路45號1樓及夾層,2020-04-08
新竹縣政府,新竹縣私立弋果文理短期補習班,144,,文理類,"竹北市縣政五街36.38.40.42號1.2樓 ",2005-10-14
新竹縣政府,新竹縣芮蒂文理短期補習班,301,,文理類,新埔鎮四座里7鄰中正路166號1-2樓,2010-12-06
新竹縣政府,私立欣和文理短期補習班,213,,文理類,竹北市仁和街23號1-3樓,2008-04-23
新竹縣政府,極上教育諮詢股份有限公司附設新竹縣私立劉欣英文邱天數理忠孝文理短期補習班,266,,文理類,新豐鄉忠孝路73號1-3樓,2010-01-15
新竹縣政府,新竹縣私立傳騏文理短期補習班,421,,文理類,竹北市隘口六街16號,2015-04-20
新竹縣政府,新竹縣私立名人縱橫圍棋短期補習班,256,,美術、書法、攝影、美工設計、圍棋類,竹北市勝利二路85號2樓,2009-10-09
新竹縣政府,私立弘亞文理短期補習班,179,,文理類,竹北市華興街288號2樓,2007-02-08
新竹縣政府,新竹縣私立英王文理短期補習班,477,,文理類,竹北市光明九路36-3號1-2樓,2017-09-11
新竹縣政府,私立名師文理短期補習班,197,,文理類,新豐鄉孝五街68號1.2樓,2007-09-13
新竹縣政府,極上教育諮詢股份有限公司附設新竹縣私立極上塾東興文理短期補習班,481,,文理類,竹北市嘉豐六路一段78號1~2樓,2017-10-16
新竹縣政府,新竹縣私立亞瑟王文理短期補習班,61,,外語類,竹東鎮長春路1段212號1樓,2001-03-15
新竹縣政府,新竹縣私立梁弘文教文理短期補習班,284,,文理類,竹北市縣政十三路96號1-3樓,2010-06-25
新竹縣政府,新竹縣私立富田文理短期補習班,426,,文理類,新豐鄉尚仁街90號2至3樓,2015-07-16
新竹縣政府,私立智勝文理短期補習班,136,,文理類,新竹縣竹東鎮民德路168號1-3樓,2005-06-22
新竹縣政府,新竹縣私立愛數文理短期補習班,207,vito_linshop@yahoo.com,文理類,竹北市光明二街81巷41號,2008-01-16
新竹縣政府,雲門國際事業股份有限公司附設新竹縣私立竹北舞蹈短期補習班,510,service_cgds@cgds.com.tw,音樂、舞蹈類,竹北市文興路201號3樓,2018-11-29
新竹縣政府,新竹縣私立妮可文理短期補習班,372,,文理類,新竹縣竹北市勝利三街8號2~3樓,2013-06-13
新竹縣政府,私立羅浮文理短期補習班,239,,外語類,竹北市光明九路119號1至3樓,2009-02-12
新竹縣政府,私立中央舞蹈短期補習班,23,,音樂、舞蹈類,湖口鄉孝勢村10鄰民生街3巷16號1樓,1995-08-12
新竹縣政府,新竹縣私立童語語文短期補習班,364,,外語類,竹北市文興路一段165號1-2樓,2013-05-01
新竹縣政府,新竹縣私立任得文理短期補習班,412,,文理類,竹北市嘉豐十一路二段75號1樓,2014-11-07
新竹縣政府,新竹縣私立種子英語文理短期補習班,450,acornenglishschool@gmail.com,文理類,竹北市縣政二路南段123號1樓,2016-09-29
新竹縣政府,新竹縣私立迪親堡文理短期補習班,368,,文理類,寶山鄉三峰路二段630號1-3樓,2013-05-21
新竹縣政府,新竹縣私立冠昱文理短期補習班,358,,文理類,新竹縣湖口鄉中正路二段340號1-2樓,2012-12-28
新竹縣政府,新竹縣私立鳴謙仁愛文理短期補習班,370,,文理類,竹北市文信路235號1樓,2013-05-29
新竹縣政府,新竹縣私立向陽學習教育館文理短期補習班,398,,文理類,竹北市成功十街67號1樓,2014-05-22
新竹縣政府,新竹縣私立儀正文理才藝短期補習班,31,,商類：珠算、心算、會計,竹北市中正東路50巷18號1樓,1997-06-10
新竹縣政府,新竹縣私立一心音樂舞蹈短期補習班,280,,音樂、舞蹈類,竹北市華興街260號2-3樓,2010-04-30
新竹縣政府,新竹縣私立親親文理短期補習班,292,,文理類,湖口鄉愛勢村信義街3號1-2樓,2010-08-26
新竹縣政府,新竹縣私立幸福文理短期補習班,298,ting51010891,文理類,新竹縣竹東鎮南寧路142號2至3樓,2010-11-02
新竹縣政府,新竹縣私立育田美語文理短期補習班,365,,文理類,竹東鎮莊敬路88號1至3樓,2013-05-09
新竹縣政府,新竹縣私立丹佛文理短期補習班,296,,文理類,竹東鎮中央路3號1-2樓,2010-10-11
新竹縣政府,新竹縣私立傑文文理短期補習班,277,,文理類,湖口鄉中民街21號,2010-03-23
新竹縣政府,新竹縣私立約拿美語短期補習班,290,,外語類,關西鎮正義路111-6號,2010-08-05
新竹縣政府,新竹縣私立陳老師文理短期補習班,267,,文理類,竹北市縣政十三路98號,2010-01-15
新竹縣政府,新竹縣私立康淇文理短期補習班,289,,文理類,竹北市光明九路72號1樓,2010-07-22
新竹縣政府,新竹縣私立普力文美語文理短期補習班,359,,文理類,竹北市福興東路二段70號1至3樓,2013-01-17
新竹縣政府,新竹縣私立宏音音樂技藝短期補習班,275,,音樂、舞蹈類,竹東鎮民德路22號1-3樓,2010-03-16
新竹縣政府,新竹縣私立聯合文理短期補習班,350,,文理類,竹北市自強三路15號2樓,2012-09-27
新竹縣政府,新竹縣私立冠文文理短期補習班,327,,文理類,竹北市勝利五路21號1-2樓,2012-01-03
新竹縣政府,新竹縣私立瑞堯美語短期補習班,273,halogiraffesh@gmail.com,文理類,竹北市勝利三街88號3樓,2010-03-08
新竹縣政府,新竹縣私立朗恩文理短期補習班,285,,文理類,新豐鄉保康街22號1-4樓,2010-06-28
新竹縣政府,智基科技開發股份有限公司附設新竹縣私立志光法商文理短期補習班,329,,法政類,竹北市光明六路301-6號1-3樓,2012-03-09
新竹縣政府,新竹縣私立路易文理短期補習班,349,,文理類,竹北市嘉豐十一路二段19號,2012-09-10
新竹縣政府,新竹縣私立奇力果美語短期補習班,264,,外語類,竹北市光明九路155巷3號2樓,2010-01-13
新竹縣政府,私立珍妮佛文理短期補習班,209,,文理類,竹東鎮大明路60號1至4樓,2008-04-07
新竹縣政府,新竹縣私立喜樂英語短期補習班,259,,外語類,竹東鎮朝陽路55號2樓,2009-12-04
新竹縣政府,私立高仕電腦短期補習班,48,,資訊類,竹北市縣政11街53號,1999-05-13
新竹縣政府,新竹縣私立華興美語短期補習班,294,,外語類,竹北市華興街169號1-2樓,2010-09-16
新竹縣政府,新竹縣私立喬治亞文理短期補習班,333,,文理類,新竹縣湖口鄉中正二路232號1-3樓,2012-05-22
新竹縣政府,私立雨果美語短期補習班,86,,外語類,竹東鎮中豐路3段126-1號1樓,2002-08-26
新竹縣政府,新竹縣私立尖端文理才藝短期補習班,94,,外語類,竹東鎮竹中路87號2樓,2003-05-13
新竹縣政府,新竹縣私立張易文理短期補習班,391,,文理類,新豐鄉忠孝村5鄰忠孝路127號1樓及129號1樓,2013-12-26
新竹縣政府,新竹縣私立勤益文理短期補習班,423,,文理類,竹北市隘口六街29號1樓,2015-05-07
新竹縣政府,新竹縣私立古佳右文理技藝短期補習班,92,,外語類,新豐鄉福德街19號.23號.17-2號1樓,2003-01-21
新竹縣政府,極上教育諮詢股份有限公司附設新竹縣私立成拓文理短期補習班,369,starfall6681277@gmail.com,文理類,竹北市成功八路98號,2013-05-22
新竹縣政府,極上教育諮詢股份有限公司附設新竹縣私立劉欣英文邱天數理莊敬文理短期補習班,376,starfall6681277@gmail.com,文理類,新竹縣竹北市莊敬南路70號1樓及1樓夾層,2013-07-24
新竹縣政府,極上教育諮詢股份有限公司附設新竹縣私立豐拓文理短期補習班,79,,文理類,"新豐鄉忠孝路20號1,2樓",2002-06-20
新竹縣政府,新竹縣私立光點學學文理短期補習班,381,,外語類,新竹縣竹北市成功九街95號1至2樓,2013-11-07
新竹縣政府,私立寶源文理短期補習班,196,,文理類,寶山鄉雙溪村寶新路一段56號2樓,2007-09-13
新竹縣政府,新竹縣私立伊德文理短期補習班,161,jade5506555@gmail.com,文理類,竹北市文興路一段65號4樓,2006-06-14
新竹縣政府,新竹縣私立茱莉亞文理才藝短期補習班,366,ttmusickg@yahoo.com.tw,文理類,竹北市博愛街145號2至4樓,2013-05-08
新竹縣政府,私立立得文理短期補習班,232,giraffempm@gmail.com,文理類,竹北市復興五街6號,2008-12-08
