代號,補習班,班址,電話,立案文號,立案日期
37201603290001,苗栗縣私立莊鎮文理短期補習班大營分班,苗栗縣竹南鎮竹南里20鄰大營路148-1號1樓,(037)464603,府教社字第1050065681號,2016-03-29
37201603250001,苗栗縣私立穆西克技藝短期補習班,苗栗縣苗栗市自治路387號1-2樓,"(037)366536,0934-069488",府教社字第1050065484號,2016-03-29
37201512220001,苗栗縣私立佳音英語文理短期補習班,苗栗縣苑裡鎮苑南里和平路26號,(037)857122,府教社字第1040272809號,2015-12-29
37201512180001,苗栗縣私立菁英中心文理短期補習班,苗栗縣苗栗市建功里22鄰和平路131號1樓,(037)368159，0956-666870,府教社字第1040267406號,2015-12-22
37200411190001,苗栗縣私立博達文理短期補習班,苗栗縣苗栗市正發路205號1-2F,(037)375537,"府教社字第1040064600 號",2015-03-31
37200701300001,智基科技開發股份有限公司附設苗栗縣私立志光法商文理短期補習班（竹南班）,苗栗縣竹南鎮光復路86號1~2F,(037)460135,府教社字第1030279978號,2014-12-31
37201102010001,苗栗縣私立云成文理短期補習班,苗栗縣苗栗市建功里34鄰和平路73號1-3F,"(037)368159 0937838426",府教社字第1030262913號,2014-12-09
37201411200001,苗栗縣私立美格林技藝文理短期補習班,苗栗縣竹南鎮佳興里9鄰民安街87號1-2F,0930975914,府教社字第1030248493號,2014-11-20
37200206112186,苗栗縣私立英美師德文理短期補習班,苗栗縣頭份市成功里13鄰明新街95號2F,037-684267,府教社字第1030202321B號,2014-09-22
37200206112150,苗栗縣私立文昌文理短期補習班,苗栗縣頭份市忠孝里忠孝一路242號,037-673766;0934088846,府教社字第1030188528-B號,2014-09-03
37201406230001,苗栗縣私立Hugo語果共學中心文理短期補習班,苗栗縣竹南鎮照南里25鄰華東街76號2F,037-479188,"府教社字第1030131637 號",2014-06-23
37201206140001,苗栗縣私立123文理短期補習班,苗栗縣公館鄉鶴岡村7鄰鶴岡222號3樓,(037)226579,"府教社字第B1030120216 號",2014-06-20
37200309020016,苗栗縣私立家偉文理短期補習班,苗栗縣頭份市建國路52號、62號,"037- 682000","府教社字第 B1030120216號",2014-06-09
37201104210001,苗栗縣私立佳偉文理短期補習班,苗栗縣竹南鎮正南里中正路185號1F,037-465566,府教社字第B1030114846號,2014-05-30
37201405270001,苗栗縣私立新潮文理短期補習班,苗栗縣竹南鎮營盤里22鄰博愛街301號3F；苗栗縣竹南鎮營盤里22鄰博愛街341號4F,037-461422,"府教社字第10300111274 號",2014-05-27
37200206112129,苗栗縣私立小精靈文理短期補習班,苗栗縣銅鑼鄉銅鑼村2鄰文化街58號2樓,"037-987868  0919-653675",府教社字第1030079122號,2014-04-16
37200907210001,苗栗縣私立俊揚文理短期補習班,苗栗縣三義鄉廣盛村8鄰中正路187之1號2F,(037)876587,"府教社字第 B1030033631號",2014-02-28
37200206110063,苗栗縣私立青青文理短期補習班,苗栗縣苑裡鎮新興街35巷31號1-3F,"037-865799 0932617263",府教社字第B1030012924號,2014-01-16
37201311120001,苗栗縣私立至聖文理短期補習班,苗栗縣苗栗市玉清里13鄰育英街62號2-3F,037367767,"府教社字第1020230873 號",2013-11-12
37200411200005,苗栗縣私立立昇文理短期補習班,苗栗縣頭份市建國里三民街68號1-2F,(037)597413，0933-114936,"府教社字第1020228976 號",2013-11-08
37201310180001,苗栗縣私立三之三文理短期補習班,苗栗縣苗栗市文山里自治路16鄰328號1-4F,0932665105,"府教社字第A1020212174 號",2013-10-17
37201308290001,苗栗縣私立吳苗琪技藝文理短期補習班,苗栗縣竹南鎮中港里15鄰新生路106巷16弄5號1樓、7號1樓,0927598025,"府教社字第 1020176341號",2013-08-29
37201308130001,苗栗縣私立群益文理短期補習班,苗栗縣竹南鎮竹南里16鄰延平路27之1號1-3F,(037)550311,"府教社字第1020163221 號",2013-08-13
37201308080001,苗栗縣私立馬格力特語文技藝短期補習班,苗栗縣竹南鎮大厝里19鄰中正路335號1-2F,(037)483398,"府教社字第1020158975 號",2013-08-08
37200702140001,苗栗縣私立精智文理短期補習班,苗栗縣竹南鎮中華里環市路2段106號,(037)462068,"府教社字第 B1020142438號",2013-07-16
37200206112122,苗栗縣私立耶魯外語文理短期補習班,苗栗縣苗栗市縣府路152號1-3F,037-338317,府教社字第B1020105254號,2013-05-28
37201305170001,苗栗縣私立愛彌兒美語技藝短期補習班,苗栗縣苗栗市北苗里19鄰香格25號1F,(037)321216,"府教社字第1020098124 號",2013-05-17
37201111280001,苗栗縣私立小瓢蟲文理短期補習班,苗栗縣苑裡鎮客庄里20鄰世界路2段立華巷8號1F,0937236853,"府教社字第B1020094164 號",2013-05-14
37201305140001,苗栗縣私立東正文理短期補習班,苗栗縣頭份市成功里成功路68號及70號2F,0930910855,"府教社字第 1020093722號",2013-05-13
37201305140002,苗栗縣私立慧圓珠心算技藝短期補習班,苗栗縣卓蘭鎮新榮里成功路8巷8號1-2F,0928-970150,"府教社字第1020093721 號",2013-05-13
37201305140003,苗栗縣私立大仁文理短期補習班,苗栗縣三義鄉廣盛村9鄰中正路164號1-2F,(037)876301,"府教社字第 1020093747號",2013-05-13
37201103070001,苗栗縣私立佳大文理短期補習班,苗栗縣竹南鎮山佳里龍山路3段211號,(037)630328,"府教社字第 B1020088468號",2013-05-06
37200206110093,苗栗縣私立小太陽文理短期補習班,苗栗縣公館鄉館東村6鄰館東93-8號1-2樓,037-236566,府教社字第1020080944號,2013-04-25
37201304120001,苗栗縣私立貓頭鷹文理短期補習班,苗栗縣苗栗市北苗里29鄰蕉嶺街16號1-2F,0972050133,"府教社字第1020071780 號",2013-04-12
37201201040002,苗栗縣私立立佳文理短期補習班,苗栗縣竹南鎮正南里大營路104號1-2F,0921321076,府教社字第1020058175號,2013-03-25
37200712070001,苗栗縣私立愛尼爾文理短期補習班,苗栗縣大湖鄉大湖村中山路2號1-2F,0933172129,府教社字第1020042759號,2013-03-05
37201301210001,苗栗縣私立慕夏美術技藝短期補習班,苗栗縣竹南鎮新南里東平路75號1-2F,(037)639245,"府教社字第1020015205A 號",2013-01-21
37200911260001,苗栗縣私立奇妙美語珠心算技藝短期補習班,苗栗縣竹南鎮中正路156巷1弄7號1-2F,(037)479759,"府教社字第 B1010261320號",2012-12-28
37201301020001,苗栗縣私立全人美語珠心算技藝短期補習班,苗栗縣頭屋鄉頭屋村14鄰尖豐路74號2F,"(037)250772 0920-886177","府教社字第1010261263 號",2012-12-28
37201209030001,苗栗縣私立晨星文理短期補習班,苗栗縣苗栗市文山里20鄰自治路467-2號2F,(037)360186/0919812393,"府教社字第1010251606 號",2012-12-17
37201212100001,苗栗縣私立宥成文理短期補習班,苗栗縣苗栗市建功里31鄰和平路103號2F,0922301513,"府教社字第A1010246271 號",2012-12-10
37201002090001,苗栗縣私立章宏文理短期補習班,苗栗縣三灣鄉三灣村6鄰中正路223-2號2F,0929121695,府教社字第1010209727號,2012-10-18
37201209070001,苗栗縣私立波力美語文理短期補習班,苗栗縣苗栗市新苗里5鄰新苗街77號2F,0911141550,"府教社字第1010180451 號",2012-09-07
37201209030002,苗栗縣私立博學美語技藝短期補習班,苗栗縣通霄鎮通東里1鄰中正路3之6號1F,037765499,"府教社字第A1010176199 號",2012-09-03
37201208210001,苗栗縣私立新僑文理短期補習班,苗栗縣後龍鎮南龍里18鄰勝利路207之12號1F,0911-141858,"府教社字第A1010166606 號",2012-08-20
37201206260001,苗栗縣私立快樂窩文理短期補習班,苗栗縣竹南鎮中港里15鄰新生路106巷16弄3號1F,0930968489/037481182,"府教社字第A1010127770 號",2012-06-26
37201206250001,苗栗縣私立凱禾文理短期補習班,苗栗縣竹南鎮營盤里15鄰建國路317號1F,(037)477616,"府教社字第1010126700 號",2012-06-25
37201205210002,苗栗縣私立喬仁文理短期補習班,苗栗縣苑裡鎮苑南里10鄰南興路160號3F,(037)867967,府教社字第1010099535號,2012-05-21
37201204200003,苗栗縣私立學立美語珠心算技藝短期補習班,苗栗縣苗栗市維新里8鄰新庄街92巷54號,(037)326876,"府教社字第1010075582 號",2012-04-20
37201204200001,苗栗縣私立妮可文理短期補習班,苗栗縣苗栗市上苗里12鄰社寮街145之3號1-2F,"0919026862 037-272836","府教社字第 A1010075595號",2012-04-20
37201104130001,苗栗縣私立多倫多文理短期補習班,"苗栗 縣卓蘭鎮上新里卓坪路27號1-2樓",0919677685/0425899799,"府教社字第B1010065337 號",2012-04-08
37200805050001,苗栗縣私立優兒堡文理短期補習班,苗栗縣公館鄉館中村宮前路127號2-3F,(037)236898,"府教社字第 B1010062866號",2012-04-05
37201203130001,苗栗縣私立名仁珠心算技藝短期補習班,苗栗縣苗栗市福麗里11鄰至公路369號2-3F,0931501195,"府教社字第A1010047875 號",2012-03-13
37200309020013,苗栗縣私立翰林文理短期補習班,苗栗縣竹南鎮中華里17鄰環市路2段95號2-3F,(037)484739,府教社字第1010030259A號,2012-02-16
37201406120001,苗栗縣私立立達文理短期補習班,苗栗縣卓蘭鎮新厝里9鄰仁愛路24號1F,"(04)25899950,0922-658037","府教社字第1010030457 號",2012-02-16
37201202200002,苗栗縣私立安佩文理短期補習班,苗栗縣卓蘭鎮新厝里19鄰仁愛路3-26號2-3F,"(04)25896700,0928969354","府教社字第1010030468 號",2012-02-16
37200510200002,苗栗縣私立龍門文理短期補習班,苗栗縣後龍鎮中山路296號1F,(037)728298,府教社字第B1010024131號,2012-02-08
37200206110092,苗栗縣私立頂尖文理短期補習班,苗栗縣公館鄉館東村大東路85號1-2F、83號1-3F,037-229783,府教社字第1010015439號,2012-01-20
37201201040001,苗栗縣私立卓冠文理短期補習班,苗栗縣頭份市文化里8鄰翠亨路22巷15號2-4F,0980043022;037-670665,"府教社字第 A1010000923號",2012-01-02
37200808150001,苗栗縣私立典優文理短期補習班,苗栗縣苑裡鎮客庄里信義路6之5號1F,(037)854779,府教社字第B1000264209號,2011-12-29
37200701020003,苗栗縣私立九年文理短期補習班,苗栗縣竹南鎮中正路97、99號2F,(037)480550,"府教社字第 B1000241772號",2011-12-28
37201111160003,苗栗縣私立倍斯特美語技藝短期補習班,苗栗縣頭份市後庄里6鄰建民街82號1F,037620566/0956025861,"府教社字第A1000231422 號",2011-11-16
37200206110097,苗栗縣私立林淑娟語文技藝短期補習班,苗栗縣竹南鎮忠義街91號、99號,037-471669,1000226012號,2011-11-07
37201111020001,苗栗縣私立學立文理短期補習班,苗栗縣公館鄉館東村大同路130號1－2F,037-223213,"府教社字第1000221501 號",2011-10-31
37201110250001,苗栗縣私立高昇文理短期補習班,苗栗縣頭份市建國里11鄰建國路110號2F,(037)666587/0928278758,"府教社字第A1000215871 號",2011-10-24
37201110250001,苗栗縣私立高昇文理短期補習班,苗栗縣頭份市建國里11鄰建國路110號2F,(037)666587/0928278758,"府教社字第A1000215871 號",2011-10-24
37201110110001,苗栗縣私立立冠文理短期補習班,苗栗縣公館鄉館南村弘南街104號1F,0972227925,"府教社字第 A1000206154號",2011-10-11
37201108220002,苗栗縣私立佳學美語技藝短期補習班,苗栗縣苗栗市文山里正發路190號,(037)356122,"府教社字第A1000168439 號",2011-08-19
37201108190001,苗栗縣私立郭老師文理短期補習班,苗栗縣竹南鎮新南里8鄰新南街69號1F,0955875630,"府教社字第1000168079 號",2011-08-19
37201108120001,苗栗縣私立安德文理短期補習班,苗栗縣頭份市忠孝里建國路53號2-3樓,(037)691576,"府教社字第A1000162612 號",2011-08-12
37201107010001,苗栗縣私立潘朵拉美語技藝短期補習班,苗栗縣苗栗市建功里33鄰忠孝路168號1樓,037333681,"府教社字第 1000130737號",2011-07-01
37200309010001,苗栗縣私立安哲立文理短期補習班,苗栗縣苗栗市建功里19鄰成功路10號1-3F,(037)373660,"府教社字第1000129643 號",2011-06-30
37201106090001,苗栗縣私立康柏文理短期補習班,苗栗縣苑裡鎮客庄里11鄰客庄133-20號1F,0932616715,"府教社字第1000113016 號",2011-06-09
37201105300001,苗栗縣私立GOGO文理短期補習班,苗栗縣苗栗市福麗里19鄰府前路120號1樓,373100;0973-901929,府教社字第1000104874號,2011-05-27
37201105240001,苗栗縣私立仁愛文理短期補習班,苗栗縣公館鄉館南村2鄰通明街100-1號2樓,0923-130303,府教社字第1000101213A號,2011-05-23
37201105120001,苗栗縣私立成龍文理短期補習班,苗栗縣頭份市頭份里中正路221之1號2F,(037)691777,"府教社字第A1000093279 號",2011-05-12
37201104180001,苗栗縣私立葳森文理短期補習班,苗栗縣竹南鎮新南里新南街71巷25號1F,(037)638390,"府教社字第1000069193 號",2011-04-18
37200608170001,苗栗縣私立彩虹文理短期補習班,苗栗縣頭份市建國里5鄰三民街74號,(037)595005,"府教社字第 B1000052221號",2011-03-23
37200206110043,苗栗縣私立三民文理短期補習班,苗栗縣苗栗市上苗里10鄰中正路102號1-2樓,037-271363,府教社字第B1000028068號,2011-02-18
37201102110002,苗栗縣私立揚名文理短期補習班,苗栗縣苗栗市福麗里至公路208號2F,(037)371180,"府教社字第B1020142010 號",2011-02-08
37201102010002,苗栗縣私立愛瑞卡美語技藝短期補習班,苗栗縣頭份市忠孝里8鄰信東路272號1F,0935-226667,"府教社字第 A1000022568號",2011-02-01
37201101170001,苗栗縣私立勝琥美語珠心算技藝短期補習班,苗栗縣頭份市土牛里7鄰興隆路16號1F,0963679115,"府教社字第A1000009367 號",2011-01-17
37200411200003,巨匠電腦股份有限公司附設電腦美語技藝短期補習班（苗栗班）,苗栗縣苗栗市新苗里7鄰中正路825號,(037)330136,府教社字第1000002366號,2011-01-04
37200909080001,苗栗縣私立聖文森文理短期補習班,苗栗縣頭份市忠孝里1鄰建國路91號1F,037-690018,"府教社字第 B0990242321號",2010-12-27
37201011220001,苗栗縣私立育林文理短期補習班,苗栗縣公館鄉館中村仁愛路2段124號1樓,(037)232410,府教社字第0990218002號,2010-11-22
37201011180001,苗栗縣私立彩虹魚美術技藝短期補習班,苗栗縣頭份市仁愛里1鄰信東路32號1F,0918900097,"府教社字第 A0990215332號",2010-11-17
37201007050001,苗栗縣私立e學園文理短期補習班,苗栗縣卓蘭鎮新厝里9鄰仁愛路26號1-2F,0928-162527，04-25897130,"府教社字第 A0990119342號",2010-07-04
37200206110085,苗栗縣私立達人文理短期補習班,苗栗縣頭份市蟠桃里9鄰德義路31號1-2F,037-688165,府教社字第B0990113107號,2010-06-24
37201005270001,學晨文教顧問股份有限公司附設苗栗縣私立學晨美語珠心算技藝短期補習班,苗栗縣苗栗市福星里嘉福街6號1-2F,(037)278808,"府教社字第 A0990095163號",2010-05-27
