地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間
南投縣政府,鎮大教育股份有限公司附設南投縣私立慕師文理外語短期補習班,,a0923861993@gmail.com,文理類,埔里鎮忠孝路204號2樓,2019-09-30
南投縣政府,南投縣私立絕藝圍棋文理短期補習班,,,文理類,竹山鎮桂林里中正巷27-147號1-2樓,2019-12-04
南投縣政府,私立智瀠文理短期補習班,,,文理類,竹山鎮大明路577號1-2樓,2020-04-29
南投縣政府,南投縣私立愛蜜莉文理短期補習班,,,文理類,集集鎮民生路3-1號1-2樓,2020-03-23
南投縣政府,私立愛心心算美語短期補習班,a006,df2003tw@hotmail.com,外語類,南投市營北里光興街67號1樓,1998-06-30
南投縣政府,南投縣私立勁綸文理短期補習班,,,文理類,南投市大庄路156號1-2樓,2019-11-08
南投縣政府,私立艾老師文理短期補習班,b062,,文理類,埔里鎮英六街2號1-2樓,2008-11-17
南投縣政府,私立彼得美語文理技藝短期補習班,,a550300@yahoo.com.tw,文理類,草屯鎮玉屏路219號（1-2樓）草屯鎮玉屏路219之1號（1-2樓）,2016-07-05
南投縣政府,私立米娜美語文理短期補習班,,,文理類,草屯鎮虎山路662巷10號1-2樓,2016-05-17
南投縣政府,南投縣私立劍橋文理技藝短期補習班,c034,ubestgrace@gmail.com,文理類,草屯鎮炎峰里大成街46號1-2樓,2001-07-03
南投縣政府,私立國瑞文理短期補習班,c098,lll0966341784@gmail.com,文理類,草屯鎮雙冬里中正路67-5號1-2樓,2012-06-22
南投縣政府,私立康乃爾文理技藝短期補習班,c045,,文理類,草屯鎮碧山路318號1-2樓,2004-05-10
南投縣政府,私立趙老師文理技藝短期補習班,,chaoingming@gmail.com,文理類,埔里鎮民權路103號1-3樓,2005-05-13
南投縣政府,私立功學文理技藝短期補習班,b054,,文理類,埔里鎮大城路19巷3、5號1樓,2006-11-22
南投縣政府,私立理想文理技藝短期補習班,b032,,文理類,埔里鎮北環路178號1-2樓,2003-11-26
南投縣政府,私立明明舞蹈短期補習班,b004,"lying 615 @yahoo.com.tw",音樂、舞蹈類,埔里鎮自強路90號,1995-04-11
南投縣政府,私立遠見文理短期補習班,a040,lawrence.2316548@gmail.com,文理類,南投市向上路41號1-3樓,2004-12-15
南投縣政府,南投縣私立博克萊文理短期補習班,,apien1991@gmail.com,文理類,草屯鎮虎山路361號1-2樓,2016-10-03
南投縣政府,私立橄欖樹兒童藝術技藝短期補習班,,,美術、書法、攝影、美工設計、圍棋類,南投市建國路16號1-2樓,2017-10-23
南投縣政府,南投縣私立金牌文理短期補習班,,goldenmedal166@gmail.com,文理類,南投市中興路308-9號1-2樓,2016-08-15
南投縣政府,私立真善美文理短期補習班,c022,b330163@ms26.hinet.net,文理類,草屯鎮和平里和平街33號1-2樓,1999-03-23
南投縣政府,私立正心文理短期補習班,b007,js.zeng168@msa.hinet.net,文理類,埔里鎮北梅里漢陽一街2號1-3樓,1997-09-25
南投縣政府,私立偉達文理短期補習班,c024,waydar99@yahoo.com.tw,文理類,草屯鎮大成街39號2-4樓,1999-09-09
南投縣政府,私立小巨人文理短期補習班,b027,littlegiant.puli@gmail.com,文理類,埔里鎮枇杷里青田街12、16號1-4樓,2002-01-28
南投縣政府,私立余老師美語短期補習班,b034,,外語類,埔里鎮北平街2號1-2樓,2004-04-09
南投縣政府,私立欣宜文理短期補習班,b055,,文理類,埔里鎮明德路84號1-2樓,2006-12-18
南投縣政府,益兼教育科技股份有限公司附設南投縣私立益兼文理短期補習班,c097,green708508@yahoo.com.tw,文理類,草屯鎮山腳里民權一街88號1-3樓,2012-04-10
南投縣政府,私立高林文理短期補習班,J001,,文理類,中寮鄉永昌街94號1-2樓,2010-11-18
南投縣政府,私立好朋友美語短期補習班,b017,chuankuai32820@gmail.com,外語類,埔里鎮北環路210號1樓,1997-10-13
南投縣政府,智基科技開發股份有限公司附設南投私立志光法商補習班埔里分班,b065,,法政類,埔里鎮中山路二段343號1-2樓,2009-03-30
南投縣政府,私立千九文理短期補習班,,mei0912997047@yahoo.com.tw,文理類,埔里鎮民權路105號1-3樓,2005-05-13
南投縣政府,私立美奇文理短期補習班,b024,celenayu@yahoo.com.tw,外語類,埔里鎮北安里明德路19號1樓,2000-12-26
南投縣政府,私立喬帝美語短期補習班,b036,,外語類,埔里鎮北安里同春二街12號1-2樓,2004-07-28
南投縣政府,私立兒福文理短期補習班,b014,t220541210@gmail.com,文理類,埔里鎮北安里明德路23號1樓,2000-10-24
南投縣政府,私立博士門音樂短期補習班,b069,,音樂、舞蹈類,埔里鎮中正路482號1樓,2011-03-01
南投縣政府,私立史古比文理短期補習班,b001,goe77222@yahoo.com.tw,文理類,埔里鎮北辰街133號1樓,2001-08-08
南投縣政府,私立E-Z語文短期補習班,b013,ez.inst@msa.hinet.net,外語類,埔里鎮民生路77號1樓,1997-06-17
南投縣政府,私立吉爾登文理短期補習班,b059,,文理類,埔里鎮西康路109號1-2樓,2007-06-13
南投縣政府,私立哥白尼文理短期補習班,,ddandmommy@gmail.com,文理類,埔里鎮同聲里忠孝路56號1-2樓,2015-04-23
南投縣政府,私立領導者文理短期補習班,,,文理類,埔里鎮南興街2之9號1-3樓,2005-07-29
南投縣政府,私立美數館文理短期補習班,b052,,文理類,埔里鎮西康路107號1-2樓,2006-10-02
南投縣政府,私立東華文理短期補習班,b009,,文理類,埔里鎮北安里建國二巷24號2-3樓,1995-06-29
南投縣政府,私立成功文理短期補習班,b002,moll@ms29.hinet.net,文理類,埔里鎮北安里中山路2段159號2樓,1980-02-19
南投縣政府,私立學霖文理短期補習班埔中分班,b033,,外語類,埔里鎮北平街135號1-4樓,2004-04-16
南投縣政府,私立學霖文理短期補習班,b020,jennifer.puli@yahoo.com.tw,文理類,埔里鎮西門里北平街137號1-3樓,1998-06-03
南投縣政府,私立育苗文理短期補習班,,,文理類,埔里鎮北梅里仁愛路519號1-2樓,2016-07-18
南投縣政府,私立美語家美語短期補習班,b29,tpcouple@ms26.hinet.net,外語類,埔里鎮泰安里民族3街84號1樓,2003-07-24
南投縣政府,私立佳銘文理短期補習班,,,文理類,埔里鎮中山路二段411號1-2樓,2015-08-03
南投縣政府,私立宇林創意文理短期補習班,b064,hentyandjoy@yahoo.com.tw,文理類,埔里鎮西安路一段72、74號3樓,2009-02-26
南投縣政府,私立立智文理短期補習班,巷,lizhi100@ymail.com,文理類,埔里鎮中山路三段433號1-2樓,2011-11-21
南投縣政府,南投縣私立冠霖文理短期補習班,,,文理類,南投縣埔里鎮中華路182號(1-2樓),2016-12-02
南投縣政府,南投縣私立成真文理短期補習班,,,文理類,南投縣埔里鎮南興街2-7號1-2樓,2019-07-12
南投縣政府,私立英中語文短期補習班,b051,,外語類,埔里鎮中山路三段48號1-2樓,2006-09-25
南投縣政府,南投縣私立姜老師文理短期補習班,b072,uri0714@yahoo.com.tw,文理類,埔里鎮南興街9-13號1-2樓,2012-10-15
南投縣政府,私立名人文理短期補習班,b038,m366064m@yam.com,文理類,埔里鎮南興街9號1-2樓,2004-11-01
南投縣政府,私立鄒老師文理短期補習班,b040,,文理類,埔里鎮梅子路25之13號1-3樓,2004-11-19
南投縣政府,私立洪榮隆音樂技藝短期補習班,,,音樂、舞蹈類,埔里鎮青田三街83號1-2樓,2017-01-09
南投縣政府,私立立喬文理短期補習班,,,文理類,埔里鎮杷城里2鄰南興街9-15號1-2樓,2016-04-07
南投縣政府,私立昱昇文理短期補習班,c076,yu_sheng2006@yahoo.com.tw,文理類,草屯鎮大成街70號1-2樓,2008-12-10
南投縣政府,私立旺旺珠心算短期補習班,c019,wan.peo@msa.hinet.net,商類：珠算、心算、會計,草屯鎮玉峰里平等街116號1樓,1997-11-13
南投縣政府,私立學冊文理短期補習班,c094,study.books@msa.hinet.net,文理類,草屯鎮炎峰里4鄰中正路586-10號1-4樓,2011-07-08
南投縣政府,私立佳音英語會話短期補習班,c018,joytsaotun@gmail.com,外語類,南投縣草屯鎮虎山路738號1-2樓,2001-04-20
南投縣政府,私立高澄短期補習班,C102,,文理類,草屯鎮民權路75號1-3樓,2013-05-28
南投縣政府,私立宏文文理短期補習班,c006,qoo2358789@yahoo.com.tw,文理類,南投縣草屯鎮虎山路353巷4號1-2樓,1999-01-18
南投縣政府,私立北育文理短期補習班,c085,,文理類,草屯鎮玉屏路122之1號1-2樓,2010-03-26
南投縣政府,私立英達資優文理短期補習班,c095,,文理類,草屯鎮草溪路1016號2樓,2011-10-03
南投縣政府,私立朱帝文理短期補習班,c059,e2303998@yahoo.com.tw,文理類,草屯鎮信義街203號1-3樓,2006-06-29
南投縣政府,私立寰宇文理短期補習班,c075,888edward@gmail.com,文理類,草屯鎮中正路263-2號2-4樓,2008-11-06
南投縣政府,私立翌勝文理短期補習班,c084,,文理類,草屯鎮虎山路784號1-2樓,2010-01-25
南投縣政府,私立大碩文理短期補習班,c029,bigsolwu@yahoo.com.tw,文理類,草屯鎮炎峰里大成街42號1樓,2002-06-03
南投縣政府,私立高老師文理短期補習班,c082,,外語類,草屯鎮虎山路715巷59號1-2樓,2009-04-20
南投縣政府,私立文林文理短期補習班,c047,kennyhuang7426@gmail.com,文理類,草屯鎮碧山路12號1-2樓,2004-09-21
南投縣政府,南投縣私立優蓓仕英語會話短期補習班,c015,ubestgrace@gmail.com,外語類,草屯鎮太平路2段82號1-2樓、84號1樓、106巷2弄20號1樓,1997-01-24
南投縣政府,私立格林文理短期補習班,c067,w0925617767@gmail.com,文理類,草屯鎮新生路107號,2007-01-03
南投縣政府,私立明澤美語短期補習班,c031,hapoanita_111@yahoo.com.tw,外語類,草屯鎮炎峰里明賢街1段62-1號1樓,2000-08-22
南投縣政府,私立達文西資優數學短期補習班,,Suefo01@yahoo.com.tw,文理類,草屯鎮炎峰街2-6號1-3樓,2013-12-02
南投縣政府,私立弘智文理短期補習班,c077,,文理類,草屯鎮大成街7號1-3樓,2008-12-10
南投縣政府,私立樹人文理短期補習班,c017,m10066@ms12.hinet.net,文理類,草屯鎮玉峰街56號1樓,1997-05-21
南投縣政府,私立優德文理短期補習班,c089,,文理類,草屯鎮中山街23號1樓,2010-08-27
南投縣政府,私立快樂樹英語文理短期補習班,,theresa_yatou@hotmail.com,文理類,草屯鎮中山街26號1-2樓,2015-10-30
南投縣政府,巨匠電腦股份有限公司草屯分公司附設南投縣私立巨匠電腦美語短期補習班,c068,allen.tsai@pcschool.com.tw,文理類,草屯鎮中山街114號1-3樓,2006-12-29
南投縣政府,私立世雯舞蹈短期補習班,c005,sw0492338212@gmail.com,音樂、舞蹈類,草屯鎮大成街51號2樓,1999-05-12
南投縣政府,南投縣私立鐘晨文理短期補習班,,,文理類,草屯鎮富寮里富頂路一段150巷31號1-3樓,2018-11-09
南投縣政府,私立凱群文理短期補習班,c090,,文理類,草屯鎮碧山路763巷9號1-2樓,2010-08-27
南投縣政府,私立真善美慧聖賢教育機構文理短期補習班,c077,,文理類,草屯鎮新生路219號1-4樓,2009-03-30
南投縣政府,南投縣私立高登科文理短期補習班,c088,wu2303879@gmail.com,文理類,草屯鎮炎峰街3-4號1-2樓、3-5號2樓,2009-04-20
南投縣政府,私立李揚文理短期補習班,c057,a_mai28@hotmail.com.tw,文理類,草屯鎮大成街104號1-2樓,2006-07-07
南投縣政府,私立兒培禮文理短期補習班,c071,,外語類,草屯鎮中興路128號2-3樓、130號2-3樓,2007-11-13
南投縣政府,南投縣私立日碩文理短期補習班,,,文理類,草屯鎮碧峰路189號1-2樓,2017-07-14
南投縣政府,地球村出版有限公司南投分公司附設南投縣私立地球村美日語短期補習班,c053,,外語類,草屯鎮中正路730號1-4樓,2005-08-09
南投縣政府,私立育林文理短期補習班,c096,,文理類,草屯鎮碧山路20號1-2樓,2011-10-05
南投縣政府,智基科技開發股份有限公司附設南投私立志光法商短期補習班草屯分班,c083,,法政類,草屯鎮中正路699號1-2樓,2009-07-22
南投縣政府,私立頂尖美語文理短期補習班,c092,,外語類,草屯鎮和興二街11號1-2樓、13號1-2樓、16號1-2樓,2010-05-20
南投縣政府,私立佳鴻文理短期補習班,c078,,文理類,草屯鎮中原里坪腳巷8-20號,2009-02-26
南投縣政府,私立蘋果屋美術短期補習班草屯分班,c051,,美術、書法、攝影、美工設計、圍棋類,草屯鎮大成街66號1-2樓,2005-05-05
南投縣政府,私立大高徒文理短期補習班,c079,,文理類,草屯鎮玉峰街41號1-2樓,2009-03-05
南投縣政府,私立沛妮文理短期補習班,g001,t00850@gmail.com,外語類,鹿谷鄉彰雅村鹿彰路36號1-2樓,2010-04-01
南投縣政府,南投縣私立松鶴文理短期補習班,,,文理類,鹿谷鄉廣興村中正一路118號1樓,2017-03-21
南投縣政府,私立安鑫文理技藝短期補習班,a056,e2228185@yahoo.com.tw,文理類,南投市芳美路421號1-3樓,2002-12-09
南投縣政府,私立台大文理技藝短期補習班,a017,Wjji@MS33.hinet.net,文理類,南投市三和二路95號,1997-04-09
南投縣政府,私立鴨子學苑文理技藝短期補習班,d043,,文理類,竹山鎮大義街183號1-2樓,2010-12-07
南投縣政府,智基科技開發股份有限公司附設南投私立志光法商補習班南投分班,a098,,法政類,南投市大同南街43號1-3樓,2009-03-30
南投縣政府,私立向上文理短期補習班,a105,,文理類,南投市向上路37號1-2樓,2010-08-02
南投縣政府,私立立呈文理短期補習班,,,文理類,南投縣竹山鎮大智路154號1-3樓,2016-07-27
南投縣政府,私立旭英文理短期補習班,,amy56417@yahoo.com.tw,文理類,竹山鎮竹山里雲林路2之20之1號1-2樓,2003-10-09
南投縣政府,私立鴻儒文理短期補習班,d015,kara09022000@yahoo.com.tw,文理類,竹山鎮自強路3號1-3樓,2005-02-24
南投縣政府,私立柯林頓文理短期補習班,D020,fanglin.ju0301@yahoo.com.tw,文理類,竹山鎮下坪路2號1-3樓,2005-09-05
南投縣政府,私立麗達文理短期補習班,d039,,文理類,竹山鎮集山路二段1161-1號1-3樓,2009-03-30
南投縣政府,私立喬智文理短期補習班竹山分班,d045,guntarget01@yahoo.com.tw,文理類,竹山鎮竹山里集山路三段828號2樓,2011-08-26
南投縣政府,私立智達文理短期補習班,d029,,外語類,竹山鎮中正巷27-143號2-3樓,2007-04-09
南投縣政府,私立龍郡文理短期補習班,D021,gimi2644933@gmail.com,文理類,竹山鎮鯉南路74之21號2-3樓,2005-09-05
南投縣政府,私立模範生文理短期補習班,d005,mfs569.lin@msa.hinet.net,文理類,竹山鎮集山路3段569號1-3樓,1997-10-29
南投縣政府,私立小叮噹文理短期補習班,d038,m562460@yahoo.com.tw,文理類,竹山鎮安定巷124弄45號1-2樓,2008-12-17
南投縣政府,私立睿爾文理短期補習班,d041,joanne_wei42@hotmail.com,文理類,竹山鎮大忠路59號1-3樓,2010-02-08
南投縣政府,私立獅子王美語短期補習班,D016,,外語類,南投縣竹山鎮祖師街87號1-3樓,2005-06-20
南投縣政府,私立培根短期補習班,d033,"Tracey 660687 @yahoo.com.",外語類,竹山鎮大同街191號1-3樓,2007-07-12
南投縣政府,私立保進文理短期補習班,d004,bs2654388@gmail.com,文理類,竹山鎮過坑巷18之1號1樓,2001-08-01
南投縣政府,私立明冠文理短期補習班,,,文理類,竹山鎮集山路三段676-1號1-2樓,2019-06-26
南投縣政府,私立?立文理短期補習班,d042,,文理類,竹山鎮桂林里中正巷27-151號,2010-09-09
南投縣政府,私立集賢文理短期補習班,e004,a0982731565@gmail.com,文理類,集集鎮佛廟巷18、20號1-2樓,2007-06-12
南投縣政府,私立志展文理短期補習班,,spiritofnantou@yahoo.com.tw,文理類,集集鎮民生路137號1樓,2005-06-22
南投縣政府,私立文人文理短期補習班,f005,m19025@yahoo.com.tw,文理類,南投縣名間鄉中山村頂部巷1-23號1-3樓、1-26號1樓,2002-12-23
南投縣政府,私立史丹佛文理短期補習班,,richiechuang@gmail.com,文理類,名間鄉董門巷8號1-2樓,2016-07-27
南投縣政府,私立建國文理短期補習班,f001,joy590901@hotmail.com,文理類,南投縣名間鄉中正村南雅街131巷21號2-4樓,2002-05-01
南投縣政府,私立傑立文理短期補習班,f012,gali2739116@gmail.com,文理類,名間鄉名松路一段87之3號1-3樓,2011-05-30
南投縣政府,南投縣私立愛葳美語短期補習班,,aping1226@gmail.com,文理類,國姓鄉國姓路334號1樓,2017-08-30
南投縣政府,私立惠美文理短期補習班,i004,Shm0630@ms7.hinet.net,文理類,魚池鄉魚池街362巷11號2-3樓,2002-08-05
南投縣政府,私立先格文理短期補習班," h008",jenny7848476@gmail.com,文理類,水里鄉農富村民權路195號1-3樓,2012-09-20
南投縣政府,私立IE文理短期補習班,h002,ivan0407@yahoo.com.tw,文理類,水里鄉民族路277號3樓,2005-11-21
南投縣政府,私立奕升外語短期補習班,h004,,外語類,水里鄉民族路123號1-2樓,2007-01-04
南投縣政府,私立百分百文理短期補習班,h005,amc8918@yahoo.com.tw,外語類,水里鄉城中村城福街57號1-2樓,2007-02-14
南投縣政府,私立尚霖文理-南投分班短期補習班,a074,hwang.hc@msa.hinet.net,文理類,南投市建國路46號1-2樓,2006-03-20
南投縣政府,私立檸檬樹文理短期補習班,a066,et000000@hotmail.com,文理類,南投市光明南路85號1-3樓,2004-11-08
南投縣政府,私立華盛頓美語短期補習班,a033,washington-nt@hotmail.com,外語類,南投市漳和里南崗二路377巷6號1樓,2000-07-26
南投縣政府,私立格翊文理短期補習班,a090,ge-yi@msa.hinet.net,文理類,南投市中興路568號1-2樓,2007-08-06
南投縣政府,私立祥春藤文理短期補習班,a094,,文理類,南投市南陽路165號1-2樓,2008-01-16
南投縣政府,私立育成文理短期補習班,a068,yuchang.busiban@msa.hinet.net,文理類,南投市崇文里5鄰彰南路1段1082號1-3樓,2005-03-07
南投縣政府,私立志學文理短期補習班,a093,tsungyulin@yahoo.com.tw,文理類,南投市文林路63號2-3樓,2007-11-08
南投縣政府,私立樂音音樂短期補習班,a106,,音樂、舞蹈類,南投市集賢路22號1-2樓,2010-11-18
南投縣政府,私立蒲公英文理短期補習班,a071,,文理類,南投市彰南路1段1020號1-3樓,2005-06-20
南投縣政府,私立詹姆士的家文理短期補習班," a087",,外語類,南投市中興新村仁德路77號1-2樓,2007-06-11
南投縣政府,私立卓能珠心算短期補習班,a047,kevinsun808@gmail.com.,商類：珠算、心算、會計,南投市彰南路3段402、404號1樓,1996-06-21
南投縣政府,私立學者超越文理短期補習班,a043,nyjt123888@yahoo.com.tw,文理類,南投市中興新村仁義南路65號1-3樓,2001-09-25
南投縣政府,私立正一心算文理短期補習班,a059,lisa53242000@gmail.com,商類：珠算、心算、會計,南投市芳美路399之6號1樓,2003-05-26
南投縣政府,私立守嶍文理短期補習班,a101,,文理類,南投市信義街31號1-2樓,2009-06-03
南投縣政府,私立偉達文理短期補習班南投分班,a104,waydar99@yahoo.com.tw,文理類,南投市玉井街48號2-4樓,2010-08-27
南投縣政府,私立優仕文理短期補習班,a074,,文理類,南投市玉井街121號1-2樓,2005-10-24
南投縣政府,私立夏天童畫技藝短期補習班,a088,happy06222001@yahoo.com.tw,美術、書法、攝影、美工設計、圍棋類,南投市芳美路399-11號1-2樓,2007-06-21
南投縣政府,私立加州美語文理短期補習班,a057,Melinda.chuang@msa.hinet.net,外語類,南投市彰南路二段422巷79-6號1-3樓、79-7號1-3樓,2002-12-23
南投縣政府,私立周琳文理短期補習班,,,文理類,南投市公園南街19號2樓,2004-02-02
南投縣政府,私立政文文理短期補習班,a025,,文理類,南投市平和里芳美路427號1-3樓,1998-06-02
南投縣政府,私立活力文理短期補習班,,49008nt@giraffe.com.tw,文理類,南投市祖祠路17號1-3樓,2005-09-21
南投縣政府,私立勤學園文理短期補習班,a110,,文理類,南投市信義街183號1-2樓,2011-09-28
南投縣政府,私立小天才文理短期補習班,A078,,文理類,南投市文化南路81巷22號1-2樓,2006-09-18
南投縣政府,私立富蘭克林文理短期補習班,a062,iam888888@gmail.com,文理類,南投市南陽路153號1-3樓,2003-12-15
南投縣政府,私立中興文理短期補習班,a009,m221776@yahoo.com.tw,文理類,南投市三興里南崗一路135巷3號1-3樓,1993-07-03
南投縣政府,私立霍爾技藝短期補習班,,,美術、書法、攝影、美工設計、圍棋類,南投市文林路一巷10號1-2樓,2019-03-28
南投縣政府,私立至揚文理短期補習班,A079,,文理類,南投市彰南路2段596巷15號1-3樓,2006-10-14
