地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間
彰化縣政府,私立全民英語短期補習班,,,外語類,田尾鄉饒平村公所路159號,2002-09-03
彰化縣政府,彰化縣私立樂獅文理短期補習班,,bonds.wang@gmail.com,文理類,彰化市中正路二段553號1、2樓,2019-04-25
彰化縣政府,彰化縣私立弈智圍棋美語短期補習班,,ezgogame128@gmail.com,外語類,彰化市自強南路128號1.2樓,2006-12-12
彰化縣政府,私立育虹文理短期補習班,,ccmsmart@yahoo.com.tw,文理類,溪湖鎮東寮里培英路46號1~2樓,2005-06-13
彰化縣政府,彰化縣私立艾勒特文理短期補習班,,,文理類,溪湖鎮東興路268號2樓,2019-03-29
彰化縣政府,彰化縣私立費士博美語短期補習班,,,外語類,彰化市彰南路二段189號2樓,2021-02-08
彰化縣政府,彰化縣私立文燕英語短期補習班,,,外語類,鹿港鎮自治街50號1、2樓,2021-02-08
彰化縣政府,"彰化縣私立弘鈞文理短期補習 班",,,外語類,彰化縣鹿港鎮長安路74號1、2樓,2013-11-04
彰化縣政府,彰化縣私立易文文理短期補習班,,,文理類,和美鎮糖友一街60號1-2樓,2014-08-18
彰化縣政府,彰化縣私立惠耕文理短期補習班,,a0937595063@gmail.com,文理類,埤頭鄉崙子村庄子路310巷48號1、2樓,2020-12-30
彰化縣政府,私立莊老師美語短期補習班,,jennifer8922558@yahoo.com.tw,外語類,埤頭鄉彰水路三段628號1.2樓,2010-11-26
彰化縣政府,私立寶華美語短期補習班,,,外語類,溪湖鎮弘農路7號1-2樓,2009-08-21
彰化縣政府,私立宏智文理短期補習班,,,文理類,田中鎮西路街112號2樓,2011-01-27
彰化縣政府,私立育達文理短期補習班,a120,visionc1@twowin.com.tw,文理類,"彰化市永樂街12號4至7 樓",1993-06-05
彰化縣政府,私立成功文理短期補習班,a149,visionc1@twowin.com.tw,文理類,員林市中正路372號3.4樓,1998-08-01
彰化縣政府,私立私立耕碩文理短期補習班,,,文理類,彰化市建國北路22、26、28號1、2樓,2021-01-22
彰化縣政府,彰化縣私立斯博特文理短期補習班,,,文理類,永靖鄉永寧街75號1、2樓,2021-01-21
彰化縣政府,彰化縣私立駿勝文理短期補習班,,,文理類,彰化市長順街60號1、2樓,2021-01-07
彰化縣政府,彰化縣私立杜克英語短期補習班,,,外語類,員林市三和里大同路一段230號1、2樓,2020-12-17
彰化縣政府,彰化縣私立珵赫文理短期補習班,,,文理類,埤頭鄉彰水路三段479號1、2樓,2021-01-11
彰化縣政府,私立康乃爾文理短期補習班,,,文理類,員林市大同路一段187號1.2樓,2014-02-18
彰化縣政府,彰化縣私立真好文理短期補習班,,,文理類,"秀水鄉中山路472-1號 1、2樓",2011-09-14
彰化縣政府,彰化縣私立瀚元文理短期補習班,,,文理類,鹿港鎮安樂街6號1、2樓,2015-08-06
彰化縣政府,彰化縣私立三佳技藝文理短期補習班,k151,shy_y1128@yahoo.com.tw,文理類,"員林市四維街161號1、2 、3、4樓",2000-06-12
彰化縣政府,彰化縣私立豐澄文理短期補習班,,,文理類,彰化市建寶街1-6號1、2、3、4、5樓,2020-03-25
彰化縣政府,私立清華文理短期補習班,,ching.hua168@msa.hinet.net,文理類,二林鎮後厝里至善街36號1.2.3樓,2004-05-20
彰化縣政府,彰化縣私立弘博文理短期補習班,,,文理類,和美鎮西園路24號1-2樓及西園路26號2樓,2015-01-13
彰化縣政府,彰化縣私立哈佛文理短期補習班,,,文理類,溪湖鎮向上一街2號1、2樓,2020-08-05
彰化縣政府,彰化縣私立廉恩文理短期補習班,,lienteng76@gmail.com,文理類,員林市靜修東路76號1、2樓,2018-11-23
彰化縣政府,彰化縣私立哈波特文理短期補習班,,,文理類,鹿港鎮立德街20號1樓,2020-10-06
彰化縣政府,彰化縣私立樵風技藝短期補習班,,,音樂、舞蹈類,彰化市中山路二段949號1樓,2020-12-29
彰化縣政府,私立洧成美語短期補習班,,,外語類,員林市員東路二段283號1.2樓,2006-04-28
彰化縣政府,彰化縣私立愛爾樂文理短期補習班,,sun9cy@gmail.com,文理類,員林市南平街100巷13號1、2樓,2010-02-26
彰化縣政府,私立千千美容美髮短期補習班,h104,,美容、美髮理髮類,彰化市竹和路45巷3號,1991-05-20
彰化縣政府,私立彰泰文理短期補習班,,,文理類,"彰化縣彰化市泰安二街128、130號 1、2、3、4樓",2008-11-24
彰化縣政府,彰化縣私立智樂文理短期補習班,,,文理類,員林市南平里南平東街21號1、2樓,2020-12-15
彰化縣政府,彰化縣私立亦程文理短期補習班,,,文理類,線西鄉和線路961號1、2樓,2020-12-15
彰化縣政府,私立爾雅文理美術短期補習班,,,外語類,鹿港鎮自由路263號1.2樓,2010-02-02
彰化縣政府,"彰化縣私立弘智文理短期補習 班",b169,,外語類,田中鎮員集路二段457號1.2.3樓,1999-06-05
彰化縣政府,私立蓁成功文理短期補習班,,,文理類,溪湖鎮培英五街26號1.2樓,2008-02-27
彰化縣政府,彰化縣私立奧數旗艦文理短期補習班,,,文理類,和美鎮倡和街80、82號1、2樓,2020-12-04
彰化縣政府,私立艾蒂兒美語短期補習班,,,外語類,彰化市介壽南路10號1-2樓,2014-11-05
彰化縣政府,私立傑克美語短期補習班,,,外語類,大村鄉茄苳路一段282之2號1.2樓,2012-05-02
彰化縣政府,彰化縣私立欣蒂文理短期補習班,,,文理類,北斗鎮地政路6之1號1、2樓,2020-12-01
彰化縣政府,私立瑞特美語短期補習班,,,外語類,彰化市泰安二街38號、48號1、2樓,2005-07-08
彰化縣政府,私立正碩文理短期補習班,,,文理類,二林鎮建國路131號1-2樓,2013-10-16
彰化縣政府,私立大時代作文短期補習班,b131,,外語類,二水鄉過圳路37巷30號1、2樓,1996-02-02
彰化縣政府,私立新小神童文理短期補習班,k117,,文理類,永靖鄉西門路89號,1996-04-11
彰化縣政府,彰化縣私立小神童文理短期補習班,,,文理類,永靖鄉永城路167號1、2樓,2020-01-07
彰化縣政府,私立吉博士數學短期補習班,,q-amy@hotmail.com,文理類,花壇鄉三芬路27巷37號1.2樓,2006-09-22
彰化縣政府,私立大家語文心算藝術短期補習班,b106,alvin0721@yahoo.com.tw,外語類,彰化市光復路18號、彰化市長興街35號,1995-09-01
彰化縣政府,私立典群美語短期補習班,,,外語類,和美鎮孝悌路42號1-2樓,2014-01-10
彰化縣政府,彰化縣私立嘉慶文理短期補習班,,,文理類,鹿港鎮鹿東路155號2.3樓,2011-11-07
彰化縣政府,私立育樂文理短期補習班,a107,visionc1@twowin.com.tw,文理類,彰化市中山路二段430號1至4樓,1998-09-18
彰化縣政府,彰化縣私立歐文英語短期補習班,,,外語類,彰化市中正路二段561號1、2樓,2018-12-24
彰化縣政府,彰化縣私立大學院文理短期補習班,,,文理類,彰化市和平路57號7樓,2016-07-04
彰化縣政府,彰化縣私立至登文理短期補習班,,,文理類,埔心鄉明泉街16號1、2樓,2017-09-08
彰化縣政府,私立史帝芬英語短期補習班,,,外語類,和美鎮德美路117號1.2樓,2007-09-12
彰化縣政府,私立博世佳英語短期補習班,,,外語類,彰化縣員林市三和里條和街283號1、2樓,2008-02-04
彰化縣政府,私立承閎文理短期補習班,,,文理類,二林鎮仁愛路443號1-4樓、445號1-3樓,2006-11-21
彰化縣政府,彰化縣私立小哈佛電腦美語短期補習班,e112,jeanting5643@yahoo.com.tw,外語類,北斗鎮文子巷十三之八號1、2、3樓,2001-07-25
彰化縣政府,彰化縣私立高軒文理短期補習班,,,文理類,伸港鄉新港路326號1、2樓,2020-11-02
彰化縣政府,彰化縣私立雲軒文理短期補習班,,,外語類,鹿港鎮自治街48號1、2樓,2008-03-25
彰化縣政府,私立育冠專業文理短期補習班,,,文理類,彰化市彰南路三段472號1.2樓,2010-08-11
彰化縣政府,私立哈林美語短期補習班,,ag107875@yahoo.com.tw,外語類,永靖鄉開明路18號1-2樓,2006-02-15
彰化縣政府,私立佳恩文理短期補習班,,jennifer3752@hotmail.com,文理類,秀水鄉彰水路二段277號1.2樓.279號1.2樓,2007-09-03
彰化縣政府,彰化縣私立微笑教育文理短期補習班,,,文理類,彰化市中正路二段613號1、2樓,2019-09-03
彰化縣政府,台灣拓人教育事業股份有限公司附設彰化縣私立拓人文理短期補習班,,,文理類,"員林市三民東街226號2樓 ",2013-05-20
彰化縣政府,彰化縣私立天晴文理短期補習班,,,外語類,埤頭鄉彰水路三段534巷29號,2020-10-20
彰化縣政府,彰化縣私立培昱文理短期補習班,,,文理類,溪湖鎮太平里和平街32號1、2樓,2016-08-04
彰化縣政府,彰化縣私立功名文理短期補習班,,,文理類,埔心鄉瓦南村中山路363巷2號1樓,2020-10-20
彰化縣政府,彰化縣私立晨熙美語短期補習班,,,外語類,員林市南平里南平街20號1、2樓,2020-10-19
彰化縣政府,彰化縣私立傑克森英語短期補習班,,,外語類,溪湖鎮湖東里消防街22號1、2樓,2020-10-19
彰化縣政府,彰化縣私立視野文理短期補習班,,,文理類,員林市新生路329號1、2樓,2020-09-26
彰化縣政府,私立長方圓英語短期補習班,b214,y2k7290607@gmail.com.tw,外語類,彰化市陽明街12號1.2.3樓,2001-02-20
彰化縣政府,彰化縣私立夢想城堡文理短期補習班,,,文理類,員林市大同路二段256號1、2樓,2020-10-14
彰化縣政府,私立大英美語短期補習班,,lioner.jason@msa.hinet.net,外語類,北斗鎮新政里文子巷12之4號,2003-01-22
彰化縣政府,私立美爾蒂文理短期補習班,,mountchen@gmail.com,外語類,伸港鄉仁愛路74號1、2樓,2004-12-14
彰化縣政府,彰化縣私立興東亞文理短期補習班,,,文理類,田中鎮中路里福安路15號1、2樓,2017-06-09
彰化縣政府,彰化縣私立樂師英語文理短期補習班,,,文理類,彰化市中山路二段681號3樓,2020-10-07
彰化縣政府,彰化縣私立廖老師文理短期補習班,,,文理類,溪湖鎮興學街377號1、2樓,2020-01-06
彰化縣政府,私立欣明文理短期補習班,a204,,文理類,"秀水鄉 彰水路二段730號",2001-11-13
彰化縣政府,私立承品文理短期補習班,,Letter0305@gmail.com,文理類,溪湖鎮員鹿路三段288號1樓,2014-02-27
彰化縣政府,私立以琳音樂短期補習班,,,音樂、舞蹈類,彰化市延平路399號1-2樓,2014-08-28
彰化縣政府,私立佳陽文理短期補習班,,,文理類,花壇鄉虎山街295巷20弄8號2、3樓,2005-10-13
彰化縣政府,彰化縣私立立人薪育糧文理短期補習班,,,文理類,彰化市中山路二段681號7樓,2020-01-21
彰化縣政府,私立益和數學短期補習班,,,文理類,彰化市西勢街275號1.2樓,2011-05-10
彰化縣政府,私立陳贊民文理短期補習班,a195,,文理類,"彰化市中華路93號5樓 ",2001-06-04
彰化縣政府,彰化縣私立百藝文理短期補習班,,Apple51518989@yahoo.com.tw,文理類,埔心鄉中正路一段446巷6號1、2樓,2017-01-17
彰化縣政府,私立松杉文理短期補習班,,,文理類,員林市南平里南平街32-1、36、38號1、2樓,2010-07-01
彰化縣政府,彰化縣私立尚夆文理短期補習班,,,資訊類,和美鎮菊東路95號1-2F,2006-01-02
彰化縣政府,彰化縣私立謙德文理短期補習班,,,文理類,員林市中山路二段313巷2號1、2樓,2020-09-25
彰化縣政府,彰化縣私立艾思美語短期補習班,,,外語類,溪湖鎮向上路34號1、2樓,2016-05-13
彰化縣政府,私立主人翁心算短期補習班,k113,,商類：珠算、心算、會計,北斗鎮文子巷九之一號,1985-06-01
彰化縣政府,私立人上人美語短期補習班,b120,,外語類,北斗鎮光仁街241號1.2樓,1994-12-23
彰化縣政府,彰化縣私立晨暘文理短期補習班,,chenyoung@seed.net.tw,文理類,員林市南平一街40號1、2樓,2019-07-22
彰化縣政府,彰化縣私立李老師文理短期補習班,,,文理類,福興鄉秀厝村秀安一街674號1、2樓,2016-05-02
彰化縣政府,私立旻芬美術美語短期補習班,j102,8291598@gmail.com,美術、書法、攝影、美工設計、圍棋類,埔心鄉東門村新興路117號,1995-07-04
彰化縣政府,私立衛斯理美語短期補習班,,,外語類,溪湖鎮富貴街35號1.2樓,2012-01-09
彰化縣政府,私立大勝文理短期補習班,a102,victory7238901@yahoo.com.tw,文理類,彰化市進德路廿九號,2014-09-23
彰化縣政府,彰化縣私立心台大文理短期補習班,,,文理類,彰化市中華路93號4樓,2017-03-30
彰化縣政府,彰化縣私立泥奇美術短期補習班,,,美術、書法、攝影、美工設計、圍棋類,彰化市埔西街55號1、2樓,2019-12-02
彰化縣政府,彰化縣私立魚兒舞蹈技藝短期補習班,,,音樂、舞蹈類,彰化市平和十四街55號1、2樓,2019-11-29
彰化縣政府,彰化縣私立陳老師美術短期補習班,,,美術、書法、攝影、美工設計、圍棋類,彰化市長壽街153號1、2樓,2019-11-05
彰化縣政府,彰化縣私立學而樂文理短期補習班,,,文理類,福興鄉沿海路四段563號1、2樓,2020-01-30
彰化縣政府,彰化縣私立思讀家文理短期補習班,,,外語類,彰化市彰泰一街100號1、2樓,2019-10-24
彰化縣政府,彰化縣私立學理文理短期補習班,,,文理類,彰化市自強路235號1、2樓,2020-06-09
彰化縣政府,彰化縣私立麥雅特美術短期補習班,,,美術、書法、攝影、美工設計、圍棋類,彰化市仁愛路137巷36號2樓,2019-10-09
彰化縣政府,彰化縣私立鄭威文理短期補習班,,,文理類,溪湖鎮弘農路100號1、2號,2020-02-14
彰化縣政府,彰化縣私立建銓文理短期補習班,,,文理類,員林市南平一街47號1、2樓,2019-10-09
彰化縣政府,彰化縣私立勤學苑文理短期補習班,,,文理類,鹿港鎮順興里四維路50號1、2樓,2020-01-15
彰化縣政府,彰化縣私立旭苗文理短期補習班,,lulu570121@yahoo.com.tw,文理類,員林市大同路一段285巷7號1、2樓,2019-12-17
彰化縣政府,邑習有限公司附設彰化縣私立攸悅文理短期補習班,,,文理類,員林市建國路70之1號1、2樓,2020-01-21
彰化縣政府,彰化縣私立金柏莉文理短期補習班,,,文理類,鹿港鎮港后路26巷5號1、2樓,2020-05-15
彰化縣政府,彰化縣私立鼎烽技藝文理短期補習班,,,文理類,彰化市民族路135號1、2樓,2020-05-06
彰化縣政府,彰化縣私立稜融文理短期補習班,,,文理類,永靖鄉新興路14號1、2樓,2020-03-04
彰化縣政府,彰化縣私立巧巧文理短期補習班,,,文理類,埔心鄉大發街62號3樓,2020-02-10
彰化縣政府,彰化縣私立泰瑞莎文理短期補習班,,,文理類,彰化市彰南路二段74巷59號1樓,2020-05-13
彰化縣政府,彰化縣私立安迪熊創意美語短期補習班,,,外語類,彰化市新興里永安街327號1、2樓,2020-03-16
彰化縣政府,彰化縣私立蘋果美日語短期補習班,,pei-rung@hotmail.com,外語類,彰化市中正路二段602巷23號1、2樓,2019-12-18
彰化縣政府,彰化縣私立樂奇育資優數學短期補習班,,,文理類,田尾鄉富農路二段218號1、2樓,2019-12-31
彰化縣政府,彰化縣私立小燕技藝文理短期補習班,,,文理類,埔心鄉義民村員鹿路二段334巷23號1樓,2020-01-30
彰化縣政府,彰化縣私立莉特文理短期補習班,,,文理類,彰化市忠誠路55號1、2樓,2020-01-06
彰化縣政府,彰化縣私立童畫美術文理短期補習班,,,文理類,大村鄉大村村大仁路一段188號1、2樓,2020-03-16
彰化縣政府,彰化縣私立哈葳文理短期補習班,,,文理類,和美鎮永樂路6號1樓,2020-06-23
彰化縣政府,彰化縣私立磊晨文理短期補習班,,,文理類,社頭鄉社頭村員集路二段247巷44號1樓,2020-06-29
彰化縣政府,彰化縣私立立和文理短期補習班,,,文理類,和美鎮和平街106號1、2樓,2020-07-01
彰化縣政府,彰化縣私立立東文理短期補習班,,,文理類,和美鎮忠誠路166號1、2樓,2020-07-01
彰化縣政府,彰化縣私立家碼文理短期補習班,,,外語類,彰化市西勢街223巷2號1樓,2020-07-01
彰化縣政府,彰化縣私立文子文理短期補習班,,,文理類,員林市中山南路162巷19號1、2樓,2020-06-15
彰化縣政府,彰化縣私立功騰文理短期補習班,,,文理類,鹿港鎮永安里中正路344號1樓,2020-07-01
彰化縣政府,私立尚展文理短期補習班,,,文理類,彰化市自強南路284號1.2樓,2011-01-28
彰化縣政府,私立師成數學短期補習班,,,文理類,彰化市彰馬路145號,1994-01-10
彰化縣政府,私立金紅娘美髮短期補習班,h101,,美容、美髮理髮類,彰化市長興街一三九號一樓,1976-11-01
彰化縣政府,私立富美舞蹈短期補習班,i108,,音樂、舞蹈類,彰化市成功路215之3號4樓,1984-08-22
彰化縣政府,私立安惠電腦短期補習班,e108,,資訊類,竹塘鄉文化街六號一、二樓,2000-03-15
彰化縣政府,私立名華美語短期補習班,k146,b328943@yahoo.com.tw,商類：珠算、心算、會計,員林市永和街20號1-3樓,1999-03-12
彰化縣政府,私立大衛營美語短期補習班,b208,cdes.edu@msa.hinet.net,外語類,員林市忠孝街169號3樓,2001-01-09
彰化縣政府,私立勝人心算美容美髮短期補習班,k102,,商類：珠算、心算、會計,員林市中山南路11號4樓之3,1989-05-02
彰化縣政府,私立杰瑞美語短期補習班,b170,giraffe.richard@msa.hinet.net,外語類,彰化市彰美路一段213號,1999-06-10
彰化縣政府,私立因各立需美語短期補習班,b126,,外語類,北斗鎮復興路二一五號,1995-09-14
彰化縣政府,私立埔上文理短期補習班,a151,,文理類,埔心鄉員鹿路二段三八五號,1998-02-16
彰化縣政府,彰化縣私立高手文理短期補習班,,,文理類,彰化市三民路107號8樓,2016-01-26
彰化縣政府,私立肇才數學短期補習班,,,文理類,埤頭鄉合興村文鄉路142號1.2樓,2010-11-15
彰化縣政府,彰化縣私立小博士文理短期補習班,,sakyalin@gmail.com,文理類,秀水鄉秀中街82巷11號1、2號,2020-03-25
彰化縣政府,私立名辰美語短期補習班,,ying60022011@gmail.com,外語類,員林市成功東路146號1.2樓,2009-07-14
彰化縣政府,億華文教事業有限公司附設彰化縣私立明光義塾文理短期補習班,,,文理類,員林市靜修東路83號1、2樓,2020-06-01
彰化縣政府,彰化縣私立傑銳文理短期補習班,,,文理類,彰化市興北里長壽街190號1、2樓,2020-09-17
彰化縣政府,私立小哈佛美語短期補習班,b190,,外語類,彰化縣員林市成功東路101之1號1、2樓,2000-02-02
彰化縣政府,私立育生美語短期補習班,,,外語類,溪州鄉中山路三段733號1.2樓,2007-08-20
彰化縣政府,南儒科技文教有限公司附設私立力行文理短期補習班,,,文理類,彰化市中山路二段681號10樓,2006-09-21
彰化縣政府,私立贏家數學短期補習班,,,文理類,員林市南平街40號1.2樓,2010-07-01
彰化縣政府,私立登峰美語短期補習班,,,外語類,員林市南平街42-1號1.2樓,2008-12-02
彰化縣政府,彰化縣私立國科大文理短期補習班員林分班,,,文理類,員林市靜修東路33號4樓,2018-01-31
彰化縣政府,彰化縣私立國科大文理短期補習班,,tkd7239090@gmail.com,文理類,彰化市中正路二段5號2樓,2014-09-04
彰化縣政府,私立夏爾英文短期補習班,,,外語類,和美鎮糖友三街62號1.2樓,2007-10-16
彰化縣政府,私立陳姐姐語文短期補習班,b140,cju0426@gmail.com,外語類,溪州鄉中山路二段五六七號,1997-04-19
彰化縣政府,私立明門文理短期補習班,,eijin0825@yahoo.com.tw,文理類,溪湖鎮培英路58號1.2樓,2007-08-24
彰化縣政府,私立華藝文理短期補習班,,b101823@yahoo.com.tw,文理類,員林市南平西街8號1.2樓,2006-07-18
彰化縣政府,私立博英語文短期補習班,b204,,外語類,溪湖鎮金華街120號1樓,2000-10-19
彰化縣政府,私立頂巧心算短期補習班,,,商類：珠算、心算、會計,彰化市建寶里建寶街132巷1號1.2.樓,2004-03-23
彰化縣政府,彰化縣私立爀曦文理短期補習班,,,文理類,彰化市忠孝街31號1樓,2020-07-14
彰化縣政府,彰化縣私立摘星文教文理短期補習班,,,文理類,鹿港鎮民權路46號1、2樓,2019-12-06
彰化縣政府,彰化縣私立琦葳文理短期補習班,,,文理類,員林市新義街201號1、2樓,2020-07-15
彰化縣政府,彰化縣私立瑞揚文理短期補習班,,,文理類,彰化市埔西街122號1、2樓,2017-11-20
彰化縣政府,彰化縣私立吉佑文理短期補習班,b229,,外語類,溪湖鎮福德路62號1、2、3樓及64號1、2樓,2001-10-12
彰化縣政府,私立昇達珠算短期補習班,,,商類：珠算、心算、會計,鹿港鎮三民路195號1.2樓,2008-01-25
彰化縣政府,私立高欣美語短期補習班,,,外語類,線西鄉沿海路二段100號1.2樓,2004-06-25
彰化縣政府,私立馬丁英語短期補習班,,,外語類,花壇鄉長沙村中正路101號1、2、3樓,2003-07-15
彰化縣政府,私立上上文理短期補習班,,,文理類,彰化市介壽北路216號1.2樓,2007-06-27
彰化縣政府,"私立育群文理短期補習班 ",,,商類：珠算、心算、會計,花壇鄉學前路103號1.2樓,2006-05-19
彰化縣政府,私立吉幼語文短期補習班,b202,,外語類,二林鎮二溪路一段9號1、2、3樓,2000-08-16
彰化縣政府,彰化縣私立佳家文理短期補習班,,,文理類,和美鎮孝德路86號1、2樓,2020-08-27
彰化縣政府,彰化縣私立小角落文理短期補習班,,,文理類,彰化市中山路二段626號1、2樓,2020-08-27
彰化縣政府,私立陽明文理短期補習班,a154,,文理類,彰化市中正路一段345號9樓,1998-03-12
彰化縣政府,私立奧運村文理珠心算短期補習班,k152,,文理類,彰化市中正路二段461巷18號1.2.3樓,2000-07-20
彰化縣政府,彰化縣私立立人文理短期補習班,e104,jack8lin@ms1.hinet.net,文理類,彰化市陽明街8號1-4樓,1998-02-21
彰化縣政府,私立大全文理短期補習班,a157,he650825@yahoo.com,文理類,彰化市中民街1之4號1、2、3樓,1998-04-01
彰化縣政府,私立強森美語短期補習班,b135,hannahhou60@yahoo.com,外語類,永靖鄉永寧街24號1樓,1996-11-20
彰化縣政府,私立大皇家美語短期補習班,b213,,外語類,彰化市中正路二段461巷17號,2001-02-16
彰化縣政府,私立宏文珠算短期補習班,k112,slc8093@yahoo.com.tw,商類：珠算、心算、會計,社頭鄉民生路六八五巷八號,1994-02-22
彰化縣政府,私立育華珠算短期補習班,k120,,商類：珠算、心算、會計,秀水鄉秀中街89巷14號,1996-09-11
彰化縣政府,私立翰林美語短期補習班,k104,,外語類,花壇鄉中正路63巷23號,1992-08-03
彰化縣政府,何嘉仁文教事業股份有限公司彰化分公司附設私立何家仁英語短期補習班,b155,,外語類,員林市和平東街52-3號1.2.3樓,1998-07-29
彰化縣政府,私立同心文理短期補習班,a170,,文理類,彰化市埔內街486號,1999-05-07
彰化縣政府,私立仁愛英日語短期補習班,b110,,外語類,和美鎮鹿和路六段363號,1993-07-01
彰化縣政府,私立文廷美語短期補習班,b129,jen590202@yahoo.com.tw,外語類,鹿港鎮永安三路18號1.2樓,1995-11-07
彰化縣政府,私立民生文理短期補習班,a105,,文理類,彰化市民生路359號1-4樓,1989-05-08
彰化縣政府,私立晨陽多元數學短期補習班,a178,,文理類,彰化市力行路110、112號,1999-08-16
彰化縣政府,私立柏克萊美語作文數學短期補習班,b203,,外語類,員林市浮圳路二段四六五、四六七號,2000-08-31
彰化縣政府,私立學霖珠心算短期補習班,k147,,商類：珠算、心算、會計,員林市成功東路322號1.2樓,1999-04-19
彰化縣政府,私立三育英語短期補習班,b180,,外語類,彰化市長興街26號B1樓,1999-10-07
彰化縣政府,私立向上心文理短期補習班,a110,,文理類,田中鎮員集路二段310號,1992-06-20
彰化縣政府,私立史丹佛美語短期補習班,b177,,外語類,和美鎮仁美路53號,1999-07-31
彰化縣政府,私立超群文理短期補習班,a162,,文理類,彰化市延平路五二四號,1998-07-06
彰化縣政府,私立立達文理短期補習班,a103,,文理類,員林市靜修東路10.12號,1980-09-15
彰化縣政府,私立建勝美語短期補習班,k121,happybaby8531831@gmail.com,文理類,大村鄉大義街91號,1996-11-28
