地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間
台南市政府,臺南市私立高仲文理短期補習班,文理426,,文理類,永康區大灣六街70號1-2樓,2007-11-22
台南市政府,巨匠電腦股份有限公司附設臺南市私立東門電腦短期補習班,,allen.tsai@pcschool.com.tw,資訊類,東區東門路2段206號1-3樓,2004-10-21
台南市政府,臺南市私立鈞睿文理技藝短期補習班,,,文理類,北區海安路三段765號1樓、769號1-2樓,2021-02-05
台南市政府,中國青年救國團台南市團委會附設臺南市英日語舞蹈家政美術經營管理短期補習班,88788664,s130808@cyc.tw,外語類,東區東門路2段299號地下1樓,1993-11-10
台南市政府,臺南市私立威斯康辛文理短期補習班,,gram_haidian@yahoo.com.tw,外語類,安南區富東街212號1-2樓,2006-06-16
台南市政府,柏克萊留遊學顧問有限公司附設臺南市私立陽光文理短期補習班,,,文理類,善化區善新大道133號1樓,2021-01-29
台南市政府,臺南市私立雄獅文理短期補習班,,acer200567@gmail.com,文理類,歸仁區民權北路171號1-2樓,2021-04-01
台南市政府,"臺南市私立大地文理短期補習班 ",,,文理類,歸仁區大順街107號1-2樓,2020-11-10
台南市政府,長頸鹿文化事業股份有限公司附設臺南市私立傑瑞美語短期補習班,138,hr@giraffe.com.tw,外語類,永康區中華路1-129號19樓H室,2001-09-13
台南市政府,臺南市私立楊傑文理短期補習班,25859036,,文理類,安南區富東路201號1-2樓,2010-01-12
台南市政府,臺南市私立馬斯文理短期補習班,62992888,roc_mvs@hotmail.com,文理類,東區裕文路105號1-3樓,2006-09-13
台南市政府,仁大教育科技股份有限公司附設臺南市私立仁大文理短期補習班,88787671,,文理類,東區崇道路16號1-4樓,2007-04-02
台南市政府,臺南市私立獅子王文理短期補習班,36682872,,文理類,學甲區建國路37之2號1-3樓,2006-12-29
台南市政府,臺南市私立學友文理短期補習班,10155474,,文理類,永康區南工街278巷1號1-2樓,2007-05-10
台南市政府,臺南市私立文睿文理短期補習班,,jy3169958@gmail.com,文理類,中西區永福路2段105號1-2樓,2006-08-03
台南市政府,臺南市私立藍玉棠文理短期補習班,10142339,,文理類,北區文成三路692號2樓,2007-05-27
台南市政府,臺南市私立重點名耀美語短期補習班,,,外語類,東區崇善路130號1-3樓,2004-07-19
台南市政府,臺南市私立資優堡珠心算文理短期補習班,17019284,snoopybetty1026@gmail.com,文理類,善化區大成路420號1-3樓,1998-11-17
台南市政府,臺南市私立旻欣文理短期補習班,,,文理類,安南區安豐五街127號1-2樓,2018-04-20
台南市政府,臺南市私立利禾文理短期補習班,40928146,,文理類,安南區安富街175號1-2樓,1997-01-01
台南市政府,臺南市私立怡安文理短期補習班,37668997,,文理類,安南區怡安路2段503號1-2樓,2013-08-05
台南市政府,臺南市私立睿安文理短期補習班,47776670,,文理類,安平區建平11街64號1-2樓,2015-03-09
台南市政府,臺南市私立橫氏珠心算短期補習班,10179031,,商類：珠算、心算、會計,安平區平通路420號1-2樓,2007-08-31
台南市政府,臺南市私立傑林文理短期補習班安平分班,,,外語類,安平區華平路487號2-3樓,2017-04-26
台南市政府,臺南市私立霖熹文理短期補習班,,,文理類,安平區建平一街202巷28號1-2樓,2018-12-22
台南市政府,臺南市私立九階文理短期補習班,,,文理類,安平區國平路556號1-2樓,2010-06-25
台南市政府,臺南市私立辛勵文理短期補習班,10449859,peacelilymoo@gmail.com,文理類,安平區建平十一街302號1-2樓,2008-01-08
台南市政府,臺南市私立橡果子音樂短期補習班,,,音樂、舞蹈類,安平區郡平路305號1-2樓,2009-05-04
台南市政府,臺南市私立洋聲塾英語短期補習班,10194552,sunnyuki@yahoo.com.tw,外語類,安平區建平五街22巷15弄39號2-3樓,2007-09-19
台南市政府,臺南市私立英瀚文理短期補習班安平分班,,jammy.chiu@yahoo.com,文理類,安平區文平路447號1-3樓,2019-11-29
台南市政府,臺南市私立愛佳佳文理短期補習班,36762925,md588818@yahoo.com.tw,文理類,安平區永華十一街21號3樓,2007-07-04
台南市政府,臺南市私立嘉成文理短期補習班,10156207,,文理類,北區西門路3段213號1-3樓,2007-04-27
台南市政府,臺南市私立天睿教育文理短期補習班,,,文理類,北區西門路四段1巷8號1-2樓,2019-09-02
台南市政府,臺南市私立大文元文理短期補習班,,,文理類,北區海安路三段880號1-2樓,2019-11-11
台南市政府,臺南市私立阿貝爾文理短期補習班,,,文理類,北區文成三路690號2-3樓,2006-11-27
台南市政府,臺南市私立長領文理短期補習班,26465290,,文理類,北區北門路三段110號2-3樓,2010-09-21
台南市政府,"臺南市私立One By One一對一文理短期補習班",,mikiy830@gmail.com,文理類,北區文賢路242巷78號1-2樓,2008-12-01
台南市政府,臺南市私立立揚文理短期補習班海佃分班,10115608,lion_lin1127@yahoo.com.tw,文理類,安南區安富街167巷7號1-4樓、9號1樓,2007-04-11
台南市政府,臺南市私立楊銘文理短期補習班,34979955,,文理類,安南區仁安路65號1-3樓,2012-05-28
台南市政府,臺南市私立晨暘文理短期補習班,26463574,,外語類,安南區樂安一街229號2-3樓,2010-09-07
台南市政府,臺南市私立佳亨文理短期補習班,10115895,jennon.chou@msa.hinet.net,文理類,安南區同安路262巷43弄78號1-2樓,2007-03-27
台南市政府,臺南市私立尚德文理短期補習班,10124439,shie.a0810@msa.hinet.net,文理類,安南區育安4街95號1樓,2007-05-25
台南市政府,臺南市私立智軒文理短期補習班,36626197,,文理類,安南區樂安1街221號1樓,2006-11-28
台南市政府,臺南市私立威能文理短期補習班,36725892,,文理類,安南區城安西街103號1樓,2010-11-05
台南市政府,臺南市私立溫莎英語短期補習班,37669807,,外語類,安南區育安街286號1-2樓,2013-07-30
台南市政府,臺南市私立育儒文理短期補習班,10188876,,文理類,安南區總安街1段103號1-2樓,2007-05-07
台南市政府,臺南市私立銘德文理短期補習班,,any7688@yahoo.com.tw,商類：珠算、心算、會計,安南區仁安路266號1-2樓,2007-09-05
台南市政府,博森國際文教事業有限公司附設臺南市私立博森文理技藝短期補習班,,,文理類,南區健康路一段353號1-2樓,2019-12-19
台南市政府,臺南市私立宏遠文理短期補習班,25802750,,文理類,南區新興路182號2樓,2009-07-10
台南市政府,臺南市私立溫哥華美語短期補習班,10137981,vancouver2621838@gmail.com,外語類,南區明興路1382號1-3樓,2007-04-24
台南市政府,臺南市私立巧聖文理短期補習班,,,文理類,南區萬年路8號1-2樓,2018-08-27
台南市政府,臺南市私立天子南寧文理短期補習班,,,文理類,南區明興路909號1-4樓,2018-10-02
台南市政府,"臺南市私立榮泰文理短期補習班 ",,,文理類,南區金華路一段224號1-2樓,2014-01-06
台南市政府,臺南市私立聖學文理短期補習班,10791848,,文理類,南區三官路31號1樓、33號1樓,2007-08-27
台南市政府,臺南市私立天下文理短期補習班,,,文理類,中西區建業街39號1-2樓,2017-09-11
台南市政府,臺南市私立甲骨文文理短期補習班,17964176,,文理類,中西區永福路2段79號2樓,2007-01-30
台南市政府,臺南市私立出傑文理短期補習班,36663538,,文理類,中西區南門路99號1-3樓,2007-01-17
台南市政府,臺南市私立鄭老師音樂短期補習班,,jammyhsu@ms31.hinet.net,音樂、舞蹈類,中西區樹林街2段75號1-2樓,2007-04-25
台南市政府,臺南市私立高爾文理短期補習班,62967699,leo470427@yahoo.com.tw,文理類,北區海安路三段135巷13號1-2樓,2006-08-25
台南市政府,臺南市私立新中央文理短期補習班,,diligentgogo@gmail.com,文理類,北區文成二路390號1-2樓,2020-03-06
台南市政府,臺南市私立瑀安文理短期補習班,10495327,,文理類,北區長勝路41號1-3樓,2008-02-19
台南市政府,臺南市私立宇宙音語文短期補習班,10716200,,外語類,北區長榮路5段19號1-2樓,2008-07-22
台南市政府,臺南市私立我的創意文理短期補習班,26401613,,文理類,北區臨安路二段262號1-2樓,2010-06-15
台南市政府,臺南市私立李冠文理短期補習班,36852144,leejj8216@yahoo.com.tw,文理類,北區北園街8巷9弄8號1樓,2011-11-16
台南市政府,臺南市私立曼哈頓文理技藝短期補習班,,,文理類,北區臨安路二段266號1、2樓,2020-07-20
台南市政府,臺南市私立美育音樂短期補習班,29468145,,音樂、舞蹈類,北區公園北路145號1-2樓,2005-02-05
台南市政府,臺南市私立柏拉圖文理短期補習班,,platokid8@gmail.com,文理類,北區西門路4段507巷1號1-2樓,2018-12-24
台南市政府,臺南市私立翼杰文理短期補習班,,newnewnew66@yahoo.com.tw,文理類,北區文賢路1122巷215號2-3樓,2018-10-12
台南市政府,臺南市私立非凡文理短期補習班文元分班,,wunyuan.tn@eagletw.com,文理類,北區文賢三街239號1-2樓,2010-12-23
台南市政府,臺南市私立實力建築土木及都市短期補習班,10126302,tainan.shili@yahoo.com.tw,電機、汽車修護、建築、工藝、製圖類,北區成功路54號5樓之1,2007-05-25
台南市政府,臺南市私立全必佳文理短期補習班,,jonahlee@dbgedu.com,文理類,北區海安路三段751號1-2樓,2019-09-16
台南市政府,臺南市私立羽豐美語短期補習班,,,外語類,北區和緯路二段227號1-2樓,2012-05-11
台南市政府,臺南市私立見樹文理短期補習班,,ghill2006@yahoo.com.tw,文理類,中西區南門路241之3號1-2樓,2020-06-17
台南市政府,高點數位科技股份有限公司附設臺南市私立高點建國文理短期補習班,36856182,markettn@mail.get.com.tw,文理類,中西區中山路166之6號5樓,2011-12-06
台南市政府,臺南市私立陳元資優英文短期補習班,10150858,,外語類,"中西區南寧街122號1- 2樓",2007-07-04
台南市政府,臺南市私立佩珞拉美容短期補習班,36813950,,美容、美髮理髮類,中西區民族路2段76-10號11樓之4,2010-06-03
台南市政府,臺南市私立柯柯技藝短期補習班,,ko.ko_dance@yahoo.com,音樂、舞蹈類,中西區府緯街26號1樓,2017-04-24
台南市政府,臺南市私立玉山文理短期補習班,36868407,,文理類,中西區大埔街95-4號1-2樓,2012-07-10
台南市政府,臺南市私立美心技藝短期補習班,,,音樂、舞蹈類,中西區五妃街11-1號1-2樓,2017-10-30
台南市政府,臺南市私立長宏語文短期補習班,29396939,tainan@ukeas.com,文理類,中西區中山路88號5樓之1,2004-11-03
台南市政府,臺南市私立鄭喬文理短期補習班,25748166,wha.sheng@msa.hinet.net,文理類,中西區中山路70號4樓,2009-02-23
台南市政府,臺南市私立田鼠美語短期補習班,62993325,,外語類,安南區安寧街91巷16號1-2號,2006-10-11
台南市政府,臺南市私立耀傑文理短期補習班,36668251,d1224_liu@yahoo.com.tw,文理類,安南區安昌街103巷53號1-4樓,2007-01-18
台南市政府,臺南市私立才碩升學文理短期補習班,36663586,tn0325@mail.tn.edu.tw,文理類,安南區安中路6段683號1-2樓,2007-01-05
台南市政府,臺南市私立傑林文理短期補習班,10141599,,外語類,安南區安和路5段208號1樓,2007-05-29
台南市政府,臺南市私立裕文文理短期補習班,,,文理類,東區裕文路78號1-5樓,2007-09-21
台南市政府,蔡澧華文教企業有限公司附設臺南市私立蔡澧華文理短期補習班,,,文理類,東區裕文路2號1-2樓,2011-05-13
台南市政府,臺南市私立華聲語文技藝短期補習班復興分班,,wha.sheng@msa.hinet.net,文理類,東區裕興街79號2-3樓,2006-12-14
台南市政府,臺南市私立思兒福文理短期補習班,,b8303083@gmail.com,文理類,東區裕農路621巷62-5號1-2樓,2017-03-24
台南市政府,臺南市私立李學院文理短期補習班,10161594,theleeschool@yahoo.com.tw,文理類,東區東安路167號1-2樓,2007-07-12
台南市政府,臺南市私立小樹的家文理短期補習班,36721495,,文理類,東區勝利路8-2號1-2樓,2010-11-26
台南市政府,臺南市私立導航文理短期補習班,,,文理類,東區文聖里裕孝路266號2-3樓,2010-06-15
台南市政府,樂學網科技股份有限公司附設臺南市私立旭文文理短期補習班,,,文理類,東區東門路1段354號2樓,2013-07-25
台南市政府,臺南市私立漢聲文理短期補習班,10169054,,文理類,東區崇明路570號1-3樓,2007-08-10
台南市政府,臺南市私立蒂芬妮美容短期補習班,,wumaital@ms31.hinet.net,美容、美髮理髮類,東區中華東路3段399巷11弄16號1樓,2007-08-16
台南市政府,臺南市私立神奇屋技藝短期補習班,,,音樂、舞蹈類,東區崇明路374號3樓,2007-02-15
台南市政府,臺南市私立九華土木建築短期補習班,13675246,,電機、汽車修護、建築、工藝、製圖類,東區慶東街208號1-2樓,2001-04-04
台南市政府,職達外語股份有限公司附設臺南市私立職達語文短期補習班後甲分班,,stanley.wang@jeda.com.tw,外語類,東區裕農路858號1樓,2011-09-27
台南市政府,臺南市私立弼勝文理短期補習班,,,文理類,東區東興路17號1-4樓、19號1-2樓,2006-08-15
台南市政府,臺南市私立觀念穩贏文理短期補習班,81319863,,文理類,東區裕農三街223號1-3樓,2017-12-22
台南市政府,臺南市私立文林光明文理短期補習班,09548944,chouyi0301@gmail.com,文理類,東區光明街80號1樓,2006-03-31
台南市政府,臺南市私立哈英英語短期補習班,10144569,,文理類,"東區崇明路606號1- 4樓",2007-06-28
台南市政府,臺南市私立蒙特利文理短期補習班,10461945,mitsno@gmail.com,文理類,東區怡東路107號1-3樓,2008-02-19
台南市政府,瀚驊文教企業股份有限公司附設臺南市私立百漢文理短期補習班,47885591,raybozhi22@hotmail.com,文理類,東區怡東路159號1-4樓,2007-03-08
台南市政府,臺南市私立力學文理短期補習班,,,文理類,東區裕農1街184號1-2樓,2011-09-29
台南市政府,臺南市私立花苼米藝術設計短期補習班,29,peanuts.art.studio@gmail.com,美術、書法、攝影、美工設計、圍棋類,東區崇善路155號4樓,2010-07-21
台南市政府,臺南市私立珊珊音樂短期補習班,36791962,san0226@hotmail.com,音樂、舞蹈類,東區崇道路92號2-3樓,2011-04-06
台南市政府,臺南市私立梁正竹文理短期補習班,,,文理類,東區莊敬路68號1-2樓,2009-06-12
台南市政府,聯鋮電腦有限公司附設臺南市私立聯鋮電腦短期補習班,,hillhuang@lccnet.com.tw,資訊類,東區東門路二段246號1-2樓,2012-10-12
台南市政府,臺南市私立立德文理短期補習班,36754208,,文理類,東區生產路297巷52號1-2樓,2011-01-19
台南市政府,臺南市私立超合文理短期補習班,40772170,lilien6868@gmail.com,文理類,東區東寧路西段50號1樓及地下室1樓,2011-09-16
台南市政府,臺南市私立何老師文理短期補習班,36865035,e.t-paula@hotmail.com,文理類,東區仁東街13號1-2樓,2011-12-06
台南市政府,臺南市私立玉米田文理短期補習班,,,文理類,東區崇明路533號1-3樓,2007-10-24
台南市政府,臺南市私立學園英日語心算文理短期補習班,06398647,,外語類,東區長榮路二段166號1-4樓,1991-05-21
台南市政府,臺南市私立愉學堂文理短期補習班,,,文理類,東區勝利路21號1、3樓,2007-10-15
台南市政府,臺南市私立奧森英語短期補習班,36774231,"jen941211@gmail.com ",外語類,東區崇德里崇道路15號1-2樓,2011-05-05
台南市政府,臺南市私立高育文理短期補習班,25819555,kico.c0922@gmail.com,文理類,東區崇明18街45號1-2樓,2008-10-22
台南市政府,臺南市私立維智文理短期補習班,36720828,,文理類,東區裕文路96號1-3樓,2010-11-10
台南市政府,臺南市私立學學文理短期補習班,,easylearn183@gmail.com,文理類,東區裕文路183號2-3樓,2007-10-09
台南市政府,臺南市私立智傑文理短期補習班,,man521117@gmail.com,文理類,新營區安和街17號1-2樓,2021-03-15
台南市政府,臺南市私立悅智文教文理短期補習班,36763831,sh650922candy@yahoo.com.tw,文理類,安南區安富街196號1-3樓,2011-02-01
台南市政府,臺南市私立大識界文理短期補習班,,tangfl1115@gmail.com,文理類,安南區安昌街174巷191弄28號1-2樓,2016-02-03
台南市政府,臺南市私立廣氏珠心算短期補習班,10409553,a071491@yahoo.com.tw,商類：珠算、心算、會計,"安南區同安路161號1-2樓 ",2007-10-24
台南市政府,臺南市私立長欣文理短期補習班,,,外語類,西港區新興街107巷16號1-2樓,1997-10-14
台南市政府,"臺南市私立米秦文理短期補習班 ",,,文理類,歸仁區民權南路204號1-2樓,2018-03-26
台南市政府,臺南市私立群俼技藝短期補習班,25866326,,美術、書法、攝影、美工設計、圍棋類,安南區同安路181號1-2樓,2009-08-03
台南市政府,臺南市私立聖佳作文短期補習班,36660011,,文理類,安平區平通路388號2-3樓,2006-11-07
台南市政府,臺南市私立瑩政文理短期補習班,,,文理類,南區明興路1285巷30弄13號1-2樓,2021-01-06
台南市政府,臺南市私立互動文理短期補習班,10159083,belinda5909@yahoo.com.tw,文理類,永康區中山東路282號2-3樓,2007-07-18
台南市政府,康萊爾有限公司附設臺南市私立康萊爾文理短期補習班,,,文理類,永康區勝學路170號1-2樓,2013-01-28
台南市政府,臺南市私立快樂堡英語短期補習班,87896623,,外語類,永康區南工街249號1樓,1995-08-18
台南市政府,臺南市私立永群中文寫作美術英語會話短期補習班,87882178,,外語類,永康區永正路13號1-3樓,1994-08-29
台南市政府,臺南市私立樂笛音樂數學短期補習班,29400384,,音樂、舞蹈類,永康區國光六街71號1-2樓,2004-10-01
台南市政府,臺南市私立傑皙文理短期補習班,10143533,,文理類,永康區大仁街208號1-2樓,2007-05-28
台南市政府,臺南市私立米二外語短期補習班,,,外語類,永康區大灣六街17號1-3樓,2012-10-05
台南市政府,臺南市私立思慧文理短期補習班,36848873,,外語類,永康區文化路198號1-2樓,2011-05-27
台南市政府,臺南市私立莫妮卡文理短期補習班,,monica71110480@gmail.com,文理類,永康區大橋三街120號1-2樓,2017-02-15
台南市政府,臺南市私立陳功文理短期補習班,文理1051,,文理類,永康區勝學路222號2-3樓,2012-05-21
台南市政府,臺南市私立黛孋文理短期補習班,,ttk0926902776@gmail.com,文理類,永康區大灣路942巷231號1-2樓,2018-08-14
台南市政府,臺南市私立蜜斯莊美語短期補習班,40765142,,外語類,永康區永華路125號1-2樓,2014-05-02
台南市政府,臺南市私立恩主文理短期補習班,37604241,,文理類,永康區大橋三街218號1-2樓,2012-09-19
台南市政府,臺南市私立長頸鹿短期補習班瓜藤分班,10163988,,文理類,永康區仁愛街71之2號1-2樓,2007-07-17
台南市政府,臺南市私立首席文理短期補習班,36869644,,文理類,永康區大灣三街27號1樓,2006-05-25
台南市政府,臺南市私立黃氏珠心算文理短期補習班永信分班,36702461,,文理類,永康區復華七街91號1-2樓,2010-10-20
台南市政府,臺南市私立慈愛教育學園文理短期,文理579,,文理類,永康區永明街162號1-2樓,2010-12-30
台南市政府,臺南市私立恩慈文理短期補習班,36756965,cnkinder@gmail.com,文理類,永康區中華西街122巷49號3樓,2011-01-18
台南市政府,中國青年救國團台南市團委會附設臺南市語文才藝短期補習班,,870906@cyc.tw,外語類,永康區中華路200-2號4樓,2006-12-29
台南市政府,臺南市私立喬宇音樂短期補習班,09144345,s205shin@yahoo.com.tw,音樂、舞蹈類,永康區大勇路36號2樓,2006-01-19
台南市政府,臺南市私立大王文理短期補習班,,,文理類,永康區國光五街56號1-3樓,2017-08-23
台南市政府,臺南市私立豪德文理短期補習班,36620813,,文理類,永康區國光六街111號1-3樓,2006-11-02
台南市政府,臺南市私立尚育文理短期補習班,,,文理類,永康區大灣路390號2樓,2020-12-29
台南市政府,臺南市私立康林文理短期補習班,10166850,jojokkimo@xuite.net,文理類,新化區護安街2-1號1-2樓,2007-07-19
台南市政府,臺南市私立李老師文理短期補習班,37635125,perfect.lhc@msa.hinet.net,文理類,玉井區民族路106號1-2樓,2013-02-20
台南市政府,臺南市私立菲比文理短期補習班,,,文理類,仁德區中正路二段850號1-2樓,2018-09-10
台南市政府,臺南市私立成碩語文短期補習班,20,chouyz555@gmail.com,外語類,仁德區民安路1段416號1-2樓,1995-08-03
台南市政府,臺南市私立成諾雙語學苑短期補習班,29447563,,外語類,仁德區中正路2段741號1-2樓,2005-01-02
台南市政府,臺南市私立康老師文理短期補習班,10167387,,文理類,關廟區忠孝街40號1樓,2007-07-17
台南市政府,臺南市私立卓越美語短期補習班,17023837,,外語類,關廟區大仁街106號1-2樓,2000-07-09
台南市政府,臺南市私立品貝坊音樂文理短期補習班,文理409,,文理類,麻豆區興中路175巷3-20號1樓,2007-08-22
台南市政府,臺南市私立易力文理短期補習班,26417018,,文理類,麻豆區民生路15-5號1-2樓、15-6號1樓,2010-07-13
台南市政府,臺南市私立學群文理短期補習班,62999720,63130st@giraffe.com.tw,文理類,麻豆區興中路184號1-2樓,2006-10-26
台南市政府,臺南市私立育學苑文理短期補習班,36857540,"lizilily1221@gmail.com ",文理類,佳里區文化路133巷12號1-2樓,2011-12-06
台南市政府,臺南市私立安馨美語文理短期補習班,36849606,,文理類,佳里區四維二街216號1-2樓,2011-08-16
台南市政府,臺南市私立貝比園文理短期補習班,10117423,,文理類,佳里區公園路515號2樓,2007-03-09
台南市政府,臺南市私立佳佳文理短期補習班,37654380,gaga7221989@yahoo.com.tw,文理類,佳里區安西里121-26號1樓,2013-06-21
台南市政府,臺南市私立超比爾英文音樂短期補習班,09140214,,外語類,佳里區安西路201巷3號1-3樓,2007-03-08
台南市政府,臺南市私立巨成文理短期補習班,,gonana168@yahoo.com.tw,文理類,佳里區延平路25號1-2樓,2011-06-02
台南市政府,臺南市私立嘉群文理短期補習班,36674535,,文理類,佳里區安西路255號1-2樓,2007-01-26
台南市政府,臺南市私立諾貝兒菁英文理短期補習班,36692359,nobel3669@gmail.com,文理類,新化區中正路645號1樓,2007-03-05
台南市政府,臺南市私立雅米琪美語短期補習班,40910906,,外語類,新化區長青街53號1-2樓,2015-05-08
台南市政府,臺南市私立立勳文理短期補習班,36787926,,文理類,新化區民治路43巷3號1-2樓,2011-06-22
台南市政府,臺南市私立金新文理短期補習班,,goldmedal5900200@gmail.com,文理類,新化區和平街1號1-2樓,2017-06-16
台南市政府,臺南市私立泓林文理短期補習班,36770798,user.chien@msa.hinet.net,文理類,新化區和平街9號1-2樓,2011-03-23
台南市政府,臺南市私立蔡老師文理短期補習班,13274919,tsaimath@gmail.com,文理類,新化區復興路287號1-2樓,2006-12-07
台南市政府,臺南市私立康勤文理短期補習班,36870348,wuyijen0920@gmail.com,文理類,新化區復興路233號1-2樓,2011-12-30
台南市政府,臺南市私立佳姿舞蹈短期補習班,13277747,,音樂、舞蹈類,歸仁區復興路162-1號4樓,1997-01-04
台南市政府,臺南市私立宏智文理短期補習班,10117394,,文理類,歸仁區中山五街63號1-2樓,2007-03-09
台南市政府,臺南市私立王家文理短期補習班,36866273,,文理類,歸仁區民權北路61巷35號1-2樓,2011-12-23
台南市政府,臺南市私立耕佳英語會話短期補習班,13,,外語類,歸仁區大順街40號2-3樓,1995-06-29
台南市政府,臺南市私立弗思特文理短期補習班,36758675,,文理類,歸仁區民權北路53號1-2樓,2010-12-07
台南市政府,臺南市私立詠恩文理短期補習班,37630206,,文理類,佳里區中興街249巷6號1-2樓,2009-05-08
台南市政府,臺南市私立藝學堂文理短期補習班,10790496,,文理類,永康區永華路252號1-2樓,2008-10-31
台南市政府,臺南市私立天子小學堂文理短期補習班,,,文理類,永康區大橋三街229之4號1-2樓,2020-12-29
台南市政府,臺南市私立喬揚文理短期補習班漚汪分班,,,文理類,將軍區西華62之59號1-2樓,2017-06-30
台南市政府,臺南市私立頡恩短期補習班,37614888,b22883573@yahoo.com.tw,文理類,將軍區長榮96號之3,2012-09-03
台南市政府,臺南市私立928文理短期補習班,文理569,,文理類,學甲區自強路155號1-2樓,2010-11-02
台南市政府,臺南市私立成大文理電腦短期補習班,61,,文理類,學甲區華宗路138號1-2樓,1997-05-06
台南市政府,臺南市私立優酷英語文理短期補習班學甲分班,,jonywinner7@gmail.com,文理類,學甲區華宗路258巷18號1-2樓,2013-06-07
台南市政府,臺南市私立學海文理短期補習班三民分班,,s0933098354@gmail.com,文理類,新營區三民路76-3號1-2樓,2019-04-23
台南市政府,臺南市私立捷比心算短期補習班,文理432,,商類：珠算、心算、會計,新營區進修街9-15號1樓,2007-12-20
台南市政府,臺南市私立葡萄樹文理短期補習班,10143822,,文理類,新營區東學路160號1-2樓,2007-06-13
台南市政府,臺南市私立菁華文理短期補習班,37650700,,文理類,新營區東興路231號1-2樓,2013-05-24
台南市政府,臺南市私立愛群文理短期補習班,37622563,,文理類,新營區府西路159巷30號1-2樓,2012-11-30
台南市政府,臺南市私立思維文理短期補習班,10774897,,文理類,新營區民治路135號1樓、137號1樓,2008-10-03
台南市政府,臺南市私立奧斯薇文理短期補習班,62982100,,文理類,新營區進修街113號1-2樓,2006-09-21
台南市政府,臺南市私立優學館文理短期補習班,62989482,,文理類,新營區進修街91號1-2樓,2006-09-18
台南市政府,臺南市私立艾爾斯文理短期補習班,37619841,,文理類,新營區東學路80巷19號1-2樓,2012-11-22
