地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間
嘉義縣政府,私立佳言美語短期補習班,,bd058@joy.com.tw,外語類,嘉義縣水上鄉水上村9鄰外林街156號1至3樓,2006-08-03
嘉義縣政府,嘉義縣私立有成文理短期補習班,,ling10123919@yahoo.com.tw,文理類,水上鄉水頭村中興路310號(1~5樓),2015-02-13
嘉義縣政府,嘉義縣私立芝麻街美語短期補習班,a028,,外語類,朴子市竹圍里16鄰四維路一段635號1~2樓,1997-06-10
嘉義縣政府,嘉義縣私立協同高級中學附設外國語文短期補習班,00130,,外語類,嘉義縣民雄鄉文隆村12鄰山腳1號附372,2002-09-12
嘉義縣政府,嘉義縣私立哈佛文理短期補習班,,,文理類,嘉義縣太保市春珠里164-17號1樓,2013-10-24
嘉義縣政府,私立諾貝爾音樂藝術短期補習班,,,外語類,朴子市平和里平和路3-2號(1~2樓),2008-01-14
嘉義縣政府,私立才育文理短期補習班,00134,,文理類,嘉義縣民雄鄉福樂村光明二街100號1~2樓,2002-12-13
嘉義縣政府,私立和星文理短期補習班,,,文理類,中埔鄉和睦村中華路842-1號,2008-07-23
嘉義縣政府,私立藝宸文理短期補習班,,fion0825@yahoo.com.tw,文理類,新港鄉宮前村19鄰文昌街5號（1~2樓）,2009-02-04
嘉義縣政府,嘉義縣私立何老師文理短期補習班,,,文理類,嘉義縣民雄鄉福樂村4鄰自強二街27號1~2樓,2011-12-07
嘉義縣政府,私立天成文理短期補習班,a088,,文理類,新港鄉宮前村19鄰文昌街3號（1樓）,2000-07-19
嘉義縣政府,嘉義縣私立學毅文理短期補習班,,,文理類,太保市過溝里雙合街265號(1~2樓),2015-01-09
嘉義縣政府,嘉義縣私立成碩文理短期補習班,,jjleh168@gmail.com,文理類,朴子市祥和三路西段97號2樓之1,2014-02-24
嘉義縣政府,私立立德文理短期補習班,a062,jiunchenglai@gmail.com,文理類,嘉義縣民雄鄉東榮村文化路26-33號,1999-03-23
嘉義縣政府,嘉義縣私立ABC林老師文理短期補習班,00128,,文理類,嘉義縣大林鎮西林里祥和路150號,2002-05-23
嘉義縣政府,私立巨果珠心算語文短期補習班,,dengtai@gmail.com,文理類,民雄鄉福樂村自強二街18號1~2樓,2005-12-29
嘉義縣政府,私立摩根美語短期補習班,,j568568@yahoo.com.tw,文理類,民雄鄉北斗村北勢子47-10號（1樓）,2007-08-29
嘉義縣政府,台灣知識庫股份有限公司民雄分公司附設嘉義縣私立數位學堂文理法政短期補習班,,,文理類,民雄鄉三興村7鄰三興路85、87號1樓,2011-02-01
嘉義縣政府,"私立THE OWL美語短期補習班",00136,penny817@yahoo.com.tw,文理類,竹崎鄉竹崎村八鄰自由路二段113號1~2樓,2003-01-30
嘉義縣政府,私立明城短期補習班,,,文理類,六腳鄉蒜南村366-1號1樓,2020-07-24
嘉義縣政府,私立英才文理短期補習班,,,文理類,嘉義縣中埔鄉社口村檨子林20鄰44之25號(1~2樓),2005-10-21
嘉義縣政府,嘉義縣私立主人翁文理短期補習班,,,文理類,民雄鄉福樂村埤角2之310號(1~2樓),2020-08-17
嘉義縣政府,私立勵學文理短期補習班,,,文理類,民雄鄉中樂村保生街15巷20號1-2樓,2020-08-06
嘉義縣政府,嘉義縣私立曾老師文理短期補習班,,q595200.q595200@msa.hinet.net,文理類,嘉義縣朴子市博愛街26號1樓、2樓,2011-06-07
嘉義縣政府,私立仁仁語文短期補習班,,,文理類,嘉義縣中埔鄉中埔村6鄰中埔26之3號1樓,2010-04-13
嘉義縣政府,嘉義縣私立蘇老師文理短期補習班,,suesue.peter@gmail.com,文理類,中埔鄉和美村永樂新村500之36號1~2樓,2012-11-06
嘉義縣政府,嘉義縣私立百勝短期補習班,,,文理類,民雄鄉西安村4鄰長榮街25號1樓,2020-07-01
嘉義縣政府,嘉義縣私立六藝文理短期補習班,,,文理類,嘉義縣水上鄉水頭村10鄰新進街29號1樓,2020-07-01
嘉義縣政府,私立碩博文理短期補習班,00152,super2131246@yahoo.com.tw,文理類,嘉義縣民雄鄉福樂村自強二街60號1至2樓,2003-12-05
嘉義縣政府,私立嘉音英語短期補習班,,,外語類,太保市南新里中山路一段142號(1~2樓),2010-08-27
嘉義縣政府,私立奧林匹克文理短期補習班,0170,,外語類,太保市北新里中山路一段228巷22弄2-1號1~3樓,2004-11-22
嘉義縣政府,私立貓頭鷹語文短期補習班,00135,,外語類,梅山鄉梅北村中華街160號1~2樓,2003-01-10
嘉義縣政府,私立寶貝王國短期補習班,,,文理類,水上鄉華林街62巷11號1樓,2019-09-18
嘉義縣政府,嘉義縣私立河合音樂技藝短期補習班,,,音樂、舞蹈類,太保市嘉義縣太保市安仁里11鄰祥和三路東段280號1樓,2019-10-04
嘉義縣政府,私立耶米文理技藝短期補習班,,,文理類,嘉義縣大林鎮平林里29鄰民權路69號1-2樓,2020-03-24
嘉義縣政府,嘉義縣私立辰冠短期補習班,,cw097105@yahoo.com.tw,文理類,大林鎮平林里新興街104巷28號1樓,2020-04-24
嘉義縣政府,私立大地電腦文理短期補習班,a054,hunzun@ms8.hinet.net,文理類,嘉義縣水上鄉中正路155巷26號(門牌整編),1998-11-11
嘉義縣政府,嘉義縣私立學英文理短期補習班,,s0980802@hotmail.com,文理類,嘉義縣竹崎鄉竹崎村中正路62號1樓,2012-04-16
嘉義縣政府,私立秀田苑文理短期補習班,00033,,文理類,嘉義縣朴子市安福里一鄰文明路8之10號(1-3樓),1997-07-24
嘉義縣政府,私立張傑文理短期補習班,,,文理類,嘉義縣新港鄉宮前村中山路72巷10號,2010-10-29
嘉義縣政府,嘉義縣私立TOP頂尖文理短期補習班,,lucybor@yahoo.com.tw,文理類,嘉義縣朴子市大葛里27鄰祥和三路西段137號1樓,2020-02-14
嘉義縣政府,私立成大王牌文理短期補習班,a068,ffyy12f@yahoo.com.tw,文理類,水上鄉寬士村崎子頭33之16號,1999-07-12
嘉義縣政府,私立顧勝文教事業有限公司附設文理短期補習班,,,文理類,嘉義縣民雄鄉中樂村民族路42號5樓,2005-08-19
嘉義縣政府,私立高譽文理短期補習班,,,文理類,朴子市大葛里吉祥六街60號(1~2樓),2005-06-09
嘉義縣政府,私立學文城文理才藝短期補習班,,may_68622@yahoo.com.tw,文理類,嘉義縣朴子市山通路178號3樓,2006-03-16
嘉義縣政府,私立全方位舞蹈短期補習班,,,音樂、舞蹈類,朴子市竹圍里大同路380號,2009-10-13
嘉義縣政府,私立育埕文理短期補習班,,chuanny@hotmail.com,文理類,朴子市山通路24號之17(1-2樓),2010-06-22
嘉義縣政府,私立高陽文理短期補習班,00148,ben1211@ms23.hinet.net,文理類,民雄鄉西安村保安路101號1樓~2樓,2003-10-02
嘉義縣政府,私立世群文理短期補習班,,adb.adb@yahoo.com.tw,文理類,嘉義縣民雄鄉東榮村中庄112號(1~2樓),2010-10-22
嘉義縣政府,智基科技開發股份有限公司嘉義分公司附設嘉義縣私立志光法商短期補習班,,,法政類,民雄鄉東榮村建國路一段126號(地上1層至2層),2010-05-11
嘉義縣政府,私立偉文文理短期補習班,,ccuwaytowin425@gmail.com,文理類,民雄鄉大學路一段425號(1樓),2011-03-15
嘉義縣政府,嘉義縣私立摩爾美語短期補習班,,,外語類,民雄鄉西安村民溪路5巷13號1樓,2011-06-02
嘉義縣政府,私立雅勝珠心算短期補習班,,,商類：珠算、心算、會計,嘉義縣民雄鄉保生街33號(1~3樓),2005-07-25
嘉義縣政府,私立羅傑文理短期補習班,a123,,文理類,民雄鄉北斗村3鄰北勢子19號,2002-01-02
嘉義縣政府,嘉義縣私立嘉中文理短期補習班,,chris111q@yahoo.com.tw,文理類,民雄鄉福樂村光明二街202號(1~2樓),2007-09-17
嘉義縣政府,私立建中文理短期補習班,a097,,文理類,民雄鄉福樂村埤角1之40號,2000-11-17
嘉義縣政府,私立日光藝術教育空間美術短期補習班,00168,sun.arts@gmail.com,美術、書法、攝影、美工設計、圍棋類,嘉義縣民雄鄉西安村二十鄰進興街58號一樓,2004-11-17
嘉義縣政府,私立小字典文理短期補習班,,milk5214@yahoo.com.tw,文理類,嘉義縣新港鄉大興村新中路290巷11號1至3樓,2006-03-06
嘉義縣政府,私立智理成文理短期補習班,,,文理類,嘉義縣新港鄉福德村登雲路140號1至2樓,2006-01-20
嘉義縣政府,私立首席才藝短期補習班,,,音樂、舞蹈類,新港鄉宮後村古民街34號2樓,2005-09-30
嘉義縣政府,私立李老師文理短期補習班,a087,davidjoycewu@yahoo.com.tw,文理類,嘉義縣新港鄉中山路72巷10之10號（一至三樓）,2000-07-15
嘉義縣政府,私立龍英文短期補習班,,janealred@yahoo.com,外語類,嘉義縣太保市太保二路153號,2009-07-06
嘉義縣政府,私立三之三文理短期補習班,,shining0123@yahoo.com.tw,文理類,太保市舊埤里新安一街一巷23號1樓,2010-05-17
嘉義縣政府,私立資優美語短期補習班,,blog23_talented@yahoo.com.tw,外語類,嘉義縣太保市太保二路8號1樓,2010-08-12
嘉義縣政府,嘉義縣私立英典語文短期補習班,,tung_donna@yahoo.com.tw,外語類,太保市健康路159號1~3樓,2011-12-22
嘉義縣政府,嘉義縣私立慈惠文理短期補習班,,May6142@yahoo.com.tw,文理類,嘉義縣太保市東勢里健康路195號1~3樓,2012-01-05
嘉義縣政府,智基科技開發股份有限公司嘉義分公司附設嘉義縣私立志光法商短期補習班太保分班,,,法政類,太保市嘉朴東路一段78號1至2樓,2005-03-24
嘉義縣政府,私立國華文理短期補習班,,,文理類,嘉義縣太保市中山路一段228巷22弄39號1~2樓,2005-05-18
嘉義縣政府,私立允強文理短期補習班,,harry3620533@yahoo.com.tw,文理類,嘉義縣太保市安仁里公園北街35號1~2樓,2005-08-26
嘉義縣政府,私立立淂文理短期補習班,,,文理類,嘉義縣太保市太保里太保26-3號1樓,2006-05-10
嘉義縣政府,私立京冠文理短期補習班,,,文理類,嘉義縣太保市南新里中山路一段295之3號(1~2樓),2008-11-19
嘉義縣政府,私立弘揚文理短期補習班,00140,teacher.sung2@gmail.com,文理類,太保市後潭422之10號1~2樓,2003-04-21
嘉義縣政府,私立勢必得美語短期補習班,00144,chen51428@gmail.com,外語類,嘉義縣太保市後潭188之9號3樓,2003-05-22
嘉義縣政府,"私立Do Re Mi 音樂短期補習班",,,音樂、舞蹈類,水上鄉水頭村中興路267號（1~2樓）,2008-03-13
嘉義縣政府,私立智強文理短期補習班,,,文理類,水上鄉水上村外林街210號(1~4樓),2009-08-31
嘉義縣政府,耐樂帝文理短期補習班,00160,games0429@gmail.com,文理類,朴子市市東路1巷19弄2號1~3樓,2004-04-28
嘉義縣政府,嘉義縣私立藍園文理短期補習班,a095,Beverly1@ms66.hinet.net,文理類,民雄鄉中樂村保生街54號,2000-11-04
嘉義縣政府,私立勵自向上文理短期補習班,,baby.chiachi@yahoo.com.tw,文理類,水上鄉水頭村中興路321、323號,2009-12-23
嘉義縣政府,私立心心文理短期補習班,a102,,文理類,嘉義縣太保市麻寮里中山路2段58之2號,2001-03-29
嘉義縣政府,嘉義縣私立台大文理短期補習班,00145,,文理類,嘉義縣太保市中山路277之1號1~3樓,2003-06-26
嘉義縣政府,私立采音音樂美語短期補習班,00049,,外語類,朴子市永和里3之3號二樓,1998-07-14
嘉義縣政府,私立文人文理短期補習班,a066,,文理類,嘉義縣太保市中山路1段228巷8號(1至3樓),1999-06-28
嘉義縣政府,私立吳老師文理短期補習班,a121,,文理類,嘉義縣大林鎮西林里祥和路177號1至4樓,2001-10-11
嘉義縣政府,嘉義縣私立雙春文理短期補習班,,Peggy050474@gmail.com,文理類,嘉義縣太保市東勢里10鄰太子大道190號,2009-09-09
嘉義縣政府,私立世界村文理短期補習班,00138,,文理類,水上鄉寬士村8鄰崎仔頭34之155號1-3樓,2003-03-18
嘉義縣政府,私立五餅二魚文理短期補習班,,,文理類,民雄鄉興中村江厝店20-6號2-3樓,2008-09-11
嘉義縣政府,嘉義縣私立學成文理短期補習班,,,文理類,民雄鄉西安路17-4號(1-2樓),2011-06-22
嘉義縣政府,私立學廣文理短期補習班,,shuo.luen@msa.hinet.net,文理類,新港鄉古民街8巷1-53號,2008-09-23
嘉義縣政府,私立菁英文理短期補習班,,,文理類,新港鄉宮前村14鄰登雲路38號(1樓),2008-10-30
嘉義縣政府,私立健學文理短期補習班,a098,,文理類,民雄鄉福樂村埤角16之36號1樓,2000-11-01
嘉義縣政府,嘉義縣私立中正芝麻開門美術語文短期補習班,a074,minsyong@sesamevillage.tw,外語類,民雄鄉西安村進興街50號(1-2樓),1999-10-13
嘉義縣政府,私立融達文理短期補習班,,tusi@ms10.hinet.net,文理類,大林鎮平林里民生路511號(1~3樓),2007-07-13
嘉義縣政府,私立里米語文短期補習班,,,外語類,大林鎮西林里15鄰祥和路269號(1-2樓),2007-06-07
嘉義縣政府,私立晉昇文理短期補習班,,,文理類,嘉義縣大林鎮西林里1鄰忠孝路711號(1~2樓),2007-07-03
嘉義縣政府,私立欣欣文理短期補習班,,dsammishen@gmail.com,文理類,嘉義縣大林鎮新興街125號（1~2樓）,2008-09-03
嘉義縣政府,私立英美語文短期補習班,,fan0621@kimo.com,外語類,嘉義縣大林鎮中正路450號,2009-03-27
嘉義縣政府,私立僑英文理短期補習班,,,文理類,大林鎮西林里祥和路163號,2011-03-28
嘉義縣政府,嘉義縣私立立人文理短期補習班,,,文理類,民雄鄉東榮村建國路一段31巷52之3號(1~2樓),2012-09-14
嘉義縣政府,嘉義縣私立強數文理短期補習班,,,文理類,嘉義縣大林鎮平林里民權路72號1樓,2013-01-16
嘉義縣政府,嘉義縣私立輔升文理短期補習班,,,文理類,嘉義縣朴子市竹圍里10鄰博文街39號1樓,2013-08-19
嘉義縣政府,私立良育文理短期補習班,,jameschiayi@yahoo.com.tw,文理類,嘉義縣新港鄉福德村福德路143號(1~3樓),2010-02-04
嘉義縣政府,嘉義縣私立承運文理短期補習班,,benjamin8283@gmail.com,文理類,嘉義縣新港鄉新中路570號1樓,2013-03-01
嘉義縣政府,嘉義縣私立品昇全方位教育文理短期補習班,,,文理類,新港鄉福德村福德路136之1號(1樓),2015-01-06
嘉義縣政府,嘉義縣私立頂尖文理短期補習班,,2641235@gmail.com,文理類,大林鎮中正路567號1、2樓,2013-06-18
嘉義縣政府,嘉義縣私立佳蓓爾音樂短期補習班,,elainechang0920@yahoo.com,音樂、舞蹈類,嘉義縣大林鎮西林里19鄰中正路351巷1弄6號1樓,2013-11-12
嘉義縣政府,嘉義縣私立喬大文理短期補習班,,bigjob.package@msa.hinet.net,文理類,大林鎮平林里27鄰四維街21號1樓,2014-06-16
嘉義縣政府,嘉義縣私立展文文理短期補習班,,,文理類,水上鄉水上村進學街86巷11號(1~2樓),2015-04-08
嘉義縣政府,私立雅智音樂、語文短期補習班,,yg355088@gmail.com,外語類,大林鎮西林里祥和路249之1號1至2樓,2006-08-30
嘉義縣政府,私立正統心算短期補習班,,,商類：珠算、心算、會計,嘉義縣大林鎮明和里忠孝路593巷1號1樓,2006-02-24
嘉義縣政府,私立聖達文理短期補習班,,giraffe.judy@msa.hinet.net,文理類,嘉義縣溪口鄉坪頂村12鄰溪民路17號(1樓),2010-12-13
嘉義縣政府,嘉義縣私立沈老師文理短期補習班,,,文理類,溪口鄉溪東村忠孝街122號(1~2樓),2012-03-02
嘉義縣政府,私立正達文理短期補習班,,,文理類,嘉義縣義竹鄉義竹村102號(1樓),2010-09-21
嘉義縣政府,嘉義縣私立愛麗思文理短期補習班,,alice_1127@yahoo.com.tw,外語類,嘉義縣義竹鄉仁里村396號1、2樓,2013-01-09
嘉義縣政府,私立蔡老師文理短期補習班,00164,,文理類,布袋鎮興中里上海二街63號,2004-07-21
嘉義縣政府,私立小太陽文理短期補習班,,,文理類,布袋鎮中安里21鄰過溝中厝109之9號,2007-03-22
嘉義縣政府,私立小黑人音樂美語短期補習班,,,外語類,新港鄉新中路666號,2011-03-28
嘉義縣政府,嘉義縣私立喬茵文理短期補習班,,,文理類,民雄鄉福樂村光明二街238號1樓,2013-12-05
嘉義縣政府,嘉義縣私立威爾登美語短期補習班,,kellyyan0427@hotmail.com,外語類,民雄鄉東榮村文化路30之32號(1樓)、31號(1樓),2015-03-31
嘉義縣政府,財團法人天主教會嘉義教區附設嘉義縣私立星海文理短期補習班,,hkg@mail.cyc.edu.tw,文理類,義竹鄉仁里村423-1號(1樓),2015-10-01
嘉義縣政府,私立聖文美語短期補習班,,,外語類,大林鎮明和里甘蔗崙24之17號,2011-02-17
嘉義縣政府,私立文林語文短期補習班,a106,,外語類,大林鎮民權路187號,2001-05-02
嘉義縣政府,私立翰成升學文理短期補習班,a040,,文理類,朴子市大同東路106號,1998-03-06
嘉義縣政府,私立格林文理短期補習班,,greenenglish06@gmail.com,文理類,嘉義縣中埔鄉和美村中山路五段732巷76號1至2樓,2006-04-24
嘉義縣政府,私立非凡文理短期補習班,,mrkg@mail.cyc.edu.tw,文理類,中埔鄉和美村中山路五段732巷92號（1~3樓）,2007-12-06
嘉義縣政府,私立大佳巧語文短期補習班,,,文理類,嘉義縣中埔鄉鹽館村下庄仔96號1~3樓,2005-07-22
嘉義縣政府,私立喜學園文理短期補習班,a125,,文理類,中埔鄉隆興村大埕17號,2002-04-22
嘉義縣政府,私立新時代技藝短期補習班,a110,zoe860319@yahoo.com.tw,商類：珠算、心算、會計,中埔鄉和睦村中山路5段831號,2001-06-04
嘉義縣政府,嘉義縣私立鐘老師文理短期補習班,a075,,商類：珠算、心算、會計,中埔鄉和興村十二鄰武德街61巷30號,1999-12-04
嘉義縣政府,私立育嘉文理短期補習班,,,文理類,嘉義縣中埔鄉社口村檨子林58之7號（1~2樓）,2008-05-30
嘉義縣政府,嘉義縣私立天欣文理短期補習班,,yaling0636@yahoo.com.tw,文理類,中埔鄉和美村三和路60巷18號1~2樓,2012-08-08
嘉義縣政府,嘉義縣私立至捷文理短期補習班,,chienlin0930@yahoo.com.tw,文理類,嘉義縣中埔鄉和美村中山路5段737號1~3樓,2013-12-12
嘉義縣政府,私立佳佳珠算短期補習班,a052,kenji6006@yahoo.com.tw,商類：珠算、心算、會計,嘉義縣朴子市文化里新榮路103巷4號,1998-10-31
嘉義縣政府,私立姜老師珠算才藝短期補習班,a048,510228LY@gmail.com,文理類,嘉義縣水上鄉民生新村成功街12號,1998-06-25
嘉義縣政府,私立敦煌文理短期補習班,a081,geerschool@yahoo.com.tw,文理類,民雄鄉西安村5鄰復興路149號,1997-07-02
嘉義縣政府,嘉義縣私立孟修短期補習班,,lms6262htc@gmail.com,文理類,嘉義縣太保市祥和二路東段72號1樓,2019-11-12
嘉義縣政府,私立育成文理短期補習班,,,文理類,嘉義縣中埔鄉和睦村中山路五段727號(1~2樓),2010-02-06
嘉義縣政府,嘉義縣私立惟榮國中文理短期補習班,,,文理類,水上鄉水頭村中華路93號(1樓),2017-01-16
嘉義縣政府,高點數位科技股份有限公司附設嘉義縣私立高點建國文理短期補習班,,yiyi0411@mail.get.com.tw,文理類,民雄鄉裕農路191號(1樓),2018-07-03
嘉義縣政府,嘉義縣私立駿驊文理短期補習班,,chunhua2265295@outlook.com,文理類,嘉義縣民雄鄉西安村保生街162號1樓,2018-09-04
嘉義縣政府,嘉義縣私立布萊爾美語短期補習班,,,外語類,大林鎮明華路4號(1~2樓),2018-09-25
嘉義縣政府,嘉義縣私立智基科技開發股份有限公司嘉義分公司附設嘉義縣私立志光法商短期補習班中正分班,,,文理類,民雄鄉三興村神農二街5號1樓,2019-02-01
嘉義縣政府,嘉義縣私立至德資優文理短期補習班,,best.mind.wins@gmail.com,文理類,民雄鄉民族路42號4樓,2019-06-25
嘉義縣政府,嘉義縣私立湯姆士文理短期補習班,,,文理類,中埔鄉和美村中山路5段816號(1~2樓),2015-02-06
嘉義縣政府,私立來恩文理短期補習班中華分班,a107,,文理類,嘉義縣竹崎鄉和平村田寮路101號,2001-05-02
嘉義縣政府,私立高效能正音文理短期補習班,a111,,外語類,嘉義縣竹崎鄉竹崎村中華路91之6號1樓,2001-06-04
嘉義縣政府,私立令揚文理短期補習班,,,文理類,竹崎鄉竹崎村中華路135號(1~2樓),2009-12-18
嘉義縣政府,嘉義縣私立勤益文理短期補習班,,,文理類,竹崎鄉中山路205號1樓,2012-05-10
嘉義縣政府,嘉義縣私立崴聖文理短期補習班,,yijeng2468@hotmail.com,文理類,嘉義縣竹崎鄉內埔村盛市路13號1樓,2012-07-04
嘉義縣政府,私立愛森堡文理短期補習班,,,文理類,梅山鄉梅北村8鄰健康街239之1號,2010-05-06
嘉義縣政府,私立學友文理短期補習班,00027,,文理類,嘉義縣朴子市平和里十三鄰平和路1之10號,1997-06-02
嘉義縣政府,私立尉林文理短期補習班,a023,weilin3790408@yahoo.com.tw,文理類,嘉義縣朴子市南通路3段668號,1997-04-24
嘉義縣政府,私立漢唐語文珠算短期補習班,a020,hthotcs@yahoo.com.tw,文理類,嘉義縣朴子市南通路三段911號,1997-03-15
嘉義縣政府,私立學林語文才藝短期補習班,00122,,外語類,嘉義縣民雄鄉福樂村埤角548號,1996-01-11
嘉義縣政府,私立健智文理短期補習班,00005,,文理類,嘉義縣竹崎鄉灣橋村灣橋路100號,1995-04-07
嘉義縣政府,私立童年故事才藝中心短期補習班,才藝字第001,mail2000.com.tw,商類：珠算、心算、會計,嘉義縣梅山鄉梅東村中正路24號,1999-04-19
嘉義縣政府,私立吉利文理短期補習班,a113,,文理類,梅山鄉新興路144號,2001-06-14
嘉義縣政府,私立常春藤文理短期補習班,,,文理類,梅山鄉中山路14號(1樓),2007-03-01
嘉義縣政府,嘉義縣私立偉民文理短期補習班,,,文理類,梅山鄉中山路430號(1-2樓),2016-10-14
嘉義縣政府,私立名興文理短期補習班,00166,,文理類,嘉義縣番路鄉下坑村四鄰菜公店108號之21號(1~2樓),2004-10-08
嘉義縣政府,私立莫札特音樂短期補習班,a103,,音樂、舞蹈類,嘉義縣水上鄉粗溪村20之173號4樓,2001-03-30
嘉義縣政府,私立洋洋文理短期補習班,,,文理類,中埔鄉中埔村中埔23巷9號（1~2樓）,2008-05-20
嘉義縣政府,嘉義縣私立加大文理短期補習班,,cyjd101@gmail.com,文理類,水上鄉民生村忠孝街91號1~2樓,2012-04-05
嘉義縣政府,嘉義縣私立育昇語文短期補習班,00156,susan26252000@yahoo.com.tw,文理類,太保市前潭里188之8號3樓、太保市前潭里188之12號3樓,2004-02-24
嘉義縣政府,嘉義縣私立明仁文理短期補習班,a019,andrew19742222@yahoo.com.tw,文理類,民雄鄉興中村江厝店33之2號,1997-03-03
嘉義縣政府,嘉義縣私立資優生文教機構短期補習班,a096,talented@xuite.net,外語類,嘉義縣朴子市大同路356號,2000-11-13
嘉義縣政府,私立叮噹語文短期補習班,a060,viga.lin@msa.hinet.net,文理類,嘉義縣鹿草鄉西井村鹿草路282、286號2F,1999-02-23
嘉義縣政府,私立世外桃源文理短期補習班,00167,,文理類,嘉義縣番路鄉下坑村下坑33之1號1樓,2004-11-05
嘉義縣政府,私立貓頭鷹短期補習班大林分班,,,外語類,大林鎮平林里29鄰民權路70號,2019-09-19
嘉義縣政府,私立芥菜種(蒂娜)文理短期補習班,a114,,文理類,竹崎鄉和平村中華路2號2~3樓,2001-06-18
嘉義縣政府,嘉義縣私立全腦文理短期補習班,,,文理類,朴子市竹圍里18鄰博文街52號,2019-09-11
