地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間
桃園市政府,朝陽富元教育股份有限公司附設私立朝揚文理語文短期補習班東興分班,,jy3169958@gmail.com,文理類,中壢區廣州路85號1至3樓,2003-06-17
桃園市政府,私立儒林文理短期補習班,,aliaru2829@gmail.com,文理類,桃園區民權路6號8樓之1、2、3及5樓之1,2001-06-22
桃園市政府,私立蕎伊音樂短期補習班,,Reverg2674@yahoo.com.tw,音樂、舞蹈類,桃園區延平路50號、50之1號,2011-11-11
桃園市政府,私立酷科學美語文理短期補習班,,olive1229@hotmail.com,文理類,桃園區中埔一街88巷72號1樓及夾層,2017-11-29
桃園市政府,私立佳昌語文數學文理短期補習班,,joynanshih@gmail.com,外語類,平鎮區中豐路南勢二段239號1-2樓,2017-01-09
桃園市政府,私立李紹陽文理語文短期補習班同德分班,,,文理類,桃園區永安北路280號1至2樓,2011-01-26
桃園市政府,揚信股份有限公司附設私立揚才文華文理短期補習班,,uhuh90473@gmail.com,文理類,龜山區文化七路75號1-3樓,2020-12-21
桃園市政府,私立內立文城文理短期補習班,,neiliwinchamp@gmail.com,文理類,中壢區信義路59號1-2樓,2019-11-18
桃園市政府,私立碩成文理語文數學美術短期補習班,,a0920231915@gmail.com,文理類,中壢區中正路四段88巷8號1-2樓,2019-06-26
桃園市政府,私立立林美語文理短期補習班,,lilin.cram.after@gmail.com,文理類,楊梅區大同里新農街155號4樓,2005-04-06
桃園市政府,"何嘉仁文教事業股份有限公司附設私立智妍英語短期補習班 ",,hs3731@hess.com.tw,外語類,桃園市桃園區中正路1249號1樓,2006-01-25
桃園市政府,私立拓源文理語文短期補習班,,tact.nkgm8888@gmail.com,文理類,蘆竹區南順四街39號1樓,2017-02-13
桃園市政府,高點數位科技股份有限公司附設私立高點文理短期補習班,,judy@mail.get.com.tw,文理類,中壢區中山路100號14樓,2010-03-16
桃園市政府,學生閣有限公司附設私立夏恩惟登文理語文短期補習班,,carol_1688@yahoo.com,文理類,中壢區福德路98號1-2樓,2016-04-12
桃園市政府,私立文昌文理語文短期補習班,,,文理類,大園區致遠一路41號1-3F,2007-03-27
桃園市政府,私立少芃文理美語短期補習班,,sp4829182@yahoo.com.tw,文理類,楊梅區文化街347巷17號1至2樓,2001-03-27
桃園市政府,私立大灣美語短期補習班大業分班,,gloria@glo.com.tw,外語類,桃園區大業路一段351號1樓及夾層,2007-01-24
桃園市政府,私立盛彬文理語文短期補習班,,lwhite01@ms32.hinet.net,文理類,中壢區富村街26號1樓及富裕街16號1樓,2007-05-02
桃園市政府,私立埼安語文文理短期補習班,,hsingli.mail@hotmail.com,文理類,中壢區中央西路2段148號3樓,2012-07-05
桃園市政府,私立亞斯大美語數學文理短期補習班,,asuperteam.edu@gmail.com,文理類,龜山區自強西路124號1-2樓,2018-10-22
桃園市政府,私立欣奕語文文理短期補習班,,h368456@yahoo.com.tw,文理類,楊梅區新農街280號1樓及夾層,2008-10-22
桃園市政府,私立快樂童心園數學語文短期補習班,,ping_0831@yahoo.com.tw,文理類,蘆竹區南昌路260號1樓,2012-10-30
桃園市政府,私立奇果數學語文短期補習班,,carolhsu18@yahoo.com.tw,文理類,平鎮區廣義街25巷32號1樓,2018-05-15
桃園市政府,私立廷和語文文理短期補習班,,,文理類,平鎮區延平路一段146號3樓,2012-10-08
桃園市政府,私立傑飛文理語文短期補習班,,bye331182@gmail.com,文理類,大溪區中華路350號1樓,2013-12-17
桃園市政府,私立峰韻音樂技藝短期補習班,,amanda1357900@yahoo.com.tw,音樂、舞蹈類,桃園市桃園區同德十一街5號1-2樓,2013-07-09
桃園市政府,私立安心珠心算文理短期補習班,,mother7442@yahoo.com.tw,文理類,八德區介壽路二段933巷23號1至2樓,2000-03-31
桃園市政府,朝陽富元教育股份有限公司附設私立朝揚文理短期補習班龜山分班,,jy3169958@gmail.com,文理類,龜山區光峯路6之1號2-3樓,2020-12-21
桃園市政府,私立乘究文理美語數學短期補習班,,hardakay@gmail.com,文理類,桃園區經國路280號2樓,2017-08-10
桃園市政府,私立溫格爾語文短期補習班,,sheensheen489@yahoo.com.tw,外語類,龍潭區龍華路一段8號2-3樓,2018-03-04
桃園市政府,私立瑞吉歐文理短期補習班,,reggioscience@gmail.com,文理類,中壢區榮安一街221號1-5樓,2016-06-20
桃園市政府,私立菁英美語短期補習班,,a2811319@hotmail.com,外語類,中壢區新明路129號1~2樓,2008-03-20
桃園市政府,私立淇奧數學語文短期補習班,,t3111890@gmail.com,外語類,蘆竹區南順一街6號1樓,2020-10-23
桃園市政府,私立蓋文文理語文短期補習班,,austin.qingpu@msa.hinet.net,文理類,大園區新生路四段127號1-2樓,2020-10-07
桃園市政府,私立君冠音樂短期補習班,,june3165058@gmail.com,音樂、舞蹈類,桃園區中埔二街220號1-2樓,2020-10-16
桃園市政府,私立嘉全語文短期補習班,,hs2226@hess.com.tw,外語類,八德區大忠街88號4樓,2020-10-12
桃園市政府,私立麥思特彼斯文理語文數學短期補習班,,dawsontu@hotmail.com,文理類,桃園區經國路242之1號3樓,2020-10-05
桃園市政府,私立辰學語文文理數學短期補習班,,coldunicorn@hotmail.com,文理類,桃園區莊一街110號2樓,2020-09-28
桃園市政府,精英國際教育管理顧問股份有限公司私立精湛文理短期補習班,,elite0000957@gmail.com,文理類,大園區菓林路119號1樓,2020-08-11
桃園市政府,群曜事業有限公司附設私立捷進文理短期補習班,,office1314@yahoo.com.tw,文理類,蘆竹區光明路一段60巷22號3樓,2020-06-15
桃園市政府,私立第一樂章音樂短期補習班,,kawaiopusone@hotmail.com,音樂、舞蹈類,八德區興豐路770號1樓,2020-04-16
桃園市政府,私立新冠智文理語文數學短期補習班,,jjay0318@gmail.com,文理類,桃園區東國街31號1-2樓,2020-06-02
桃園市政府,私立逸學文理語文數學短期補習班,,naluto8254@gmail.com,文理類,蘆竹區光明路一段132號1-2樓,2020-06-02
桃園市政府,私立科錥語文短期補習班,,suenyeech@gmail.com,外語類,蘆竹區吉林路128號1樓,2013-05-08
桃園市政府,私立斯恩數學語文短期補習班,,lily0920618827@gmail.com,外語類,蘆竹區吉林路119號(1樓),2020-02-06
桃園市政府,私立夏老師文理美語短期補習班,,tdjason0203@gmail.com,文理類,平鎮區金陵路2段40號1至3樓,2001-03-19
桃園市政府,私立宇飛語文數學文理短期補習班,,juanyumin@gmail.com,文理類,桃園區成功路一段31之2號3樓,2020-12-30
桃園市政府,私立旗艦美語數學短期補習班,,formonkey2007@hotmail.com,外語類,蘆竹區南竹路一段97號1-2樓,2016-07-06
桃園市政府,私立南英珠心算短期補習班,,,商類：珠算、心算、會計,龜山區忠義路二段489巷61號1樓,2001-09-10
桃園市政府,私立紐曼文理短期補習班,,huihsuanchen8557@gmail.com,文理類,楊梅區新農街483號1-2樓,2017-04-21
桃園市政府,私立華鐸美語文理短期補習班,,,文理類,大園區中山南路247號1-2樓,2006-09-22
桃園市政府,私立文緯數學短期補習班,,johnny301099@yahoo.com.tw,其他類,中壢區松德路28號1樓,2020-10-22
桃園市政府,雲門國際事業股份有限公司附設私立雲門舞集春日舞蹈短期補習班,,spring@cgds.com.tw,音樂、舞蹈類,桃園區春日路656號2樓,2003-09-24
桃園市政府,私立予智語文文理短期補習班,,patrickwu0725@gmail.com,外語類,蘆竹區南平街56號2樓、58號2樓,2007-08-02
桃園市政府,揚英教育科技股份有限公司附設私立揚英文理技藝美語短期補習班,,yeneng8245@gmail.com,文理類,楊梅區新農街88號2~4樓,2007-11-21
桃園市政府,私立馨勵德文理語文數學短期補習班,,id4son@pchome.com.tw,文理類,平鎮區廣德街192巷21號1-4樓,2009-09-23
桃園市政府,私立潮流舞蹈短期補習班,0329,,音樂、舞蹈類,中壢區長江路102號1-2樓,1986-01-17
桃園市政府,私立大功語文文理短期補習班,,addwin.wjg@gmail.com,文理類,八德區建國路1170號1-4樓,2008-02-20
桃園市政府,私立尚德語文文理短期補習班,,cly1112@gmail.com,文理類,桃園區中埔一街121號1.2.5樓及123號2.5樓,2013-12-30
桃園市政府,菁英國際文教事業有限公司桃園分公司附設私立菁英國際語文短期補習班,,,外語類,桃園區復興路180號3樓,2008-01-08
桃園市政府,私立力成數學語文短期補習班,,p19670610@gmail.com,外語類,中壢區福德路112號1樓,2020-10-20
桃園市政府,私立威佛文理語文數學短期補習班,,ns0931139866@icloud.com,文理類,中壢區成都路48號1-4樓,2007-08-29
桃園市政府,私立育昇文理數學美語自然短期補習班,,ys3645050@yahoo.com.tw,文理類,桃園區陽明9街45號及47號1至2樓、43號1-4樓,2001-12-06
桃園市政府,私立柏喬美語短期補習班,,,外語類,桃園區吉昌街214號1-2樓,2008-02-18
桃園市政府,私立小瓢蟲美語短期補習班,0096,ladybug.eng@gmail.com,外語類,楊梅區中山北路2段265巷48之1號3樓,1999-03-24
桃園市政府,私立龍祥語文數學自然短期補習班,,longtankids@yahoo.com.tw,外語類,桃園市龍潭區中正路221號3-4樓,2020-03-19
桃園市政府,私立僑城英語數學文理短期補習班,,,文理類,大溪區仁善街96號2-3樓,2014-02-12
桃園市政府,私立裕登美語文理短期補習班,,Melton.kid@gmail.com,文理類,平鎮區新光路四段161號1樓及夾層,2020-11-23
桃園市政府,私立河音音樂短期補習班,,a2497466@yahoo.com.tw,音樂、舞蹈類,桃園區復興路280號2樓,2020-11-11
桃園市政府,私立愛學習文理語文數學心算短期補習班,,demi5423demi5423@yahoo.com,文理類,大溪區員林路一段229號1樓(部分)及2-4樓,2018-08-08
桃園市政府,私立育苗美語文理短期補習班,,cenerentolacarina@gmail.com,文理類,"桃園市平鎮區廣達里15鄰廣平街70號1,2,3樓",2013-09-27
桃園市政府,私立英代語文短期補習班中壢分班,,eva@egl.com.tw,外語類,中壢區中央東路88號9樓,2005-12-15
桃園市政府,私立陳群文理美語短期補習班,,sharonfd170@gmail.com,文理類,觀音區中正路221巷66號1-4樓,2007-03-18
桃園市政府,私立喬恩美語短期補習班,,a0972878023@gmail.com,外語類,八德區忠勇六街93號1樓,2016-06-02
桃園市政府,私立宏達文理短期補習班,,hd4721@yahoo.com.tw,文理類,蘆竹區南竹路一段160號1-3樓,2005-10-17
桃園市政府,私立安傑立美語短期補習班,,penny.giraffe@kimo.com,外語類,桃園區天祥五街5號1-2樓,2006-11-07
桃園市政府,私立九歌美語作文珠心算短期補習班,,a0933938126@gmail.com,外語類,桃園區昆明路142號2樓及4樓,2002-12-09
桃園市政府,私立格林威治英語短期補習班,,Jasmine.h429@gmail.com,外語類,龜山區長慶三街36號1樓,2020-11-16
桃園市政府,私立永祥美語短期補習班,0423,hs1040@hess.com.tw,外語類,桃園區中正三街270號3樓,2000-12-28
桃園市政府,私立小牛頓語文技藝短期補習班,,kc.nanmei.yahoo.com.tw,外語類,蘆竹區福祿一街29號1樓,2008-07-01
桃園市政府,私立貝貝鹿美語短期補習班,,,外語類,八德區介壽路二段933巷3號1至3樓,2003-04-14
桃園市政府,私立瀚學文理美語短期補習班,,wang530813@gmail.com,文理類,八德區介壽路二段927號1-3樓及933巷5號1-3樓,2005-05-06
桃園市政府,私立育欣語文數學短期補習班,,shane.ty5@msa.hinet.net,外語類,中壢區榮安十三街68號1-4樓,2007-03-15
桃園市政府,私立佑晉美語數學短期補習班,,elleen@superfish.ath.cx,外語類,桃園區龍泉二街66號1-3樓,2005-07-13
桃園市政府,私立美美育育音樂短期補習班,,Chunglil@Kidsmusic.com.tw,音樂、舞蹈類,中壢區民族路174號4樓及4樓之1,2011-06-08
桃園市政府,私立華葳美語短期補習班,,dawsontu@hotmail.com,外語類,桃園區經國路525號2樓,2007-10-09
桃園市政府,私立洛荋得美語短期補習班,,terriym_98@hotmail.com,外語類,桃園區莊一街180號1樓,2007-05-21
桃園市政府,私立惠文文理美語數學短期補習班,,fu3670286@yahoo.com.tw,文理類,桃園區榮華街64巷116號3樓,2002-03-21
桃園市政府,私立加大美語珠心算短期補習班,0455,a0963303204@gmail.com,外語類,"平鎮區廣德街93號1,2樓",2001-03-09
桃園市政府,私立晉儒語文數學短期補習班,,amy.konwen@gmail.com,文理類,桃園區延平路210號1-2樓,2020-10-23
桃園市政府,私立志學文理短期補習班,,dilyslo2000@yahoo.com.tw,文理類,龍潭區中正路239號2樓,2013-06-26
桃園市政府,私立傑西魔法美語文理短期補習班,,jessiemagicschool@gmail.com,外語類,楊梅區大模街57號1至2樓及33號1樓,2002-10-11
桃園市政府,私立愛迪兒英語會話短期補習班,0091,,外語類,蘆竹區五福一路196號3樓,1998-05-29
桃園市政府,私立康橋美語會話短期補習班,,carissa95@gmail.com.tw,外語類,蘆竹區五福村7鄰五福路35號2樓,2011-12-06
桃園市政府,私立奇士威美語短期補習班,,joanne19710217@hotmail.com,外語類,蘆竹區中山路125巷1號1、2樓,2004-11-16
桃園市政府,私立大立昇文理語文短期補習班同安分班,,Sunrisekidcastle@yahoo.com.tw,文理類,桃園區同德十一街3號2-3樓,2015-12-17
桃園市政府,私立曉楊文理數學短期補習班,,A0939007918@yahoo.com.tw,文理類,平鎮區新富街70巷32號1-3樓,2015-08-10
桃園市政府,劍橋國際留遊學有限公司附設私立劍橋國際語文短期補習班,,jlhenrychang@gmail.com,外語類,桃園區大業路一段126號2至3樓,2016-04-27
桃園市政府,私立呂承瑾音樂短期補習班,,kevin19921208@yahoo.com.tw,音樂、舞蹈類,桃園區三元街67巷7號1-2樓,2020-07-03
桃園市政府,私立得益美語數學短期補習班,,leader2010@livemail.tw,文理類,平鎮區湧安路12號1-3樓,2011-06-02
桃園市政府,私立學育文理數學語文短期補習班,,sg4616518@yahoo.com.tw,文理類,中壢區自強六路55號1樓、53號2樓及復華街212號2樓,2012-08-07
桃園市政府,私立衛理美語短期補習班,,Wesley2preschool99@gmail.com,外語類,桃園區中正路1388號1-2樓,2020-08-24
桃園市政府,私立梓琦美語文理短期補習班,,chioumay@xuite.net,外語類,中壢區信義路115號1樓,2006-07-18
桃園市政府,私立英斯特文理美語短期補習班,,instant8770@gmail.com,文理類,楊梅區中山北路2段87巷1號1-2F,2006-06-02
桃園市政府,私立致廷美語短期補習班,,,外語類,中壢區成功路79巷42號1-2樓,2006-06-12
桃園市政府,私立誠功文理短期補習班,0186,tycg3366799@gmail.com,文理類,桃園區大同路11號3樓,1998-06-01
桃園市政府,私立豆子音樂短期補習班,,tcdrum.rockstudio@gmail.com,音樂、舞蹈類,龜山區長峰路112號1樓,2019-06-25
桃園市政府,私立藝文藝術城堡音樂美術短期補習班,,ewinarts@gmail.com,音樂、舞蹈類,桃園區同安街409之1號1-2樓,2020-09-01
桃園市政府,立譜文教興業有限公司附設私立立譜語文數學短期補習班永順分班,,yongshun.ty@eagletw.com,外語類,桃園區永順街113-1巷5號1-4樓,2016-12-06
桃園市政府,私立三希堂文理美語數學短期補習班,,k1215ent@gmail.com,文理類,八德區高城八街21號2樓,2018-04-26
桃園市政府,私立周佳教文理短期補習班,0111,,文理類,桃園區中山東路50號1樓,1988-09-23
桃園市政府,私立日昇文理短期補習班,0157,,文理類,桃園區埔新路26號12樓,1997-05-19
桃園市政府,私立引舞短期補習班,0349,leadingdancetaiwan@gmail.com,音樂、舞蹈類,桃園區成功路二段28號2樓,1997-11-28
桃園市政府,私立諾貝爾文理語文短期補習班,0196,gonobel@seed.net.tw,文理類,桃園區中山北路45號1至3樓,1999-04-07
桃園市政府,私立育才文理美語短期補習班,0190,school920601@yahoo.com.tw,文理類,八德區廣福路20巷12號1-2樓,1999-02-10
桃園市政府,私立元陽珠心算美語短期補習班,,wenchen119@yahoo.com.tw,外語類,龜山區明德路26號1.2樓,2005-03-14
桃園市政府,私立群倫文理語文短期補習班,0179,fionpan@livemail.tw,文理類,龜山區頂興路2巷12號1-3樓,1998-05-19
桃園市政府,私立嘉維美語短期補習班,,hs2123@hess.com.tw,外語類,蘆竹區中山路187號2樓之1,2008-02-25
桃園市政府,私立大文豪語文文理短期補習班,,gonobel@seed.net.tw,文理類,桃園區大興西路2段7號2樓,2007-01-22
桃園市政府,私立科喬美語文理短期補習班,,S122355662@gmail.com,文理類,中壢區榮民南路278號1-2樓,2006-06-20
桃園市政府,私立大格文理語文短期補習班,0038,fudan.live@gmail.com,文理類,平鎮區廣成街1號1-3樓,1989-09-01
桃園市政府,私立揚名文理短期補習班,0147,lfhj2339@gmail.com,文理類,平鎮區振興路90號1至2樓,1997-03-27
