代號,補習班,班址,電話,立案文號,立案日期
42202104080001,臺中市私立藝家人文理短期補習班,臺中市太平區新明街59巷17號1-2樓,(04)23920429,中市教終字第1100022782號,2021-04-08
42202103180001,臺中市私立錴達文理短期補習班,臺中市潭子區興華一路433號1-2樓,0988519560,中市教終字第1100021184號,2021-04-07
42202103290001,臺中市私立福幼文理短期補習班,臺中市沙鹿區鎮南路二段438號1-2樓,(04)26330122,中市教終字第1100015091號,2021-03-29
42202103230001,臺中市私立優多文理短期補習班,臺中市沙鹿區光華路367號1-2樓,(04)26633088,中市教終字第1100019314號,2021-03-23
42202103150001,台灣透客文教有限公司附設臺中市私立透客語言短期補習班,台中市西區臺灣大道二段335號1-2樓,(04)23260342,中市教終字第1100015730號,2021-03-15
42202103090001,臺中市私立勝必思文理短期補習班,臺中市西屯區洛陽路34號1-4樓,04-23120667,中市教終字第1100013568號,2021-03-10
42202102220001,臺中市私立菁奇文理短期補習班,臺中市豐原區文昌街147號1-2樓,(04)25131500,中市教終字第1100013668號,2021-03-08
42202102080001,臺中市私立加佳文理短期補習班,臺中市大雅區雅環路三段59號1-4樓,(04),中市教終字第1100009332號,2021-02-09
42202102050001,臺中市私立祥德文理短期補習班,"臺中市北屯區豐樂北二路9號,使用樓層1-2樓",(04)24229455,中市教終字第110號,2021-02-05
42202012210001,臺中市私立月杉吉綜合文理短期補習班,臺中市南屯區河南路4段334號1-3樓,(04)22500988,中市教終字第1100007351號,2021-02-03
42202102010001,臺中市私立開心文理短期補習班,臺中市潭子區頭張路二段73號1-2樓,(04)2534-0210,中市教終字第1100007349號,2021-02-01
42202101260001,臺中市私立紅石數位文理短期補習班,臺中市西屯區大容東街90號6樓之2,(04)23260567,中市教終字第1090112725號,2021-01-26
42202101250001,臺中市私立叡學文理短期補習班,臺中市清水區五權東路71號1-2樓,(04)2623-2997,中市教終字第1100005457號,2021-01-26
42202101140001,臺中市私立尚盈文理短期補習班,臺中市西屯區至善路70號1-2樓,(04)2452-3072,中市教終字第1090112727號,2021-01-14
42202101140002,臺中市私立嘉虹文理短期補習班,"北屯區臺中市北屯區景賢路151號,使用樓層1-2樓",(04)24377319,中市教終字第1090110628號,2021-01-14
42202101040001,臺中市私立新藍海文理短期補習班,臺中市西屯區大墩十八街183號3樓之1,(04)23201479,中市教終字第1090113429號,2021-01-04
42202012310001,臺中市私立捷宇文理短期補習班,臺中市太平區中平路133號1-4樓,(04)22782088,中市教終字第1090112723號,2020-12-31
42202012180001,臺中市私立莘快樂兒童文理短期補習班,臺中市南屯區忠勇路77之2號1-4樓,(04)23812012,中市教終字第1090111014號,2020-12-30
42202101290001,臺中市私立樹禮文理短期補習班,臺中市北屯區軍福十三路395號(使用樓層1-4樓),0921-369563,府教終字第10901008088號,2020-12-29
42202012280001,臺中市私立享玩文理技藝短期補習班,臺中市西區五權五街275號2樓,(04),中市教終字第1090107101號,2020-12-29
42202012220001,臺中市私立智昇文理短期補習班,臺中市大里區永隆路191號1樓梯間及2-4樓,(04)2407-3367,041090110101,2020-12-22
42202011130001,臺中市私立立毅學創文理短期補習班,臺中市豐原區豐東路26-6號1-3樓,(04)25153270,中市教終字第1090107518號,2020-12-21
42202012170001,美甲花有限公司附設臺中市私立花美甲美甲短期補習班,臺中市南區福田五街28號1-2樓,(04)2265-9338,中市教終字第1090103699號,2020-12-18
42202101080001,蘋果芽數位科技股份有限公司附設臺中市私立橘子蘋果電腦短期補習班,北屯區臺中市北屯區安順二街35號(使用樓層1-3樓),(04),中市教終字第1090104298號,2020-12-17
42202012160001,臺中市私立哈佛領袖文理技藝短期補習班,臺中市太平區長億十一街150號1-4樓,(04)22793000,中市教終字第1090108175號,2020-12-17
42202012100001,芃博顧問股份有限公司附設臺中市私立芃博美語短期補習班,臺中市太平區新福路878、880號一樓及夾層,0919663420,中市教終字第1090104365號,2020-12-10
42202012030001,臺中市私立光明文理短期補習班,臺中市烏日區三榮路二段428號4樓,(04)23362936,中市教終字第1090104366號,2020-12-03
42202012020001,臺中市私立合美文理技藝短期補習班,大里區爽文路995號1-4樓,(04)2406-3266,中市教終字第1090100698號,2020-12-02
42202011230001,臺中市私立蘭妹音樂短期補習班,西區民生路402巷5號1-2樓,0987-599-287,中市教終字第1090097152號,2020-11-23
42202012010001,臺中市私立多元教育文理短期補習班,北屯區臺中市北屯區軍功路1段539號(使用樓層1-3樓),(04)-24360084,中市教終字第1090099312號,2020-11-23
42202011120001,臺中市私立杰品文理短期補習班文華分班,臺中市西屯區文心路三段201之4號4樓,(04)22983838,中市教終字第1090091925號,2020-11-13
42202011110001,臺中市私立音樂屋音樂短期補習班,西區五權一街7號1樓,(04)2372-0706,中市教終字第1090093381號,2020-11-11
42202011090001,臺中市私立圓通達技藝文理短期補習班,臺中市大雅區神林南路637號1樓,(04)25665666,中市教終字第1090094788號,2020-11-09
42202012020002,臺中市私立芸集舞蹈短期補習班,臺中市北屯區昌平路2段134號(使用樓層1-3樓),(04)24211455,中市教終字第1090090973號,2020-11-06
42202011050001,臺中市私立莎曼珊文理短期補習班,臺中市西屯區西屯路三段166之91號1-4樓,(04)24613596,中市教終字第1090094822號,2020-11-05
42202010280001,臺中市私立田心文理短期補習班,臺中市豐原區育德街95號1樓,(04)25282119,中市教終字第1090088284號,2020-11-05
42202011030001,臺中市私立杰生旗艦文理短期補習班,臺中市太平區太順路860號1-4樓,(04)23955289,中市教終字第1090094754號,2020-11-04
42202011020001,臺中市私立冠傑文理短期補習班,大里區益民路一段155號1-2樓,(04)2486-3568,中市教終字第1090091177號,2020-11-02
42202010290001,臺中市私立布谷鳥文理短期補習班,臺中市大甲區新政路10號1-2樓,(04)26800951,中市教終字第1090093556號,2020-10-29
42202010210001,臺中市私立東苑惠文技藝短期補習班,臺中市南屯區公益路二段445號1-4樓,(04)22491375,中市教終字第1090092397號,2020-10-28
42202010280002,臺中市私立亞陞博德文理短期補習班,臺中市沙鹿區中山路139之1號1-4樓,(04)26626565,中市教終字第1090086308號,2020-10-28
42202010190001,光得文教事業有限公司附設私立臺中市私立光得文理短期補習班,臺中市沙鹿區中山路202號1-3樓,(04)26656877,中市教終字第1090084256號,2020-10-20
42202007170001,臺中市私立茂陽文理短期補習班,臺中市豐原區南陽路299-9號2樓,(04)25297048,中市教終字第1090088338號,2020-10-16
42202010120001,臺中市私立極限翻轉學院文理電腦短期補習班,大里區新南路176-1號1-3樓,(04)2483-5672,中市教終字第1090080989號,2020-10-13
42202010130001,臺中市私立杰品文理短期補習班,臺中市西屯區逢甲路216號1-2樓,(04)24515168,中市教終字第1090084254號,2020-10-13
42202010240001,閎富文教有限公司附設臺中市私立閎富文理短期補習班,北屯區臺中市北屯區北屯路198-1號(使用樓層1-3樓),(04)22338679,中市教終字第1090086767號,2020-10-12
42202009280001,臺中市私立嘉人文理短期補習班,臺中市大里區東湖路190號1-2樓,(04)24952468,中市教終字第1090079965號,2020-09-29
42202009250001,臺中市私立方興文理短期補習班,臺中市西屯區福科路516號1-2樓,(04)24637665,中市教終字第1090083335號,2020-09-26
42202009220001,臺中市私立惠橋文理短期補習班,臺中市西屯區青海路二段71號1-2樓,(04)23125559,中市教終字第1090080988號,2020-09-22
42202009220002,德恩文教事業有限公司附設臺中市私立德恩文理短期補習班,臺中市西屯區漢口路二段11號1-2樓,(04)23123668,中市教終字第1090078131號,2020-09-22
42202010040001,臺中市私立創新英語短期補習班,臺中市北區漢口路3段13號(使用樓層1-3樓),"(04)2291 0116",中市教終字第1090075839號,2020-09-18
42202009180001,罟文達股份有限公司附設臺中市私立罟文達文理短期補習班,臺中市東區進化路272-3號1-2樓,(04)23600272,中市教終字第1090080300號,2020-09-18
42202009170001,臺中市私立華昇文理短期補習班,大里區東榮路141號1-3樓,(04)2487-2316,中市教終字第1090079982號,2020-09-17
42202009160001,百世教育科技股份有限公司附設臺中市私立百世文理技藝短期補習班,臺中市南區福田路62號1-4樓,(04)22656158,中市教終字第1090079118號,2020-09-16
42202007310001,聚童樂國際顧問有限公司附設臺中市私立見齊文理短期補習班,臺中市南屯區文心路一段371號3樓之2,(04)22586881,中市教終字第1090078800號,2020-09-14
42202009090001,臺中市私立蕾貝嘉英語短期補習班,臺中市西區五權西四街158號1-2樓,0928-919503,中市教終字第1090078092,2020-09-11
42202009030001,臺中市私立志懋大業文理短期補習班,臺中市南屯區大昌街526號1樓及地下1樓,(04)23283928,中市教終字第1090077262號,2020-09-10
42202009040001,臺中市私立夏安文理短期補習班,臺中市南屯區文山東一巷1號1-4樓,(04)23809799,中市教終字第1090077264號,2020-09-10
42202007310002,人仁資優文化事業有限公司附設臺中市私立上仁文理短期補習班,臺中市豐原區中正路411號、411號2樓,(04)25250788,中市教終字第1090074580號,2020-09-03
42202008310002,臺中市私立純白舍技藝短期補習班,北屯區臺中市北屯區三光巷49之1號1-2樓,0928029686,中市教終字第1090073710號,2020-08-31
42202008310001,臺中市私立呈真文理短期補習班,臺中市烏日區榮泉路193號1-4樓,(04)23369800,中市教終字第1090073478號,2020-08-31
42202008260001,臺中市私立艾樂曼文理短期補習班,大里區向學一路70號1-3樓,0932-627-001，24935037,中市教終字第1090072817號,2020-08-26
42202008180001,臺中市私立大學門文理短期補習班育才分班,臺中市北區尊賢街9號3樓,(04)22216277,中市教社字第1090065640號,2020-08-18
42202008140001,臺中市私立圓周文理短期補習班,臺中市龍井區遊園南路277號1-3樓,(04)26520672,中市教終字第1090069393號,2020-08-14
42202008040001,巨匠電腦股份有限公司附設臺中市私立巨匠東大日語文理短期補習班公益分班,臺中市西區公益路155巷9號3樓之1,(04)23025118,中市教終字第1090066000號,2020-08-04
42202006300001,臺中市私立彩虹梵谷美術短期補習班,臺中市豐原區南村路9號2樓,(04)25153299,中市教終字第1090064178號,2020-07-31
42202007300001,臺中市私立聖恩菁英文理短期補習班,臺中市大肚區仁德路81號1-2樓,26983312,中市教終字第1090063220號,2020-07-30
42202007300002,臺中市私立精明文理短期補習班,臺中市西屯區精明一街3號1-2樓,(04)23107579,中市教終字第1090057799號,2020-07-30
42202011180001,臺中市私立天堂鳥文理技藝短期補習班,北屯區臺中市北屯區昌平路2段20-1-1號(使用樓層1-3樓),(04)24223469,中市教終字第1090093500號,2020-07-28
42202006230002,放學趣國際教育股份有限公司附設臺中市私立享學趣文理技藝短期補習班,臺中市南屯區干城街328號3樓之2,(04)22536677,中市終字第1090058472號,2020-07-22
42202007160001,臺中市私立詮品文理短期補習班,臺中市北屯區軍福13路369號1-4樓,(04)24361668,"中市教終字第1090052627 號",2020-07-16
42202007140001,臺中市私立愷偲創藝舞集舞蹈短期補習班,臺中市南區興大路188號1樓,0937-742967,中市教終字第1090059358號,2020-07-15
42202007130001,臺中市私立云翔文理技藝短期補習班,臺中市北屯區瀋陽路3段79號1-3樓,0422431002,中市教終字第1090054795號,2020-07-13
42202007210001,思學文教有限公司附設臺中市私立明光仁美文理短期補習班,北屯區臺中市北屯區崇德路3段127號1-2樓,(04)22439777,中市教終字第1090052819號,2020-07-09
42202007080001,臺中市私立大明新文理短期補習班,臺中市大雅區雅環路三段69號1-4樓,(04)25651067,中市教終字第1090047524號,2020-07-08
42202007070001,臺中市私立數智文理短期補習班,臺中市烏日區三榮15路22號1樓,(04)23366260,中市教終字第1090053551號,2020-07-07
42202006010003,臺中市私立恩仁文理短期補習班南陽分班,臺中市豐原區自強街36號1-4樓,(04)25158828,中市教終字第1090056537　號,2020-07-07
42202007010001,臺中市私立十又五文理短期補習班,大里區立新二街115號2樓,(04)2275-1680,中市教終字第1090055617號,2020-07-01
42202005210002,臺中市私立佑霖文理短期補習班,臺中市豐原區豐東路34號1-3樓,0985681213,中市教終字第1090053552號,2020-06-30
42201912300003,臺中市私立索丹斯舞蹈短期補習班,臺中市南屯區向上路1段621號1-2樓,(04),中市教終字第1090052915號,2020-06-23
42202006010002,星樂美語文理有限公司附設臺中市私立星樂文理短期補習班,臺中市南屯區永春東路353號1樓、夾層、2樓,(04)24736870,中市教終字第1090053196號,2020-06-23
42202005210001,臺中市私立飛悅音樂短期補習班,臺中市豐原區中興路31之5號1-3樓,0989934919,中市教終字第1090051621號,2020-06-22
42202006230001,臺中市私立黃棨文理短期補習班,北區臺中市北區北平三街13號1-2樓,(04)22932093,中市教終字第1090052294號,2020-06-20
42202006190001,美伸文化股份有限公司附設臺中市私立美伸學美術短期補習班,臺中市北區華美街2段264號1-2樓,(04)22932626,中市教終字第1090040192號,2020-06-19
42202006160001,臺中市私立超級棒文理短期補習班,臺中市大甲區育英路53號1-2樓,0911-766250,中市教終字第1090051335號,2020-06-17
42202006170001,臺中市私立班頓英語短期補習班,臺中市烏日區中山路一段475號1-4樓,(04)23360720,中市教終字第1090050661號,2020-06-17
42202006050001,臺中市私立鼎翰文理短期補習班,臺中市潭子區福潭路280號1-3樓,(04)25391101,中市終字第1090048884號,2020-06-16
42202005210003,臺中市私立比爾蓋茲文理短期補習班南陽分班,臺中市豐原區同安街98號1-2樓,(04)25205888,中市教終字第1090048881號,2020-06-11
42202006080002,臺中市私立禹碩文理技藝短期補習班,臺中市北屯區景賢路155號1-2樓,0933520196,中市教終字第1090040179號,2020-06-08
42202006080001,臺中市私立子林文理短期補習班,臺中市中區光復路149號1-5樓,(04)2227-7636,中市教終字第1090045566號,2020-06-08
42202006020001,臺中市私立耘夢演藝技藝短期補習班,臺中市西屯區四川三街31號1-2樓,(04)23120041,中市教終字第1090045029號,2020-06-02
42202006010001,臺中市私立拓元文理短期補習班,臺中市西屯區福星路12號1-3樓,(04)24525642,中市教終字第1090040189號,2020-06-01
42202005250001,臺中市私立保昕音樂短期補習班,臺中市南區復興路三段18號1-2樓,(04)22612118,中市教終字第1090043220號,2020-05-25
42202005220001,臺中市私立放學趣文理短期補習班,臺中市南區平順街200號1-2樓,(04)22602850,中市教終字第1090034454號,2020-05-22
42202005140001,臺中市私立徠特爾技藝短期補習班,臺中市南區美村路二段186號4樓之3,(04)22639318,中市教終字第1090034261號,2020-05-14
42202005130001,臺中市私立互動文理技藝短期補習班霧峰分班,臺中市霧峰區樹仁路239號1樓,(04)23396116,中市教終字第1090038043號,2020-05-14
42202004300001,臺中市私立弘林文理短期補習班,龍井區臺中市龍井區新庄街二段35號1-2樓,(04)26529839,中市教終字第1090035047號,2020-05-04
42202004280001,臺中市私立多美自學力文理短期補習班,臺中市清水區光華路82號1-3樓,"(04)26221709 . 0982234988",中市教終字第1090033086號,2020-04-28
42202004230002,臺中市私立穩瑩文理短期補習班,臺中市太平區樹德路71號2-3樓,(04)23982366,中市教終字第1090032421號,2020-04-27
42202004230001,臺中市私立豹兒孚文理美術短期補習班,臺中市后里區公安路148號1-2樓,0905150808,中市教終字第1090032698號,2020-04-23
42202004210001,臺中市私立煜立文理短期補習班,臺中市西屯區福科路340巷15號1-2樓,(04)24638871,中市教終字第1090013746號,2020-04-21
42202004200001,臺中市私立歐力文理短期補習班,臺中市東勢區第一橫街147號1-2樓,(04)25888765,中市教終字第1090032020號,2020-04-21
42201912260003,朝陽富元教育股份有限公司附設附設臺中市私立朝揚文理短期補習班大墩分班,臺中市南屯區河南路4段485之2號1-3樓,(04)2383-1168,中市教終字第1090028484號,2020-04-09
42202003090002,臺中市私立愛閱英語會話短期補習班,臺中市西區林森路77-3號1-3樓,04-23729288,中市教終字第1090027376號,2020-04-08
42202004080001,臺中市私立傑生露比文理短期補習班,大里區東榮路431號1-4樓,(04)24813018/0922-503897,中市教終字第1090027164號,2020-04-08
42202003190001,臺中市私立高階史丹佛文理短期補習班南陽分班,臺中市豐原區自強街89號1-4樓,(04)25254217,中市教終字第1090019806號,2020-04-06
42202003230001,臺中市私立宣品文理短期補習班,臺中市豐原區中山路437號1-2樓,(04)25260989,中市教終字第1090020182號,2020-04-06
42202003090001,臺中市私立新立智文理短期補習班,臺中市豐原區自強街10號1-2樓,(04)25153270,中市教終字第1090018431號,2020-03-25
42202003020001,臺中市私立敏嘉文理短期補習班,臺中市南屯區文山三街51巷8號1-2樓,(04)23800951,中市教終字第1090021368號,2020-03-18
42202003180002,翊升教育股份有限公司附設台中市私立天晨文理短期補習班,臺中市北區三民路三段213號2樓,(04)22298818,中市教終字第1090022774號,2020-03-18
42202003110003,高點數位科技股份有限公司附設臺中市私立高點短期補習班,台中市東區大智路36號2樓,(04)22298699,中市教終字第1090019268號,2020-03-12
42202003110004,知識達數位科技股份有限公司附設臺中市私立高點短期補習班,臺中市東區大智路36號3樓,(04)22298699,中市教終字第1090019266號,2020-03-12
42202003110002,知識達數位科技股份有限公司附設臺中市私立高點文理短期補習班大智分班,臺中市東區大智路36號1樓,(04)22298699,中市教終字第1090019265號,2020-03-12
42202003110001,臺中市私立點子學堂文理珠算短期補習班,臺中市南區德吉街303號1-2樓,(04)22637888,中市教終字第1090010931號,2020-03-11
42202003130001,臺中市私立卓志文理短期補習班,臺中市北屯區中清路2段415巷40弄42號1-2樓,(04),中市教終字第1090018419號,2020-03-11
42202003120001,臺中市私立拓英文理短期補習班,北區臺中市北區漢口路三段1-3號3樓之一,(04)22993921,中市教終字第1090014123號,2020-03-10
42202003090003,臺中市私立心世紀教育學園美語數學短期補習班,臺中市神岡區中正南街81巷7號1-2樓,(04)25623468,中市教終字第1090018411號,2020-03-10
42202002030001,臺中市私立洛克文理短期補習班,臺中市豐原區文昌街160號1-3樓,(04)25158100,中市教終字第1090013598　號,2020-03-04
42202003160001,臺中市私立品作技藝短期補習班,臺中市北屯區大連北街117號1-2樓,(04)22990869,中市教終字第1090018049號,2020-03-04
42202003120002,棨楊餐飲股份有限公司附設臺中市私立桔咖啡國際沖泡系統技藝短期補習班,北屯區臺中市北屯區文心路4段63號1樓,(04)22992049,中市教終字第1090013291號,2020-03-03
42201912300002,臺中市私立貝比多文理短期補習班,臺中市豐原區豐西街135號1-2樓,(04)22412961,中市教終字第1090010695號,2020-02-14
42202002060001,臺中市私立犬山俊之日語短期補習班,臺中市西區中美街647號1樓,(04)23200186,中市中終字第1090004436號,2020-02-10
42202002050001,臺中市私立里昂美術短期補習班,臺中市清水區鎮新路256號1-2樓,04-26223202,中市教終字第1090004876號,2020-02-05
42202002030002,臺中市私立英文派文理短期補習班,北屯區臺中市北屯區熱河路3段202號1-2樓,(04)22470360,中市教終字第1090004875號,2020-01-30
42202001300001,臺中市私立周于文理短期補習班,臺中市大里區大德街20號4樓,(04)2487-5032,中市教終字第1090003267號,2020-01-30
42202001220001,臺中市私立士綸文理短期補習班,烏日區臺中市烏日區公園路616號1-4樓,(04)23361133,中市教終字第1090005626號,2020-01-22
42202001210001,臺中市私立晟育文理短期補習班,臺中市清水區五權東路53號1-4樓,(04)2622-2769,中市教終字第1090001801號,2020-01-21
42202001140001,臺中市私立愛迪生文理與藝術短期補習班,臺中市西屯區太原路一段81號1-2樓,0919831288,中市教終字第1090003299號,2020-01-14
42202001090001,臺中市私立昇明文理短期補習班,臺中市西區臺灣大道二段181號4樓之3,0910-120-495,中市教終字第1090000888號,2020-01-09
42201912300001,臺中市私立椰子樹技藝短期補習班,臺中市南區工學路169號2樓,0910509834,中市教終字第1080120425號,2019-12-30
42201912260001,臺中市私立靈魂頑童舞蹈短期補習班,臺中市西屯區大墩十八街189號3樓之2,(04)2310-8300,中市教終字第1080114210號,2019-12-26
42201912260002,臺中市私立優創文理短期補習班,臺中市西屯區中清西二街52之1號1-2樓,(04)22916168,中市教終字第1080112713號,2019-12-26
42201912250001,臺中市私立碩峰文理短期補習班,臺中市太平區樹德路70巷12號2-3樓,(04)23982559,中市教終字第1080118363號,2019-12-25
42201912240001,臺中市私立李誠數理短期補習班,臺中市沙鹿區中山路139之7號1-2樓,0921-763041,中市教終字第1080111686號,2019-12-24
42201912200001,臺中市私立如果美語短期補習班,臺中市西屯區上明一街41號1樓,(04)24524528,中市教終字第1080118476號,2019-12-20
42201912190001,臺中市私立山角形美學教育短期補習班,臺中市大里區德芳路一段192號1-2樓,04-24813030,中市教終字第1080118739號,2019-12-19
42201912020001,台灣拓人教育事業股份有限公司附設臺中市私立新光文理短期補習班,臺中市太平區育賢路327號1樓及夾層,(04)23938190,中市教終字第1080111162號,2019-12-02
42201912160001,臺中市私立波卡音樂短期補習班,臺中市北屯區青島路3段38號1-2樓,(04)2237-9718,中市教終字第1080108018號,2019-11-25
42201911220001,臺中市私立基利心文理短期補習班,臺中市北區綏遠路1段11號1-2樓及地下1樓,(04)22379755,中市教社字第1080106551號,2019-11-22
42201911200001,臺中市私立成品文理短期補習班中科分班,臺中市西屯區永福路136號1樓(門廳、樓梯)及2樓,(04)24630050,中市教終字第1080107403號,2019-11-20
42201911040001,永旭文教有限公司附設臺中市市私立永旭文理短期補習班,臺中市豐原區育仁路150號1-4樓,(04)25158855,中市教終字第1080107479號,2019-11-20
42201911010001,臺中市私立皇家文理短期補習班,臺中市潭子區得福街133號1-2樓,(04)25310062,中市教終字第1080105808號,2019-11-18
42201911150001,顧心文教有限公司附設臺中市私立顧心文理短期補習班,臺中市大雅區雅潭路4段757號1-4樓,(04)25650999,中市教終字第1080104732號,2019-11-15
42201911120001,臺中市私立永隆文理短期補習班,臺中市大里區永隆路213號1-2樓,(04)2406-9888/2407-9886,中市教終字第1080104655號,2019-11-13
42201911070001,盛綻資管有限公司附設臺中市私立盛綻電腦短期補習班,臺中市大里區科技路166號3樓之3,(04)2491-0828,中市教終字第1080095987號,2019-11-07
42201911060001,思達音樂股份有限公司附設臺中市私立思達音樂短期補習班,臺中市南區忠明南路758號地下1層之3,04-22600742,中市教終字第1080100747號,2019-11-06
42201911050001,臺中市私立布魯斯文理短期補習班,臺中市太平區樹孝路214號1-3樓,(04)23932965,中市教終字第1080101332號,2019-11-05
42201910240001,臺中市私立喬瑟琳音樂短期補習班,臺中市南屯區文心路1段371號3樓之1,(04)24635006,中市教終字第1080100025號,2019-10-30
42201910300001,六角教育有限公司附設臺中市私立森洋文理技藝短期補習班,臺中市西屯區至善路68號1樓及上明一街80號1-2樓,(04)24527700,中市教終字第1080094768號,2019-10-30
42201910170001,臺中市私立安科納文理音樂短期補習班,臺中市西屯區福科路620巷9弄23號1樓及地下1樓,(04)24615129,中市教終字第1080091722號,2019-10-18
42201910150001,智樂教育股份有限公司附設臺中市私立智樂文理短期補習班,臺中市西屯區寧夏路230號1-2樓,(04)23165335,中市教終字第1080094364號,2019-10-15
