地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間
花蓮縣政府,私立文揚文理短期補習班,,,文理類,花蓮市光復街87號3樓,2011-07-07
花蓮縣政府,私立蕭彰文理技藝短期補習班,,,文理類,花蓮縣新城鄉北埔村北埔路163巷11號,2016-10-03
花蓮縣政府,私立劍橋文理短期補習班,,,外語類,花蓮市中興路250號1-3樓,1998-12-22
花蓮縣政府,私立謝老師珠心算文理技藝短期補習班,,chinlin213@gmail.com,文理類,花蓮市建林街83號1-3樓,2003-06-16
花蓮縣政府,私立謝老師珠心算技藝短期補習班富國分班,,chinlin213@gmail.com,商類：珠算、心算、會計,花蓮市富國路58號1樓,2009-05-06
花蓮縣政府,私立超越文理短期補習班,,ninaliang52@yahoo.com.tw,文理類,花蓮縣玉里鎮中正路52號1-3樓,2008-06-19
花蓮縣政府,私立學承短期補習班,,,文理類,花蓮市中華路469-1號1至2樓,2019-10-07
花蓮縣政府,私立周揚英文文理短期補習班,,,文理類,花蓮市民國路18號2-4樓、20號2-4樓,2008-04-16
花蓮縣政府,智基科技開發股份有限公司附設志光文理法商短期補習班,,,文理類,花蓮市國聯一路133號,1999-06-28
花蓮縣政府,台灣知識庫股份有限公司附設私立大碩洋碩甄戰數位學堂文理短期補習班,,,文理類,花蓮縣壽豐鄉志學村中正路138之3號1樓,2016-10-25
花蓮縣政府,私立鷹架教育文理短期補習班,,redsky273@gmail.com,文理類,花蓮市自由街150號3樓之3,1998-10-12
花蓮縣政府,私立智慧森林文理技藝短期補習班,,,文理類,花蓮市建國路107巷26之1號2樓,2012-02-21
花蓮縣政府,私立芝蔴街美語文理短期補習班,,hualien@sesamevillage.tw,文理類,花蓮市林森路165號1-5樓,2011-03-03
花蓮縣政府,私立吉力亞文理短期補習班,,,文理類,花蓮縣新城鄉新城村仁愛路5巷2-10號,2008-05-19
花蓮縣政府,私立茱莉亞音樂教室技藝短期補習班,,about66.ab@msa.hinet.net,音樂、舞蹈類,花蓮市博愛街260號1至2樓,2008-03-12
花蓮縣政府,私立才智文理技藝短期補習班,,a093883@yahoo.com.tw,文理類,花蓮市建國路二段626號1-4樓,2008-03-11
花蓮縣政府,私立冠軍文理短期補習班,,u0986076726@gmail.com,文理類,花蓮市榮正街167號1-2樓,2007-12-20
花蓮縣政府,私立劍橋花蓮英語文理短期補習班,,sunismo@yahoo.com.tw,文理類,花蓮市中美三街56號及花蓮市民權7街18號1樓,2007-12-25
花蓮縣政府,私立成長之樂文理技藝短期補習班,,musicis.happy@msa.hinet.net,文理類,花蓮縣吉安鄉勝安村勝安一街56號1至2樓,2007-11-28
花蓮縣政府,私立小精靈文理短期補習班,,tanpei1217@hotmail.com,文理類,花蓮縣吉安鄉北昌村自強路528號3樓,2007-07-06
花蓮縣政府,私立小飛象文理短期補習班,,,文理類,花蓮縣吉安鄉東海十街171號,2007-07-02
花蓮縣政府,私立學暘文理短期補習班,,a8510659@yahoo.com.tw,文理類,花蓮縣吉安鄉稻香村稻香三街16號1至2樓,2007-06-12
花蓮縣政府,私立喬依學園文理技藝短期補習班,,,文理類,花蓮縣光復鄉敦厚路10號1至3樓,2007-05-30
花蓮縣政府,私立華盛頓美語文理短期補習班,,kkmiss217@yahoo.com.tw,文理類,花蓮市大同街16號,2005-12-19
花蓮縣政府,私立倍斯特文理短期補習班,,kellykelly1015@gmail.com,文理類,花蓮縣新城鄉北埔村民權街255號1至3樓,2007-05-31
花蓮縣政府,私立岳老師文理短期補習班,,yuehlh@gmail.com,文理類,花蓮市中美三街86之7號1至2樓,2006-12-01
花蓮縣政府,私立文星文理技藝短期補習班,,,文理類,花蓮市中強街38號1至2樓,2007-04-02
花蓮縣政府,私立翰霖文理短期補習班,,hanlin.hanlin@msa.hinet.net,文理類,花蓮市林政街34號,2007-05-30
花蓮縣政府,私立喬登美語文理短期補習班,,hualien@jordan.com.tw,文理類,花蓮市榮正街6號1至2樓,2007-05-04
花蓮縣政府,私立小太陽文理短期補習班,,,文理類,花蓮縣新城鄉康樂村大漢街270號1至2樓,2007-03-08
花蓮縣政府,私立諾貝爾文理短期補習班,,,文理類,花蓮縣吉安鄉建昌路187號,2007-02-05
花蓮縣政府,美如玉美容美髮短期職業補習班,,,美容、美髮理髮類,花蓮市德安一街109號2樓,1980-07-09
花蓮縣政府,私立吉甫文理技藝短期補習班,,stacy200125@yahoo.com.tw,文理類,花蓮縣新城鄉北埔村光復路241號1樓,2006-11-08
花蓮縣政府,私立捷紳文理短期補習班,,,文理類,花蓮縣吉安鄉慶豐六街134號1樓,2006-11-02
花蓮縣政府,私立麗姿坊文理短期補習班,,,文理類,花蓮縣新城鄉北埔村光復路257號,2009-07-21
花蓮縣政府,私立極客資訊短期補習班,,geekinfo.hua@gmail.com,資訊類,花蓮縣吉安鄉東海6街7號1-2樓,2017-11-07
花蓮縣政府,私立為碩短期補習班,,,文理類,花蓮縣瑞穗鄉瑞美村7鄰中興路59號1至2樓,2019-07-19
花蓮縣政府,私立健喬文理短期補習班,,,文理類,花蓮縣吉安鄉永安村明仁2街238號1-2樓,2012-05-23
花蓮縣政府,私立將軍文理技藝短期補習班,,,外語類,花蓮縣吉安鄉吉興一街373巷26號1-3樓,2012-12-05
花蓮縣政府,智基科技開發股份有限公司附設志光文理法商短期補習班玉里分班,,,文理類,花蓮縣玉里鎮大同路222-2號1-3樓,2011-01-13
花蓮縣政府,私立強生文理短期補習班,,jowa323@yahoo.com.tw,外語類,花蓮縣光復鄉中華路214號,2005-10-06
花蓮縣政府,私立頂尖文理技藝短期補習班,,Sin.yi2@msa.hinet.net,文理類,花蓮縣吉安鄉南昌村文化一街3號,2006-06-16
花蓮縣政府,私立喬治文理短期補習班,,,文理類,花蓮縣吉安鄉莊敬路111號1-4樓,2005-01-25
花蓮縣政府,私立艾非斯文理短期補習班,,,文理類,花蓮縣吉安鄉吉安路一段55之8號1-3樓,2006-04-20
花蓮縣政府,私立溫老師文理短期補習班,,citysunm@hotmail.com,文理類,花蓮縣光復鄉中興路572巷8號1樓,2006-10-11
花蓮縣政府,私立萊恩美語文理技藝短期補習班,,,文理類,花蓮市中興路248之2號,2006-09-26
花蓮縣政府,私立安格文理技藝短期補習班,,,外語類,花蓮市國風街21巷23號1-2樓,2006-10-03
花蓮縣政府,私立文林文理短期補習班,,,文理類,花蓮市民國路17號2至3樓,2005-11-02
花蓮縣政府,私立八分音符文理技藝短期補習班,,kitty52860@yahoo.com.tw,外語類,花蓮市中美三街56-2號1樓,2006-08-17
花蓮縣政府,私立歡樂美語文理短期補習班,,elaine_Jeng@yahoo.com,文理類,花蓮縣鳳林鎮中山路9號、11號1樓,2006-07-26
花蓮縣政府,私立歡樂美語美可教室文理短期補習班,,meico170@yahoo.com.tw,文理類,花蓮縣光復鄉光復路25號,2006-06-27
花蓮縣政府,私立水牛城文理短期補習班,,joyuhc@yahoo.com.tw,外語類,花蓮市中和街111號1至2樓,2006-06-21
花蓮縣政府,私立撒母耳之家文理短期補習班,,,文理類,花蓮市順興路16號1-3樓,2006-06-14
花蓮縣政府,私立傑出兒童文理技藝短期補習班,,angel.a8@msa.hinet.net,文理類,花蓮市民權八街79號,2006-04-20
花蓮縣政府,私立小畫家文理技藝短期補習班,,,外語類,花蓮市建國路85之1號,2006-03-30
花蓮縣政府,私立一加一文理短期補習班,,wang04212003@yahoo.com.tw,文理類,花蓮縣光復鄉大華村敦厚路92號,2006-02-06
花蓮縣政府,私立種籽文理技藝短期補習班,,seed9794@yahoo.com.tw,外語類,花蓮縣吉安鄉建國路一段36號2樓及3樓,2005-12-19
花蓮縣政府,私立哈佛文理技藝短期補習班,,jliang927@yahoo.com,外語類,花蓮市富祥街51號,2005-11-25
花蓮縣政府,私立宏儒文理技藝短期補習班,,,文理類,花蓮市中美路89巷1號,2005-06-10
花蓮縣政府,私立羅揚文理短期補習班,,,文理類,花蓮市林森路121號,2005-03-16
花蓮縣政府,私立美育奧福技藝短期補習班,,u569002@gmail.com,音樂、舞蹈類,花蓮市明心街1之23號2樓,2004-12-14
花蓮縣政府,私立文心學苑文理技藝短期補習班,,,文理類,花蓮縣吉安鄉中山路3段232號1-4樓,2004-12-13
花蓮縣政府,私立華陽文理短期補習班,,,文理類,花蓮市中原路417號,2004-09-03
花蓮縣政府,私立林老師技藝短期補習班,,mlwgm0935@gmail.com,商類：珠算、心算、會計,花蓮縣吉安鄉北昌3街18巷10號1樓,2004-08-25
花蓮縣政府,私立哈囉巨人文理短期補習班,,jeniffer@life.fubon.com,文理類,花蓮縣吉安鄉莊敬路207號,2004-08-02
花蓮縣政府,伯爵教育科技股份有限公司附設私立伯爵文理短期補習班,,lydia8549427@gmail.com,外語類,花蓮縣吉安鄉荳蘭3街25號1-3樓及夾層,2004-07-26
花蓮縣政府,私立比佛利文理短期補習班,,yjliu17@yahoo.com.tw,外語類,花蓮市民權六街26號1-4樓,2004-07-22
花蓮縣政府,私立勝一文理短期補習班,,,文理類,花蓮市復興街21號2樓,2004-05-21
花蓮縣政府,私立建林文理短期補習班,,,文理類,花蓮市林森路261-1號,2004-05-05
花蓮縣政府,私立亞瑟王美語短期補習班,,mandy_514@hotmail.com,外語類,花蓮市中和街101號1至3樓,2003-12-19
花蓮縣政府,私立陽光英文短期補習班,,tiana_doonan@hotmail.com,文理類,花蓮市榮正街68號2樓,2018-04-12
花蓮縣政府,私立蔡銘文理短期補習班,,transformers0628@gmail.com,文理類,花蓮市民國路82號1-5樓,2016-07-21
花蓮縣政府,私立小荳苗文理短期補習班,,,文理類,花蓮縣玉里鎮仁愛路一段175號1-2樓,2008-11-03
花蓮縣政府,私立杰生文理短期補習班,,lai.melody@msa.hinet.net,文理類,花蓮縣吉安鄉吉興路1段23-8號1樓,2003-12-19
花蓮縣政府,私立小叮噹文理短期補習班,,yng0919@yahoo.com.tw,文理類,花蓮縣玉里鎮中正路5號,2003-02-18
花蓮縣政府,私立三元文理短期補習班,,,文理類,花蓮市建國路二段792號1至4樓,2002-12-04
花蓮縣政府,私立默善小書苑文理技藝短期補習班,,ola.mei@msa.hinet.net,文理類,花蓮市富強路118號1-2樓,2012-06-12
花蓮縣政府,私立小丫文理技藝短期補習班,,,文理類,花蓮縣吉安鄉文化七街17號1-5樓,2009-05-06
花蓮縣政府,私立富泰水電技藝短期補習班,,like.fts@msa.hinet.net,電機、汽車修護、建築、工藝、製圖類,花蓮市中山路2段68號,2002-09-24
花蓮縣政府,私立佳姿文理短期補習班,,L6457@ms21.hinet.net,外語類,花蓮市三民街82之6號3樓,2002-09-09
花蓮縣政府,私立斯威特文理技藝短期補習班,,sweet8355185@gmail.com,文理類,花蓮市建林街八十一號,2001-05-08
花蓮縣政府,私立聖漢克英文補習班,,,外語類,花蓮市鎮國街3號4樓,2002-08-06
花蓮縣政府,私立育民育成文理短期補習班,,"yuling kang@msa.hinet.net",文理類,花蓮市莊敬路156號,2001-03-20
花蓮縣政府,私立遠景文理技藝短期補習班,,rain2216981@gmail.com,文理類,花蓮縣鳳林鎮中正路二段84號1-3樓,2008-06-19
花蓮縣政府,私立快樂寶貝園文理技藝短期補習班,,,文理類,花蓮市忠義一街28號3樓,2008-08-12
花蓮縣政府,私立徐氏英語會話短期補習班,,,外語類,花蓮市中原路393號,1999-05-10
花蓮縣政府,小荳荳語文補習班,,,外語類,花蓮市國民二街6號,1999-03-12
花蓮縣政府,功學社音樂中心股份有限公司附設洄瀾音樂短期補習班,,,音樂、舞蹈類,花蓮市中山路475-3號,1984-02-24
花蓮縣政府,私立黃老師美語短期補習班,,,外語類,花蓮市富吉路22號,2002-05-28
花蓮縣政府,私立全方位文理短期補習班,,elva598.chen@msa.hinet.net,文理類,花蓮市中和街97號,2002-03-04
花蓮縣政府,私立桑德斯文理短期補習班,,tsaichiehchien@gmail.com,文理類,花蓮市建中街50巷1號(1樓至4樓),2000-06-21
花蓮縣政府,大總統文化事業有限公司附設大東海法商電腦短期補習班負責人高朝棟,,chai8336286@yahoo.com.tw,文理類,花蓮市中山路406之1號1至5樓,2000-09-05
花蓮縣政府,私立健弘文理技藝短期補習班,,,文理類,花蓮市國盛二街201號1樓,2000-06-21
花蓮縣政府,凱揚才藝語文補習班,,,文理類,花蓮縣吉安鄉仁里12街45號,1999-04-17
花蓮縣政府,非凡短期文理補習班,,,文理類,花蓮市建國路75巷16弄40號,1999-03-12
花蓮縣政府,私立中國青年救國團花蓮縣團委會附設社會教育研習中心技藝短期補習班,,,文理類,花蓮市自由街150號4樓之3及4樓之5,1998-09-23
花蓮縣政府,私立小牛津文理短期補習班,,,文理類,花蓮市國盛二街57號1-2樓,2000-10-26
花蓮縣政府,私立大亞文理短期補習班,,,文理類,花蓮縣吉安鄉中原路一段79號,2001-05-25
花蓮縣政府,九章文理補習班,,ll717@ms8.hinet.net,文理類,花蓮市大同街112-8號5樓,2002-11-12
花蓮縣政府,私立高升文理短期補習班,,hsejotim@gmail.com,文理類,花蓮市明禮路5號7樓之7,1997-12-23
花蓮縣政府,私立藍海資訊技藝短期補習班,,,資訊類,花蓮市明禮路18之5號1-2樓,2000-10-19
花蓮縣政府,私立大成文理技藝短期補習班,,d23504@yahoo.com.tw,文理類,花蓮市新港街76之5號,1990-05-26
花蓮縣政府,薛老師補習班,,p226553@yahoo.com.tw,商類：珠算、心算、會計,花蓮市中美路117號3樓之3,2000-01-04
花蓮縣政府,私立頌恩音樂中心文理技藝短期補習班,,lily0315@mail2000.com.tw,文理類,花蓮縣玉里鎮和平路37巷1號1-4樓,2008-11-03
花蓮縣政府,私立廣大文理技藝短期補習班,,fk5233@yahoo.com.tw,文理類,花蓮縣玉里鎮仁愛路一段126號1-3樓,2008-11-07
花蓮縣政府,私立技網文理短期補習班,,,文理類,花蓮市國富10街212號,1997-12-27
花蓮縣政府,私立及人文理短期補習班,,,文理類,花蓮市信義街123號1-4樓,2008-12-09
花蓮縣政府,私立有容文理技藝短期補習班,,u8884026@yahoo.com.tw,外語類,花蓮縣玉里鎮仁愛路一段84號1-3樓,2008-12-31
花蓮縣政府,私立陶爾美語文理短期補習班,,,外語類,花蓮縣壽豐鄉壽豐村壽豐路2段15巷6弄3號,2009-01-23
花蓮縣政府,私立愛可美語短期補習班,,jxlin2271@yahoo.com,外語類,花蓮市國興2街97號,1996-08-21
花蓮縣政府,私立新天地文理短期補習班,,bctseng@ms13.url.com.tw,文理類,花蓮市順興路34號,2000-03-24
花蓮縣政府,私立彭晨數學文理短期補習班,,may.english@msa.hinet.net,文理類,花蓮市民國路7號5樓,2002-03-11
花蓮縣政府,私立大群文理短期補習班,,,文理類,花蓮縣鳳林鎮新生街27-1號1-3樓,2009-07-16
花蓮縣政府,私立格林美語文理技藝短期補習班,,angel.a8@msa.hinet.net,文理類,花蓮市中美路81-2號2-4樓,2009-08-21
花蓮縣政府,私立劉洋文理短期補習班,0980185444,8931110@gms.tcu.edu.tw,文理類,花蓮市中和街214巷36號1-2樓,2009-11-02
花蓮縣政府,私立吉米的英文工廠文理短期補習班,,jimmystud9999@yahoo.com.tw,外語類,花蓮市國風街36號,2010-04-20
花蓮縣政府,私立新唯勤外語補習班,,,外語類,花蓮縣玉里鎮忠仁路41號1至3樓,2007-03-23
花蓮縣政府,私立昇達文理短期補習班,,a0911278075@gmail.com.tw,文理類,花蓮縣吉安鄉慶豐9街341號1-2樓,2011-01-21
花蓮縣政府,私立吳老師科學實驗教室文理短期補習班,,,文理類,花蓮市中華路317巷4弄14號1-2樓,2011-07-05
花蓮縣政府,私立思達文理短期補習班,,,文理類,花蓮市自由街142號二樓,2011-07-20
花蓮縣政府,私立亞典技藝短期補習班,,vivian680130@yahoo.com.tw,美術、書法、攝影、美工設計、圍棋類,花蓮市南京街62號1樓,2011-12-15
花蓮縣政府,私立夏綠蒂音樂教室技藝短期補習班,,,音樂、舞蹈類,花蓮市民權六街18號1-2樓,2013-06-13
花蓮縣政府,私立鍾老師文理技藝短期補習班,,bigsheeppp@gmail.com,文理類,花蓮市民國路5巷18．19號,2014-06-20
花蓮縣政府,私立博達文理短期補習班,,benna1202@yahoo.com.tw,文理類,花蓮市福建街168號1-2樓,2014-10-06
花蓮縣政府,私立小加拿大短期補習班,,wesleighl@hotmail.com,外語類,花蓮市林森路270號2樓,2015-05-21
花蓮縣政府,私立楊老師英文教室短期補習班,,,文理類,花蓮縣新城鄉北埔村北埔路56號1樓,2015-07-21
花蓮縣政府,私立動動腦兒童教室文理短期補習班,,,文理類,花蓮市花蓮市廣東街97號,2015-10-15
花蓮縣政府,私立躍昇文理短期補習班,,shwujen0127@gmail.com,文理類,花蓮市和平路469號,2015-11-11
花蓮縣政府,私立勵智文理短期補習班,,q540628@gmail.com,文理類,花蓮市花蓮市中和街91號,2016-03-23
花蓮縣政府,私立發現蛋短期補習班,,,外語類,花蓮市建國路276巷28號,2016-04-01
花蓮縣政府,私立高登短期補習班,,,文理類,花蓮市光復街87號2樓,2016-12-13
花蓮縣政府,私立站前地球村短期補習班,,,文理類,花蓮市國聯一路195號1-4樓,2017-03-23
花蓮縣政府,私立青田藝術空間短期補習班,,ct.artspace@gmail.com,美術、書法、攝影、美工設計、圍棋類,花蓮市民權七街20號1樓,2017-12-27
花蓮縣政府,私立揚名短期補習班,,,文理類,花蓮市民國路32-1號1至2樓,2018-09-12
花蓮縣政府,私立丹尼爾創客短期補習班,,sunrisemaker0420@gmail.com,資訊類,花蓮市東興三街42號,2019-01-23
花蓮縣政府,私立向日葵短期補習班,,chiyinliu923@gmail.com,文理類,花蓮市介林五街297號1至2樓,2019-06-17
