地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間
屏東縣政府,屏東縣私立育人美語文理短期補習班,,,文理類,屏東縣新園鄉仙吉路143號1~3樓,2011-08-31
屏東縣政府,屏東縣私立寰亞美術技藝短期補習班,,vivi56122@yahoo.com.tw,美術、書法、攝影、美工設計、圍棋類,屏東縣新園鄉仙隆路49巷61號1-2樓,2014-09-05
屏東縣政府,屏東縣私立冠迪美語文理短期補習班,,,文理類,屏東縣新園鄉新田路22巷6號2-3樓,2012-07-19
屏東縣政府,屏東縣私立婕登美容美髮短期補習班,,janedawn0907@yahoo.com.tw,美容、美髮理髮類,屏東市公園東路19號,2011-11-01
屏東縣政府,屏東縣私立吳迪文理短期補習班,,,文理類,屏東縣萬丹鄉萬新路1495巷63號1樓,2013-01-09
屏東縣政府,屏東縣私立米緹亞文理短期補習班,,kivitw11@yahoo.com.tw,文理類,屏東縣潮州鎮潮昇路22巷62-1號1-2樓,2021-02-08
屏東縣政府,屏東縣私立育陞小學堂文理短期補習班,,,文理類,屏東縣潮州鎮海康街145巷11號1樓,2021-03-19
屏東縣政府,屏東縣私立階梯美語文理短期補習班,,,文理類,屏東縣恆春鎮省北路40巷40號1樓,2020-09-10
屏東縣政府,屏東縣私立蓁虹文理短期補習班,,,文理類,屏東縣潮州鎮和順街34號,2009-10-02
屏東縣政府,屏東縣私立桃樂思美語短期補習班,,tin.tsai@msa.hinet.net,外語類,屏東縣潮州鎮中洲路128.130號,2008-08-29
屏東縣政府,屏東縣私立育群文理短期補習班,,,美術、書法、攝影、美工設計、圍棋類,屏東縣萬丹鄉萬榮街131號1至2樓,1996-11-06
屏東縣政府,屏東縣私立艾笛緣技藝短期補習班,,a832849011@gmail.com,音樂、舞蹈類,萬丹鄉社皮路二段461號1-2樓,2016-07-13
屏東縣政府,屏東縣私立小牛頓文理短期補習班,,,文理類,屏東縣潮州鎮北門路215號,2006-03-02
屏東縣政府,屏東縣私立宇聖文理短期補習班,,,文理類,屏東縣潮州鎮朝昇路361號,2006-03-17
屏東縣政府,私立台灣知識庫股份有限公司屏東分公司附設數位學堂文理短期補習班,,,文理類,屏東市南昌街1號,2008-09-15
屏東縣政府,屏東縣私立聯文推廣中心文理短期補習班瑞光分班,,,文理類,屏東市豐田里瑞光路二段78號,2015-12-23
屏東縣政府,屏東縣私立言一美語文理短期補習班,,jenny0932753793@yahoo.com.tw,文理類,屏東縣里港鄉土庫村南興路6之9號,2006-12-18
屏東縣政府,屏東縣私立冠毅資優文理短期補習班,,,文理類,屏東縣里港鄉中山路46號3樓,2003-12-18
屏東縣政府,屏東縣私立學吧文理短期補習班,,,文理類,屏東市公興路221巷26號,2020-07-09
屏東縣政府,屏東縣私立藍鯨兒童美語短期補習班,,amy481216@yahoo.com.tw,外語類,屏東市廣東路1514號,2007-06-04
屏東縣政府,屏東縣私立路比美語美術短期補習班,,,外語類,屏東縣內埔鄉自強路104號,2011-10-05
屏東縣政府,屏東縣私立速學系文理美語短期補習班,,,文理類,屏東市廣東路1406號1-3樓,2011-12-29
屏東縣政府,屏東縣私立光予文理短期補習班,,,文理類,屏東市崇蘭里崇朝路76號1樓,2018-08-17
屏東縣政府,屏東縣私立明珠美日語短期補習班,a55,,外語類,屏東市大連路15-11號1樓,1998-02-02
屏東縣政府,屏東縣私立哈佛美語中心短期補習班,,,外語類,屏東縣枋寮鄉隆安路150巷42號,2002-11-13
屏東縣政府,屏東縣私立智勝文理短期補習班,,,文理類,屏東縣里港鄉仁愛路78號1~4樓,2010-09-08
屏東縣政府,屏東縣私立親親美語文理短期補習班,,,文理類,屏東市建武路111號,2010-07-27
屏東縣政府,屏東縣私立九如文理短期補習班,,,文理類,屏東縣九如鄉維新街50號1-2樓,2014-04-29
屏東縣政府,屏東縣私立富蘭克林美語文理短期補習班,,mendy0980@gmail.com,文理類,屏東縣東港鎮光復路三段87號1~3樓,2008-03-05
屏東縣政府,屏東縣私立蔡伊斯文理短期補習班,,,文理類,屏東市自由路361-2號1-2樓,2015-10-28
屏東縣政府,屏東縣私立耀彥美語文理短期補習班,,,文理類,屏東市博愛路308號1~2樓,2021-01-20
屏東縣政府,屏東縣私立羅琳美語文理短期補習班,,,外語類,屏東市廣東路10號1樓,2021-01-19
屏東縣政府,屏東縣私立博士家美語文理短期補習班,,doctor946hc@yahoo.com.tw,文理類,恆春鎮省北路40巷6號,2009-09-03
屏東縣政府,屏東縣私立千馨美語短期補習班,a90,,外語類,屏東縣里港鄉玉田村八鄰八德路176號,2002-01-30
屏東縣政府,屏東縣私立波夏美語文理短期補習班,,,文理類,屏東縣九如鄉林森路23號1~2樓,2021-01-13
屏東縣政府,屏東縣私立學賢文理才藝短期補習班,,,文理類,屏東市中正路456巷8號,2006-07-28
屏東縣政府,屏東縣私立品聖文理短期補習班,,,文理類,屏東縣內埔鄉龍泉村原勝路99號,2017-10-16
屏東縣政府,屏東縣私立中興美語短期補習班萬丹分班,,,外語類,屏東縣萬丹鄉中興路二段488號,2016-12-14
屏東縣政府,巨匠電腦股份有限公司附設屏東縣私立巨匠電腦短期補習班屏東分班,,allen.tsai@pcschool.com.tw,資訊類,屏東市復興路10號,2008-02-04
屏東縣政府,私立巨匠電腦股份有限公司附設巨匠美語短期補習班,,allen.tsai@pcschool.com.tw,外語類,屏東市屏東市逢甲路11.13.15號1-2樓,2013-09-30
屏東縣政府,屏東縣私立陛凱斯美語文理短期補習班,,bctaiwan2015@gmail.com,外語類,屏東縣潮州鎮朝昇路314號1-2樓,2020-09-01
屏東縣政府,屏東縣私立蕎恩英語短期補習班,,,文理類,屏東市崇蘭里崇朝路130號1樓,2019-09-06
屏東縣政府,屏東縣私立智元小蔡文理短期補習班,,,文理類,屏東市自由路474號2樓,2008-05-28
屏東縣政府,屏東縣私立超群美語短期補習班,,,外語類,屏東縣潮州鎮光華里南進路7號,2008-08-29
屏東縣政府,屏東縣私立諺羽音樂短期補習班(原華汎),,,音樂、舞蹈類,屏東縣東港鎮中正路一段53號,2008-12-18
屏東縣政府,屏東縣私立陳老師文理短期補習班,,sandyosho120@gmail.com,文理類,屏東縣枋寮鄉安樂路2巷9號,2008-07-30
屏東縣政府,屏東縣私立百翰文理短期補習班,,,文理類,屏東縣東港鎮新勝街62巷7弄10號,2008-02-04
屏東縣政府,屏東縣私立育英文理短期補習班,,,文理類,屏東縣東港鎮興東路117號,2008-03-11
屏東縣政府,屏東縣私立柯老師文理短期補習班,,chin09327@yahoo.com.tw,文理類,屏東縣枋寮鄉中華路238號,2008-04-01
屏東縣政府,屏東縣私立殊田文理短期補習班,,,文理類,屏東縣枋寮鄉中山路56-1號,2008-04-09
屏東縣政府,屏東縣私立曾老師美語文理短期補習班,,,文理類,屏東縣枋寮鄉地利村自立路107號,2007-09-26
屏東縣政府,屏東縣私立弘林美語文理(美華分班)短期補習班,," kjb1221345@yahoo.com.tw",文理類,屏東縣林邊鄉美華路260號,2007-10-15
屏東縣政府,屏東縣私立亞力文理短期補習班,,,文理類,屏東縣萬丹鄉萬安村和平東路57號,2007-10-16
屏東縣政府,屏東縣私立育勝文理短期補習班,,,文理類,屏東縣佳冬鄉進學街103號,2007-04-13
屏東縣政府,屏東縣私立柏森才藝文理短期補習班,,,文理類,屏東縣萬丹鄉萬全村萬榮街145號,2007-08-17
屏東縣政府,屏東縣私立普拉斯美語文理短期補習班,,,文理類,屏東縣潮州鎮永康街60號,2006-08-28
屏東縣政府,屏東縣私立莊老師美語文理短期補習班,,,文理類,屏東縣枋寮鄉隆山村金山路202號,2006-11-09
屏東縣政府,屏東縣私立筑韻音樂短期補習班,,c856207.cat@msa.hinet.net,音樂、舞蹈類,屏東縣枋寮鄉中興路26號,2006-11-21
屏東縣政府,屏東縣私立立傑文理短期補習班,,zooosr8888@yahoo.com.tw,文理類,屏東縣竹田鄉自強路41-16號,2006-12-14
屏東縣政府,屏東縣私立喬伊美語短期補習班,,yifang.chen55@gmail.com,外語類,屏東縣林邊鄉美華路170之25號,2006-12-18
屏東縣政府,屏東縣私立漢聲文理短期補習班,,,文理類,屏東縣潮州鎮三星里愛國路100號,2007-01-09
屏東縣政府,屏東縣私立新生文理短期補習班,,t998684@57.hinet.net,文理類,屏東縣林邊鄉美華路170之26號,2007-02-06
屏東縣政府,私立佳英文教事業有限公司屏東分公司附設美語短期補習班,,bd057@joy.com.tw,外語類,屏東縣東港鎮光復路一段77號,2007-03-07
屏東縣政府,屏東縣私立聖兒文理短期補習班,,,文理類,屏東縣恆春鎮恆南路4巷1-7號1~2樓,2007-03-21
屏東縣政府,屏東縣私立多納美語短期補習班,,benawong520@yahoo.com.tw,外語類,屏東縣潮州鎮愛國路85號,2007-03-27
屏東縣政府,智基科技開發股份有限公司附設屏東縣私立志光法商文理短期補習班潮州分班,,ccm.cek920@gmail.com,文理類,屏東縣潮州鎮延平路206-2號3樓,2006-04-11
屏東縣政府,屏東縣私立將田美語文理短期補習班,,let7072771@yahoo.com.tw,文理類,屏東縣萬丹鄉社皮路2段487號,2006-06-05
屏東縣政府,屏東縣私立耕心文理美語短期補習班,,,文理類,屏東縣長治鄉崑崙路190巷1號,2006-06-21
屏東縣政府,屏東縣私立新冠學美語文理短期補習班,,,文理類,屏東縣佳冬鄉永富街5號,2006-07-21
屏東縣政府,屏東縣私立小維京美語短期補習班,,,外語類,屏東縣潮州鎮朝昇東路173號,2006-07-27
屏東縣政府,屏東縣私立永勝美語短期補習班,,,外語類,屏東縣佳冬鄉塭豐村塭田路236號,2006-01-20
屏東縣政府,屏東縣私立哈波電腦美語短期補習班,,,外語類,屏東縣潮州鎮新生里公園路25號,2006-03-15
屏東縣政府,屏東縣私立延旌舞蹈短期補習班,,,音樂、舞蹈類,屏東市廣東路870巷1號1樓,2004-12-23
屏東縣政府,屏東縣私立冠學文理短期補習班,,,文理類,屏東縣佳冬鄉塭田路118巷16號,2004-12-24
屏東縣政府,屏東縣私立梁老師文理短期補習班,,,文理類,屏東縣枋寮鄉隆安路157號,2005-01-05
屏東縣政府,屏東縣私立康謀益文理短期補習班,,kang087510335@kimo.com,文理類,屏東縣內埔鄉東寧村勝利路247號,2005-01-25
屏東縣政府,屏東縣私立集賢文理短期補習班,,lin57072595@yahoo.com.tw,文理類,屏東縣萬丹鄉福德街20號,2005-03-28
屏東縣政府,私立三易學習科技有限公司附設美語短期補習班,,hyl.yee@gmail.com,外語類,屏東縣里港鄉過江村過江路48-10號,2005-05-24
屏東縣政府,屏東縣私立悅氏英語短期補習班,,s7781415@yahoo.com.tw,外語類,屏東縣內埔鄉東寧村勝利路398號,2004-07-19
屏東縣政府,屏東縣私立昭志文理短期補習班,,,文理類,屏東市豐年街209號3樓,2004-10-04
屏東縣政府,屏東縣私立欣城文理短期補習班,,,文理類,屏東縣潮州鎮光輪路203號,2004-10-07
屏東縣政府,屏東縣私立銜威電腦文理短期補習班,,,文理類,屏東縣林邊鄉仁愛路2巷24-2號,2003-12-11
屏東縣政府,屏東縣私立屏榮高級中學附設英日語會話資訊美容短期補習班,,pr131c07@yahoo.com.tw,外語類,屏東市民學路100號,1987-10-01
屏東縣政府,屏東縣私立首席經典圖書有限公司附設大東海法商短期補習班潮州分班,,,法政類,屏東縣潮州鎮新生路88號1-2樓,2008-03-17
屏東縣政府,屏東縣私立柏森才藝文理短期補習班屏東分班,,,文理類,屏東市民生路67-7號,2009-11-20
屏東縣政府,屏東縣私立新起點美語文理短期補習班,,,文理類,屏東市德豐街158號,2009-12-18
屏東縣政府,屏東縣私立國際美語文理短期補習班,,,文理類,萬丹鄉萬生村成功路一段17號,2009-12-23
屏東縣政府,屏東縣私立伯利恆美語文理藝術短期補習班,,chen7883360@yahoo.com.tw,文理類,潮州鎮長興路54號,2010-01-08
屏東縣政府,屏東縣私立高名文理短期補習班中正分班,,ptkm7222298@yahoo.com.tw,文理類,屏東市瑞光路二段23號,2010-01-19
屏東縣政府,屏東縣私立海格芮數位學院文理短期補習班,,,文理類,麟洛鄉麟趾村中興街67號,2010-02-10
屏東縣政府,屏東縣私立誌霖文理短期補習班,,can661102@gmail.com,文理類,屏東市公裕街287號,2010-02-10
屏東縣政府,屏東縣私立力勝美語文理短期補習班,,,文理類,屏東市廣東南路61號,2009-10-19
屏東縣政府,屏東縣私立柏森才藝文理短期補習班潮州分班,,c0926354151@gmail.com,文理類,屏東縣潮州鎮永春里興隆路18號1-3樓,2009-10-26
屏東縣政府,屏東縣私立藍老師美語短期補習班,,shouyuan@yahoo.com,外語類,屏東縣東港鎮新基街101號,2009-11-12
屏東縣政府,屏東縣私立羅氏美語短期補習班,,,外語類,東港鎮水源路28號,2010-03-15
屏東縣政府,屏東縣私立中興美語短期補習班,,,外語類,屏東縣萬丹鄉中興路二段482.482-1號,2010-05-12
屏東縣政府,屏東縣私立聖光文理短期補習班,,,文理類,屏東縣東港鎮船頭路25之210號1樓,2010-07-21
屏東縣政府,屏東縣私立冠達美語文理短期補習班,,,文理類,屏東縣嵌頂鄉崁頂村中正2巷21-1號,2010-08-30
屏東縣政府,屏東縣私立肯特美語文理短期補習班,,,文理類,屏東縣鹽埔鄉鹽中村民族路6之1號,2010-09-06
屏東縣政府,屏東縣私立鑫怡光美語文理短期補習班,,,文理類,屏東市溝美里自由路361-1號,2010-09-24
屏東縣政府,屏東縣私立逸登科美語文理短期補習班,,,文理類,內埔鄉內埔村中興路178號,2010-11-18
屏東縣政府,屏東縣私立紐約派美語短期補習班,,,外語類,恆春鎮北門路174巷2-2號1樓,2011-01-19
屏東縣政府,屏東縣私立宇凡文理美語短期補習班,,ufuninternet@gmail.com,文理類,屏東市福建路3-8號6樓,2011-01-04
屏東縣政府,屏東縣私立美育奧福音樂短期補習班,,,音樂、舞蹈類,屏東市中山路187號2樓,2011-03-18
屏東縣政府,屏東縣私立全友美語短期補習班,,,外語類,潮州鎮永誠街50巷2號1樓,2011-05-16
屏東縣政府,屏東縣私立成長美語文理短期補習班,,,文理類,屏東縣萬巒鄉萬德路70巷1號,2011-09-13
屏東縣政府,屏東縣私立英才文理珠心算短期補習班,,a04290913@gmail.com,文理類,屏東縣萬丹鄉萬壽路二段261號1-2樓,2011-09-13
屏東縣政府,屏東縣私立欣陽美語文理短期補習班,,sunkids.wu@msa.hinet.net,文理類,高樹鄉高樹村華光路50-2號,2011-12-22
屏東縣政府,屏東縣私立和怡文理短期補習班萬新分班,,,文理類,萬丹鄉萬新路1582號1-2樓,2012-01-17
屏東縣政府,屏東縣私立學鴻文理短期補習班,,,文理類,屏東市德豐街40號1-2樓,2012-03-19
屏東縣政府,屏東縣私立周老師文理短期補習班,,,文理類,內埔鄉文昌路38號1-2樓,2012-05-25
屏東縣政府,屏東縣私立禮安美語文理短期補習班,,87312go@giraffe.com.tw,文理類,屏東市建豐路214號1-2樓,2012-06-05
屏東縣政府,屏東縣私立采思文理短期補習班,屏府教社字第10201396400,,文理類,屏東縣潮州鎮永安路2-2號1樓,2013-01-15
屏東縣政府,屏東縣私立吉諾瓦英文短期補習班,,,文理類,屏東縣枋寮鄉建興路82號,2013-10-04
屏東縣政府,屏東縣私立新道和美語文理短期補習班,,,文理類,屏東縣東港鎮光復路一段258號,2013-11-06
屏東縣政府,屏東縣私立高等美語文理短期補習班,,,文理類,屏東縣萬丹鄉萬全村萬榮街11號1樓,2013-11-11
屏東縣政府,屏東縣私立明星文理短期補習班,,,文理類,屏東縣九如鄉東寧村東寧路137-1號,2013-12-11
屏東縣政府,屏東縣私立米克諾斯文理短期補習班,,lightwenya@yahoo.com.tw,文理類,屏東縣九如鄉東寧路174號1-2樓,2014-02-10
屏東縣政府,屏東縣私立奇德兒文理短期補習班,,,文理類,內埔鄉內埔村仁智路46號1-2樓,2015-01-23
屏東縣政府,屏東縣私立昱丞技藝短期補習班,,,家政、插花、烹飪類,萬丹鄉萬壽路二段243號,2010-02-22
屏東縣政府,屏東縣私立名冠學美語文理短期補習班,,,文理類,屏東市自由路363-1號,2010-02-23
屏東縣政府,屏東縣私立鄧老師文理短期補習班,,,文理類,屏東市豐榮街155號,2010-03-02
屏東縣政府,屏東縣私立弘育美語文理短期補習班,,,文理類,屏東縣高樹鄉雙興路86號,2009-08-14
屏東縣政府,屏東縣私立加語英語教育中心美語短期補習班,,lilianmikkelborg@gmail.com,外語類,屏東縣麟洛鄉仁愛街61-1號,2009-08-14
屏東縣政府,屏東縣私立碁妙陶然才藝短期補習班,,inca.tsou@msa.hinet.net,美術、書法、攝影、美工設計、圍棋類,內埔鄉內田村德美路235號,2009-08-31
屏東縣政府,屏東縣私立康證美語文理短期補習班,,,文理類,高樹鄉興中路2巷11號,2009-08-31
屏東縣政府,屏東縣私立林旻美語文理短期補習班,,,文理類,高樹鄉南興路74-7號,2009-08-31
屏東縣政府,屏東縣私立百勝美語短期補習班,,,外語類,屏東市建豐路270號,2009-09-08
屏東縣政府,屏東縣私立小神童美語文理短期補習班,,,文理類,屏東市建豐路95號,2009-09-14
屏東縣政府,屏東縣私立科宏美語文理短期補習班,,,文理類,萬丹鄉萬壽路二段245號,2009-09-24
屏東縣政府,屏東縣私立王偉文理短期補習班,,silence.1983@hotmail.com,文理類,屏東市自由路450號7樓之1,2009-09-28
屏東縣政府,屏東縣私立名師文理短期補習班,,mingshih@gmail.com,文理類,屏東市廣東路1404號,2009-03-30
屏東縣政府,屏東縣私立書香苑文理短期補習班,,,文理類,內埔鄉勝利路254號,2009-04-07
屏東縣政府,屏東縣私立東林才藝短期補習班,,,商類：珠算、心算、會計,內埔鄉仁華路2號1樓,2009-04-22
屏東縣政府,屏東縣私立威大文理短期補習班,,,文理類,萬丹鄉成功街二段13號,2009-04-22
屏東縣政府,屏東縣私立金典美語文理短期補習班,,,文理類,屏東市崇陽街2-1號1~2樓,2009-05-11
屏東縣政府,屏東縣私立吳老師尖端數學文理東港分校短期補習班,,,文理類,東港鎮中山路2-81號,2009-05-12
屏東縣政府,屏東縣私立佳和文理短期補習班,,,文理類,內埔鄉內田村廣濟路79號,2009-05-19
屏東縣政府,屏東縣私立吉米文理短期補習班,,,文理類,恆春鎮中正路232巷166號,2009-05-25
屏東縣政府,屏東縣私立寶貝龍文理短期補習班,,elic.yang@msa.hinet.net,文理類,屏東縣萬丹鄉萬惠村萬丹路一段36號一樓,2009-06-12
屏東縣政府,屏東縣私立種籽美語文理短期補習班,,anniesye7371729@gmail.com,文理類,屏東市建豐路56號,2009-06-23
屏東縣政府,屏東縣私立祈嘉文理短期補習班,,,文理類,屏東市建國路129號,2009-07-01
屏東縣政府,屏東縣私立藍英文理短期補習班,,,文理類,屏東市廣東路1271號,2009-07-02
屏東縣政府,屏東縣私立邦橋美語短期補習班,,azpnrc@ms5.hinet.net,外語類,潮州鎮北門路16號,2009-07-09
屏東縣政府,屏東縣私立楊老師文理技藝短期補習班,,ptyangrobot@gmail.com,文理類,屏東縣九如鄉東富街16巷8號1~4樓,2008-08-25
屏東縣政府,屏東縣私立喬治文理短期補習班,,,文理類,屏東市復興南路一段376巷1號1-2樓,2008-08-25
屏東縣政府,屏東縣私立協力文理短期補習班,,,文理類,枋寮鄉人和村中華路145號,2008-08-25
屏東縣政府,屏東縣私立史都華美語短期補習班,,,外語類,潮州鎮中山路東段27號,2008-08-29
屏東縣政府,屏東縣私立瀚霖才藝文理短期補習班,,doggs0610@yahoo.com.tw,文理類,屏東縣萬丹鄉萬全村成功街二段111、113號,2008-09-24
屏東縣政府,屏東縣私立西格瑪美語文理短期補習班,,,文理類,屏東縣里港鄉大平村信義路24號,2008-11-13
屏東縣政府,屏東縣私立培華文理短期補習班,,,文理類,屏東市龍華路152號,2008-11-18
屏東縣政府,屏東縣私立奧傑美語文理短期補習班,,,文理類,屏東市長春里廣州街4號2-4樓,2008-12-24
屏東縣政府,屏東縣私立李易文理短期補習班,,,文理類,東港鎮新勝街77號,2009-03-30
屏東縣政府,屏東縣私立達博文理短期補習班,,,文理類,屏東縣萬丹鄉萬全村西環路752號,2008-06-10
屏東縣政府,屏東縣私立柏萊特美語文理短期補習班,,dubble10@ms27.hinet.net,文理類,屏東縣新園鄉共和村光復路61號1樓,2008-05-14
屏東縣政府,屏東縣私立愛兒文理短期補習班,,,文理類,屏東市前進里清進巷75-4號二樓,2008-05-27
屏東縣政府,屏東縣私立貝特貝爾美語短期補習班,,,外語類,屏東縣東港鎮明禮路38巷12號,2008-06-10
屏東縣政府,屏東縣私立穹昕才藝音樂短期補習班,,,音樂、舞蹈類,屏東市桂林街8-3號,2008-06-26
屏東縣政府,屏東縣私立樂學美語短期補習班,,can661102@gmail.com,外語類,屏東市廣東路1516號,2008-07-10
屏東縣政府,屏東縣私立花路米美語才藝短期補習班,,,外語類,屏東市中山路176號,2008-08-06
屏東縣政府,屏東縣私立奕晨美語文理短期補習班,,,文理類,屏東縣萬丹鄉成功街二段162號,2008-08-07
屏東縣政府,屏東縣私立恆功美語文理短期補習班,,,文理類,屏東縣林邊鄉仁愛路76-2號,2008-08-07
屏東縣政府,屏東縣私立宏育文理短期補習班,,,文理類,屏東市棒球路140號,2008-08-12
屏東縣政府,屏東縣私立正傳文理短期補習班,,,文理類,屏東縣林邊鄉仁和村仁愛路84-1號,2008-08-12
屏東縣政府,屏東縣私立日昇美語文理短期補習班,,,文理類,屏東縣嵌頂鄉力社村舊店路1-22號,2008-02-04
屏東縣政府,屏東縣私立鄒老師美語文理短期補習班,,,文理類,屏東市自立南路169號,2008-02-18
屏東縣政府,屏東縣私立方大文理短期補習班,,,文理類,屏東市廣州街2-1號,2008-03-05
屏東縣政府,屏東縣私立杰昇文理短期補習班,,,文理類,屏東市大武里華盛街1-32號,2008-03-21
屏東縣政府,屏東縣私立華威文理短期補習班,,,文理類,屏東縣九如鄉九清村信義街8號,2008-03-26
屏東縣政府,屏東縣私立雀爾喜美語文理短期補習班,,,文理類,屏東縣車城鄉仁愛路1巷3號,2008-04-07
屏東縣政府,屏東縣私立軒宇文理美語短期補習班,,,文理類,屏東市潭漧里廣東路1277號,2008-05-06
屏東縣政府,屏東縣私立冠林文理短期補習班,,sanyun87@gmail.com,文理類,屏東市崇智里重慶路1號4樓,2008-05-06
屏東縣政府,屏東縣私立小豆苗美語文理短期補習班,,,文理類,屏東市龍華里龍華路98號,2007-09-26
屏東縣政府,屏東縣私立建穩文理短期補習班,,,文理類,屏東市屏東市大武路41號,2007-10-16
屏東縣政府,屏東縣私立精英館文理短期補習班,,,文理類,屏東市上海路81-1號,2007-10-26
屏東縣政府,屏東縣私立超優美語文理短期補習班,,helenmanx@yahoo.com.tw,文理類,屏東縣枋寮鄉地利村24鄰自強路88號,2007-10-31
屏東縣政府,屏東縣私立學習屋美語短期補習班,,,外語類,屏東市安心四橫巷229號,2007-11-07
屏東縣政府,屏東縣私立林淵源文理短期補習班,,just000@yahoo.com,文理類,屏東縣枋寮鄉天時村中華路420號,2007-11-19
屏東縣政府,屏東縣私立黃氏珠心算文理短期補習班,,,文理類,屏東市廣東路1346號,2007-11-19
屏東縣政府,屏東縣私立盧氏文理才藝短期補習班,,,文理類,屏東市復興南路一段35巷20號,2007-11-19
屏東縣政府,屏東縣私立前進英文短期補習班,,,外語類,屏東市武愛街35號,2007-12-07
屏東縣政府,屏東縣私立史麥美語短期補習班,,,外語類,屏東市華盛二街32號,2007-12-14
屏東縣政府,屏東縣私立蔡老師才藝文理短期補習班,,lem2988@yahoo.com.tw,文理類,屏東縣枋寮鄉人和村民生路95號,2008-01-17
屏東縣政府,屏東縣私立立群美語文理短期補習班,,,文理類,屏東市豐年街31巷8號3~4樓,2007-09-13
屏東縣政府,屏東縣私立育昇家教短期補習班,,,文理類,屏東市龍華里龍華路149巷5號,2007-09-07
屏東縣政府,屏東縣私立領導者文理短期補習班,,sunny0531@gmail.com,文理類,屏東縣九如鄉東寧村成功二街12號,2007-08-15
屏東縣政府,屏東縣私立凱博美語文理短期補習班,,,文理類,屏東縣林邊鄉永樂村榮農路5巷10-4號1~2樓,2007-08-03
屏東縣政府,屏東縣私立徐老師美語短期補習班,,sandy1756556@yahoo.com.tw,外語類,屏東縣長治鄉香潭路101號1樓之2,2007-07-04
屏東縣政府,屏東縣私立村風畫語繪畫短期補習班,,,美術、書法、攝影、美工設計、圍棋類,屏東市建國路41-4號,2007-06-21
屏東縣政府,屏東縣私立叡聲文理短期補習班,,,文理類,屏東市華盛街1-33號,2007-06-11
屏東縣政府,屏東縣私立上林美語文理短期補習班,,,文理類,屏東縣萬丹鄉社皮路2段506號,2007-06-11
屏東縣政府,屏東縣私立育程珠算才藝短期補習班,,,商類：珠算、心算、會計,屏東縣佳冬鄉石光村石光街20號,2007-05-15
屏東縣政府,屏東縣私立屏大文理短期補習班,,,文理類,屏東市永安里合作街153號,2007-04-17
屏東縣政府,屏東縣私立全方位文理短期補習班,,,文理類,屏東縣里港鄉永樂路37之5號,2006-11-22
屏東縣政府,屏東縣私立台大美語文理短期補習班,,,文理類,屏東縣鹽埔鄉鹽中村勝利路71號2樓,2007-01-19
屏東縣政府,屏東縣私立黃老師文理短期補習班,,tk55516@yahoo.com.tw,文理類,屏東縣東港鎮興東里明德路46號1樓,2007-02-09
屏東縣政府,屏東縣私立優等文理短期補習班,,silence.1983@hotmail.com,文理類,屏東市廣東路807號1-2樓,2007-02-15
屏東縣政府,屏東縣私立梅特莉美語短期補習班,,snowfang0701@gmail.com,外語類,屏東縣新園鄉瓦磘村四環路65-3號,2006-08-25
